"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM3","Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,3.872745,2.186119,2.135456,48,24,27,3.83221,0.61569144001054
"ACSM4","Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,0.061611,0.022679,0,2,1,0,9.40961733333333,0.0964390557808529
"ACSM5","Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,0.022484,0.016566,0,1,1,0,43.466916,0.02307716445488
"ACSS1","Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,0.353285,0.35178,0.113193,16,26,8,10.8092796666667,0.429122984328793
"ACSS2","Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,146.808707,110.205765,81.323006,912,903,911,0.232399333333333,28.4010182846577
"ACSS3","Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,0.364544,0.348917,0.164893,30,34,21,1.111022,1.03148838177275
"ACTA1","Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,4.15909,2.452237,3.446297,90,68,106,5.84284433333333,1.46606116472132
"ACTA2","Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,8.348186,2.056176,1.61452,137,28,26,3.168484,1.18563783220311
"ACTB","Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,1765.679464,2247.587352,2160.56381,20610,36378,39169,192.747989,8.02491435235834
"ACTBL2","Actbl2",0,0,0,0,0,0,0,0.117374,0,0,5,0,0,34.469271,0.0281934184663677
"ACTC1","Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,1.111111,1.335114,1.670489,22,24,38,122.635295,0.00883511999277121
"ACTG1","Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,1443.150928,1808.077082,1625.665986,28017,45544,48114,20.3746006666667,84.0133421907828
"ACTG2","Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,2.589937,0.036068,0,57,1,0,82.8461083333333,0.0166117628397184
"ACTL10","Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.26036,0.131968,0.19882,7,5,9,317.081434,0.0064111370507298
"ACTL6A","Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,59.834895,86.693273,51.995615,108,173,115,256.653893,0.0626139306965566
"ACTL6B","Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,142.900347,135.126617,106.324192,688,989,886,36.3332193333333,0.774601633158558
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0.033462,0,0,1,0,41.659128,0.0234416418450935
"ACTL7B","Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,0,0,0,0,0,0,4.10754266666667,0.198175991742409
"ACTL9","Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0,0,0,0,0,0,1.40432066666667,0.435161033705709
"ACTN1","Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,60.429453,20.280129,28.820641,1218,642,688,0.226331666666667,20.5891201265563
"ACTN2","Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,14.750099,6.175347,6.173399,325,140,165,0.0459206666666667,1.80778051362723
"ACTN3","Actn3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.021642,0.01576,0.04478,1,1,3,36.514509,0.0715216344694795
"ACTN4","Actn4",66.49921,55.517959,60.484435,5436,1108,1968,60.833868,127.535578,103.462361,102.995419,1725,1822,2043,34.0606556666667,1.76362554619272
"ACTR10","Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,157.59723,204.668492,146.120837,1359,2145,1819,3.69475533333333,39.5532633365487
"ACTR1A","Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,121.577592,133.893846,110.388319,3612,4992,4748,15.4356353333333,10.3006934566123
"ACTR1B","Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,35.74644,38.012808,33.295135,1025,1582,1445,26.604112,7.85885542463142
"ACTR2","Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,90.042114,90.869445,84.111564,4966,6866,6444,0.443368333333333,69.3120570979226
"ACTR3","Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,90.295305,79.77323,77.820988,2346,3037,2842,4.63785133333333,28.7728318956501
"ACTR3B","Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,17.121055,10.72034,9.94134,310,443,425,16.2220833333333,1.83039382575666
"ACTR5","Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,2.258189,2.089738,1.574489,87,110,90,53.9472503333333,0.0685453347313691
"ACTR6","Actr6",10.46017,18.046925,8.818544,494,121,198,12.4418796666667,29.796825,19.749229,23.008826,449,546,514,148.061540666667,0.0901767122931164
"ACTR8","Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,16.878315,19.754835,16.982766,349,559,466,68.9313686666667,0.363887301009305
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.472328333333333,0.679196329623035
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.180686666666667,0.846964760619527
"ACTRT3","Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,1.932933,1.298673,1.10969,47,43,39,20.6999563333333,0.0516136215266424
"ACVR1","Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,10.293467,6.920874,8.64507,387,394,432,6.420989,0.996647616645167
"ACVR1B","Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,48.344712,56.21844,50.405514,1934,3134,2948,19.2973196666667,0.611037805500723
"ACVR1C","Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,0.085592,0.01581,0.078937,12,3,11,7.106962,0.130316551790095
"ACVR2A","Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,21.953394,22.142775,18.03743,1579,2187,1704,0.0177423333333333,8.08648194189296
"ACVR2B","Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,5.621371,6.286207,4.135278,1079,1653,1157,100.662038666667,0.0261539184295196
"ACVRL1","Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.977561,0.665953,0.737498,19,12,30,7.90398066666667,1.05894689349056
"ACY1","Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,11.585949,14.971368,6.534318,94,148,90,0.255869,4.24938561797979
"ACY3","Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0,0.060569,0.057567,0,1,1,123.514448666667,0.0192652180183662
"ACYP1","Acyp1",26.517249,34.281691,30.917967,451,147,210,30.5723023333333,51.832918,41.241443,48.301687,288,314,378,39.6073916666667,0.777501362128857
"ACYP2","Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,18.41451,13.003516,14.903801,192,190,228,3.40035466666667,11.4861051351618
"ADA","Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,2.258658,0.858817,1.431334,50,22,40,0.480048,2.39942871222195
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130641,0.884454039788049
"ADAD2","Adad2",0,0,0,0,0,0,0,0.178842,0.074922,0.070358,7,4,2,0.143796666666667,0.87428126794098
"ADAL","Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,8.23178,6.902908,8.197069,203,306,300,24.552382,0.414612644201494
"ADAM10","Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,48.401335,37.964021,33.127324,1280,1456,1284,152.176211666667,0.150887452312955
"ADAM11","Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,12.135299,18.856095,12.260095,544,1288,1005,17.105663,8.03829210783389
"ADAM12","Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,5.204425,0.663844,0.321587,342,35,34,0,1.570195
"ADAM15","Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,18.325861,18.913974,21.753602,250,395,414,7.25505433333333,7.60198077436438
"ADAM17","Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,9.314443,10.543808,8.210981,495,521,480,57.1850363333333,0.163347776890334
"ADAM18","Adam18",0,0,0,0,0,0,0,0.035333,0,0,1,0,0,20.3579163333333,0.0468210467909409
"ADAM19","Adam19",16.653565,13.812622,15.82849,4496,862,1569,15.431559,12.802374,10.819058,9.049793,1337,1480,1403,166.155600333333,0.0983009780541783
"ADAM2","Adam2",0,0.078051,0,0,1,0,0.026017,0,0,0,0,0,0,3.66371,0.220000171537253
"ADAM20","Adam25",0,0,0,0,0,0,0,0.114799,0.050835,0.079841,5,3,5,0.0763023333333333,0.929106970253402
"ADAM21","Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,0.189499,0.210079,0.228701,8,12,14,6.846084,0.144082576735095
"ADAM22","Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,7.358498,6.092743,6.007486,912,1197,1183,13.1133866666667,4.99620811541572
"ADAM23","Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,27.791034,31.634925,27.866773,1328,1806,1813,8.22508366666667,12.2755882141774
"ADAM28","Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,0.355878,0.070795,0.656699,14,11,18,10.1789866666667,0.0973033930326422
"ADAM29","Adam29",0,0,0,0,0,0,0,1.590352,2.275208,1.575598,35,73,69,115.143599,0.00861003110468447
"ADAM32","Adam32",0.996486,0.363115,0.343112,14,7,4,0.567571,10.297747,6.150251,3.037132,131,136,131,29.223108,0.0518666379380969
"ADAM33","Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,0.444232,0.218073,0.256207,18,12,18,8.66848633333333,0.234829933220502
"ADAM3A","Adam3",0,0,0,0,0,0,0,0.231017,0.145255,0.379927,4,3,8,33.2905916666667,0.02916251809595
"ADAM5","Adam5",0.725722,0.804606,0.833005,67,17,29,0.787777666666667,0,0,0.191015,0,0,2,25.1702683333333,0.0683133105054776
"ADAM7","Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.036155,0,0,1,0,0,10.8436296666667,0.101977493442396
"ADAM8","Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,5.609723,5.136056,1.568834,53,76,60,3.307163,1.77167012253774
"ADAM9","Adam9",30.134785,39.35857,31.863215,4872,1257,2019,33.7855233333333,16.019604,9.068817,10.587437,874,597,761,1.47888266666667,14.0327429777502
"ADAMDEC1","Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,0,0,0,0,0,0,1.380103,0.427537099584906
"ADAMTS1","Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,55.689489,22.602635,30.236182,2055,1298,1715,25.2736386666667,0.130589220759627
"ADAMTS10","Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,48.620767,43.508264,28.643638,697,851,775,23.862718,0.27758974970744
"ADAMTS12","Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,2.080716,0.450845,0.431766,207,17,20,20.7635313333333,0.0530855179537806
"ADAMTS13","Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,10.04404,9.219637,9.619661,335,425,492,3.29983233333333,0.304457297831071
"ADAMTS15","Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,1.427798,0.893566,0.827734,132,114,114,7.620969,0.714039260938455
"ADAMTS16","Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,1.432414,0.115256,0.125197,108,7,10,110.405573666667,0.0111539631794784
"ADAMTS18","Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,1.366388,1.547924,0.38092,88,131,52,0,1.297166
"ADAMTS19","Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,0.03761,0.181964,0.167547,3,14,11,28.5888773333333,0.0381484565055932
"ADAMTS2","Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,3.004416,1.513027,3.126211,98,158,214,2.62402733333333,1.15773740485033
"ADAMTS20","Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0.066632,0.128782,0.303561,4,9,23,56.1947993333333,0.0442326288897199
"ADAMTS4","Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,0.689029,0.211108,0.171046,34,47,41,1.80996266666667,0.397447510571908
"ADAMTS5","Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,1.658729,0.507028,0.635813,259,108,142,15.973435,0.319841839124883
"ADAMTS7","Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,5.225607,7.926553,5.892613,332,721,451,0.0100636666666667,2.34159001858299
"ADAMTS8","Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,0.259596,0.126229,0.215574,11,8,14,0.126074666666667,2.47241864364234
"ADAMTSL1","Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,0.534643,0.391798,0.357426,32,44,21,29.7670256666667,0.067750336217637
"ADAMTSL2","Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,1.503801,0.858924,1.307203,88,71,118,13.895288,0.224347681853035
"ADAMTSL4","Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,0.717708,0.666369,0.399532,29,32,22,8.679514,1.02811156978887
"ADAP2","Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,4.717453,6.427834,6.170847,45,56,89,1.08154533333333,0.949763605116455
"ADAR","Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,93.089729,94.857624,66.868309,4291,5755,4863,55.747446,0.314672176318443
"ADARB1","Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,34.100105,17.143214,24.363699,847,781,869,7.017296,1.44337617071891
"ADARB2","Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,0.753625,0.498108,0.982045,57,72,104,34.7648106666667,0.0308553569676384
"ADAT1","Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,56.120434,59.301982,46.931663,592,751,637,5.58593166666667,0.567514391155491
"ADAT2","Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,1.034206,0.933793,1.210028,88,111,154,53.7816463333333,0.0501463997014231
"ADAT3","Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0.640923,0.544088,0.678522,10,12,22,2.16598,0.869441163031141
"ADCK1","Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,5.533056,5.09672,4.52841,112,153,134,7.11716866666667,1.11299773410318
"ADCK2","Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,18.274489,18.137657,20.53215,419,534,646,40.401889,0.540758104056556
"ADCK5","Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,4.64823,6.892405,2.963806,75,109,110,44.476308,0.422383115768032
"ADCY1","Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,7.782219,24.050607,11.111329,1642,6944,3355,10.1479263333333,0.814975365074623
"ADCY10","Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.05134,0.113811,0.077332,4,3,9,8.58980866666667,0.114257997361505
"ADCY2","Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,72.342279,68.200436,73.510891,1798,2338,2855,1.107049,3.81237297598047
"ADCY3","Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,32.320064,33.406767,28.267331,529,729,649,3.668975,2.14796673788144
"ADCY4","Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,0.230327,0.319736,0.365302,2,11,8,2.856891,0.459052122551558
"ADCY5","Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,26.717633,28.211033,23.810448,1319,1647,1608,3.73252866666667,3.07314954809923
"ADCY6","Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,34.684876,31.848539,24.33093,1468,2087,1784,3.77214466666667,4.29350877460127
"ADCY7","Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,12.07316,11.612199,12.140766,1038,1272,1488,133.033081666667,0.0215461956413273
"ADCY8","Adcy8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,18.344465,20.437146,13.60388,987,1474,1224,0.0451663333333333,2.222191108975
"ADCY9","Adcy9",6.578852,5.795345,6.654467,1267,271,510,6.342888,5.484777,5.057732,4.294656,500,681,550,297.116619,0.0246309247187591
"ADCYAP1","Adcyap1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,23.761483,14.864341,12.375151,871,688,393,45.0771346666667,2.67035804685887
"ADCYAP1R1","Adcyap1r1",0.666241,0.717749,0.71448,154,34,74,0.69949,9.448235,5.412402,8.491945,738,700,1206,3.445383,0.382304516843656
"ADD1","Add1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,154.741787,190.237059,146.304246,4090,5785,4997,20.2461026666667,13.0076620013195
"ADD2","Add2",60.067129,53.527453,55.233238,19591,4287,7146,56.27594,44.498774,62.72364,41.285624,5346,8854,7243,5.18745433333333,9.25678589520095
"ADD3","Add3",13.770719,11.618171,15.650723,2026,473,829,13.679871,60.690166,38.499272,41.292527,654,511,502,30.796606,0.461680438471955
"ADGB","Adgb",0.709139,1.1436,0.999638,133,38,67,0.950792333333333,0.232085,0.088882,0.281014,13,13,13,3.203615,0.464074929158197
"ADGRA1","Adgra1",1.974302,2.719455,1.080129,241,62,87,1.92462866666667,7.07337,6.258642,5.991872,416,515,542,0.229629666666667,2.3784630006487
"ADGRA2","Adgra2",3.760546,2.808438,3.527116,626,138,255,3.36536666666667,2.491863,0.646435,0.510239,192,64,85,32.0863133333333,0.131938745265666
"ADGRA3","Adgra3",134.829051,87.027523,117.866451,1365,302,543,113.241008333333,21.529329,33.751969,18.355146,415,584,415,438.740611666667,0.259791807493847
"ADGRB1","Adgrb1",16.922598,13.512347,14.584145,1414,319,590,15.0063633333333,13.774813,14.63682,18.093358,608,729,905,0.050071,15.2431248299718
"ADGRB2","Adgrb2",10.441854,2.963454,13.030392,510,98,224,8.8119,32.053266,29.109362,31.28533,1563,1909,2559,7.66023,1.13298376602007
"ADGRB3","Adgrb3",5.409408,6.54154,5.561977,842,248,369,5.83764166666667,9.524438,5.772536,4.978414,321,318,264,169.575099,0.0400858138541468
"ADGRD1","Adgrd1",1.412643,1.446831,1.608786,316,76,140,1.48942,1.832749,0.066885,0.16873,33,6,16,197.533536,0.0125390402556473
"ADGRE1","Adgre1",1.472139,3.651292,0.535302,85,22,28,1.88624433333333,0.180927,0.132124,0,1,1,0,35.7518466666667,0.0785333145164406
"ADGRE4P","Adgre4",0.021639,0.028845,0.018446,3,1,1,0.0229766666666667,0.069527,0.017127,0.032132,3,1,2,0,1.02297666666667
"ADGRE5","Adgre5",6.939442,5.241608,6.523235,376,84,157,6.23476166666667,0.630166,0.353481,0.58142,12,7,11,0,7.23476166666667
"ADGRF1","Adgrf1",0.018671,0,0,3,0,0,0.00622366666666667,0.348689,0.081872,0.212964,12,8,15,38.6927036666667,0.0253503433557155
"ADGRF2","Adgrf2",0.088196,0,0.075097,9,0,3,0.054431,0.033705,0,0.021453,2,0,1,177.179820333333,0.00591779135273233
"ADGRF4","Adgrf4",0.316947,0.110694,0.091902,16,3,4,0.173181,1.284735,0.076585,0.244421,63,5,17,1.963775,0.395840102571889
"ADGRF5","Adgrf5",11.777152,8.448455,9.495035,1843,434,776,9.90688066666667,0.557972,0.289901,0.271867,21,10,33,11.034865,0.906273619742861
"ADGRG1","Adgrg1",248.435093,226.192925,233.872744,6409,1399,2306,236.166920666667,42.020882,30.060196,30.493056,978,1104,1021,185.876846666667,1.26910810459951
"ADGRG2","Adgrg2",12.237364,10.800596,11.75527,2017,509,869,11.5977433333333,0.31826,0.112059,0.058447,26,12,7,74.8359273333333,0.166118405567331
"ADGRG3","Adgrg3",0.407077,0.142698,1.031044,28,4,18,0.526939666666667,0,0.027015,0.08982,0,1,1,0.381918333333333,1.10494204312604
"ADGRG4","Adgrg4",0.129328,0.104851,0.131417,5,1,2,0.121865333333333,0.006708,0.004944,0,1,1,0,1.71749133333333,0.412831246073278
"ADGRG5","Adgrg5",0.01717,0.070882,0.358507,2,2,6,0.148853,0.221076,0.058948,0.314313,6,3,13,9.251875,0.112062720234104
"ADGRG6","Adgrg6",5.078723,6.043901,6.251455,1213,317,495,5.79135966666667,2.24986,0.19714,0.163197,156,9,15,13.5681436666667,0.466178795463554
"ADGRG7","Adgrg7",0.009349,0,0,1,0,0,0.00311633333333333,0.802901,0.049287,0.373542,31,2,17,0.191700666666667,0.841751927637309
"ADGRL1","Adgrl1",43.178338,46.878477,38.990555,6354,1454,2402,43.01579,53.915851,48.74043,38.056817,4566,5739,5891,11.9236876666667,3.4058227910852
"ADGRL2","Adgrl2",5.310789,5.760384,5.240331,833,173,340,5.437168,143.357995,203.910653,160.616405,3991,7090,5399,2.42353333333333,1.88027028605924
"ADGRL3","Adgrl3",49.568299,32.798096,44.86824,2139,494,929,42.411545,6.111217,7.187223,4.382327,557,871,629,0.283069666666667,33.8341292977336
"ADGRL4","Adgrl4",9.076113,10.784039,7.773235,398,78,163,9.211129,1.160425,0.810447,2.880133,20,10,63,47.9973976666667,0.208401455715407
"ADGRV1","Adgrv1",0.257644,0.05986,0.24198,31,4,17,0.186494666666667,2.561391,2.102207,2.358391,52,63,53,0.06006,1.11927123621933
"ADH1C","Adh1",0.560409,1.011439,0.457616,30,7,8,0.676488,0,0,0.064375,0,0,1,46.6531566666667,0.0351810481670085
"ADH4","Adh4",0,0,0,0,0,0,0,0,0.051433,0.024651,0,2,1,0.689033666666667,0.592054510064039
"ADH5","Adh5",43.125703,43.315358,43.167853,1882,440,704,43.2029713333333,56.244363,55.367877,49.923375,1413,2058,1912,19.318901,2.17546073645092
"ADH7","Adh7",0.552074,0.415538,0.773107,30,13,18,0.580239666666667,0.099383,0.093506,0,1,1,0,10.9974306666667,0.131714840499738
"ADHFE1","Adhfe1",1.137926,0.874817,0.854453,61,12,26,0.955732,3.003773,1.243849,0.874102,25,25,24,40.1530513333333,0.0475233776508788
"ADI1","Adi1",9.138269,10.286757,10.967143,504,127,203,10.130723,6.858608,6.264982,6.978803,268,298,335,1.216179,5.02248374341603
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,9.16293033333333,0.0983968173746214
"ADIPOQ","Adipoq",0.151256,0.087325,0,3,1,0,0.079527,0.15226,0.12497,0.084781,11,12,9,17.7271133333333,0.0576451362676647
"ADIPOR1","Adipor1",51.743458,45.469786,50.444271,6640,1413,2598,49.2191716666667,31.78277,26.72532,28.250066,977,1140,1209,0.0701623333333333,46.9266858890878
"ADIPOR2","Adipor2",19.369235,18.35063,19.013829,3301,729,1261,18.9112313333333,11.18115,7.714247,7.34797,654,615,611,2.46702333333333,5.74303355327865
