"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM4","Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,0.061611,0.022679,0,2,1,0,9.40961733333333,0.0976941451450088
"ACSM5","Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0.022484,0.016566,0,1,1,0,43.466916,0.0244755074386839
"ACSS1","Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.353285,0.35178,0.113193,16,26,8,10.8092796666667,0.754676513010009
"ACSS2","Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,146.808707,110.205765,81.323006,912,903,911,0.232399333333333,15.4639372843975
"ACSS3","Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,0.364544,0.348917,0.164893,30,34,21,1.111022,0.739558848747194
"ACTA1","Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,4.15909,2.452237,3.446297,90,68,106,5.84284433333333,0.693496997569188
"ACTA2","Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,8.348186,2.056176,1.61452,137,28,26,3.168484,3.80202362937381
"ACTB","Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,1765.679464,2247.587352,2160.56381,20610,36378,39169,192.747989,7.62853186741119
"ACTBL2","Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,0.117374,0,0,5,0,0,34.469271,0.0285643968643543
"ACTC1","Actc1",0,0,0,0,0,0,0,1.111111,1.335114,1.670489,22,24,38,122.635295,0.00808830520443212
"ACTG1","Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,1443.150928,1808.077082,1625.665986,28017,45544,48114,20.3746006666667,31.8807031591795
"ACTG2","Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,2.589937,0.036068,0,57,1,0,82.8461083333333,0.0154522099167195
"ACTL10","Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,0.26036,0.131968,0.19882,7,5,9,317.081434,0.00360295785135325
"ACTL6A","Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,59.834895,86.693273,51.995615,108,173,115,256.653893,0.0294680507699529
"ACTL6B","Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,142.900347,135.126617,106.324192,688,989,886,36.3332193333333,1.05045986836853
"ACTL7A","Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0,0.033462,0,0,1,0,41.659128,0.0242055190001383
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,4.10754266666667,0.19578886859356
"ACTL9","Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0,0,0,0,0,0,1.40432066666667,0.431997839445154
"ACTN1","Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,60.429453,20.280129,28.820641,1218,642,688,0.226331666666667,12.4060878038704
"ACTN2","Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,14.750099,6.175347,6.173399,325,140,165,0.0459206666666667,5.88753544723915
"ACTN3","Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.021642,0.01576,0.04478,1,1,3,36.514509,0.0386825268058286
"ACTN4","Actn4",63.1012,34.865722,27.396091,1672,1722,1634,41.787671,127.535578,103.462361,102.995419,1725,1822,2043,34.0606556666667,1.22038992672575
"ACTR10","Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,157.59723,204.668492,146.120837,1359,2145,1819,3.69475533333333,26.6745471862005
"ACTR1A","Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,121.577592,133.893846,110.388319,3612,4992,4748,15.4356353333333,4.20791539830141
"ACTR1B","Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,35.74644,38.012808,33.295135,1025,1582,1445,26.604112,5.76428586678197
"ACTR2","Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,90.042114,90.869445,84.111564,4966,6866,6444,0.443368333333333,46.4974020260479
"ACTR3","Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,90.295305,79.77323,77.820988,2346,3037,2842,4.63785133333333,17.5073228843565
"ACTR3B","Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,17.121055,10.72034,9.94134,310,443,425,16.2220833333333,2.40610450729441
"ACTR5","Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,2.258189,2.089738,1.574489,87,110,90,53.9472503333333,0.0677773860822432
"ACTR6","Actr6",11.018148,8.613238,9.329918,181,284,298,9.653768,29.796825,19.749229,23.008826,449,546,514,148.061540666667,0.0714722788477283
"ACTR8","Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,16.878315,19.754835,16.982766,349,559,466,68.9313686666667,0.355642932123174
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.472328333333333,0.679196329623035
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.180686666666667,0.846964760619527
"ACTRT3","Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,1.932933,1.298673,1.10969,47,43,39,20.6999563333333,0.0692314757192522
"ACVR1","Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,10.293467,6.920874,8.64507,387,394,432,6.420989,1.21583924550578
"ACVR1B","Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,48.344712,56.21844,50.405514,1934,3134,2948,19.2973196666667,0.795969119666523
"ACVR1C","Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.085592,0.01581,0.078937,12,3,11,7.106962,0.339281636368017
"ACVR2A","Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,21.953394,22.142775,18.03743,1579,2187,1704,0.0177423333333333,8.71203582308161
"ACVR2B","Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,5.621371,6.286207,4.135278,1079,1653,1157,100.662038666667,0.020633926168626
"ACVRL1","Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.977561,0.665953,0.737498,19,12,30,7.90398066666667,2.01074908743063
"ACY1","Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,11.585949,14.971368,6.534318,94,148,90,0.255869,7.38024666585448
"ACY3","Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0,0.060569,0.057567,0,1,1,123.514448666667,0.0190031922024921
"ACYP1","Acyp1",15.402887,21.43491,22.59737,97,235,240,19.8117223333333,51.832918,41.241443,48.301687,288,314,378,39.6073916666667,0.512510690274574
"ACYP2","Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,18.41451,13.003516,14.903801,192,190,228,3.40035466666667,4.12789575143337
"ADA","Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,2.258658,0.858817,1.431334,50,22,40,0.480048,1.19467386643316
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.130641,0.884454039788049
"ADAD2","Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,0.178842,0.074922,0.070358,7,4,2,0.143796666666667,0.885879191814396
"ADAL","Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,8.23178,6.902908,8.197069,203,306,300,24.552382,0.319716403216994
"ADAM10","Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,48.401335,37.964021,33.127324,1280,1456,1284,152.176211666667,0.0982587015496869
"ADAM11","Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,12.135299,18.856095,12.260095,544,1288,1005,17.105663,1.8820059042669
"ADAM12","Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,5.204425,0.663844,0.321587,342,35,34,0,1.55396433333333
"ADAM15","Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,18.325861,18.913974,21.753602,250,395,414,7.25505433333333,5.34345911634016
"ADAM17","Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,9.314443,10.543808,8.210981,495,521,480,57.1850363333333,0.0999358088109584
"ADAM18","Adam18",2.352645,0.20333,0.237599,8,11,13,0.931191333333333,0.035333,0,0,1,0,0,20.3579163333333,0.0904203997802595
"ADAM19","Adam19",3.027888,1.231458,0.981498,298,143,177,1.746948,12.802374,10.819058,9.049793,1337,1480,1403,166.155600333333,0.0164334787139777
"ADAM2","Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0,0,0,0,0,0,3.66371,0.216543124107917
"ADAM20","Adam25",0,0,0,0,0,0,0,0.114799,0.050835,0.079841,5,3,5,0.0763023333333333,0.929106970253402
"ADAM21","Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,0.189499,0.210079,0.228701,8,12,14,6.846084,0.153325743984727
"ADAM22","Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,7.358498,6.092743,6.007486,912,1197,1183,13.1133866666667,1.65561443320006
"ADAM23","Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,27.791034,31.634925,27.866773,1328,1806,1813,8.22508366666667,3.31798710696427
"ADAM28","Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,0.355878,0.070795,0.656699,14,11,18,10.1789866666667,0.0917037799490473
"ADAM29","Adam29",0,0,0,0,0,0,0,1.590352,2.275208,1.575598,35,73,69,115.143599,0.00861003110468447
"ADAM32","Adam32",1.358671,0.216618,0.095814,5,2,5,0.557034333333333,10.297747,6.150251,3.037132,131,136,131,29.223108,0.0515180084501347
"ADAM33","Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.444232,0.218073,0.256207,18,12,18,8.66848633333333,0.206240383922213
"ADAM3A","Adam3",0.994868,0.185508,0.178298,3,1,3,0.452891333333333,0.231017,0.145255,0.379927,4,3,8,33.2905916666667,0.0423699697997823
"ADAM5","Adam5",0,0.11194,0.211581,0,4,13,0.107840333333333,0,0,0.191015,0,0,2,25.1702683333333,0.0423320204142602
"ADAM7","Adam7",0.050089,0,0,2,0,0,0.0166963333333333,0.036155,0,0,1,0,0,10.8436296666667,0.0858433066507286
"ADAM8","Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,5.609723,5.136056,1.568834,53,76,60,3.307163,0.416222774325776
"ADAM9","Adam9",15.841952,8.76951,9.122416,925,905,798,11.244626,16.019604,9.068817,10.587437,874,597,761,1.47888266666667,4.93957465782971
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,0,1.380103,0.420149884269714
"ADAMTS1","Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,55.689489,22.602635,30.236182,2055,1298,1715,25.2736386666667,0.0990302117270497
"ADAMTS10","Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,48.620767,43.508264,28.643638,697,851,775,23.862718,0.185955037846895
"ADAMTS12","Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,2.080716,0.450845,0.431766,207,17,20,20.7635313333333,0.0471001535075634
"ADAMTS13","Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,10.04404,9.219637,9.619661,335,425,492,3.29983233333333,0.547431655668434
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,1.427798,0.893566,0.827734,132,114,114,7.620969,0.228594952609156
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,1.432414,0.115256,0.125197,108,7,10,110.405573666667,0.0110190776481228
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,1.366388,1.547924,0.38092,88,131,52,0,1.25256866666667
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.03761,0.181964,0.167547,3,14,11,28.5888773333333,0.0378727785909462
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,3.004416,1.513027,3.126211,98,158,214,2.62402733333333,1.50986581962866
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.066632,0.128782,0.303561,4,9,23,56.1947993333333,0.0360089441232297
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,0.689029,0.211108,0.171046,34,47,41,1.80996266666667,1.66441902905472
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,1.658729,0.507028,0.635813,259,108,142,15.973435,0.070591819903671
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,5.225607,7.926553,5.892613,332,721,451,0.0100636666666667,1.0253330565631
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,0.259596,0.126229,0.215574,11,8,14,0.126074666666667,1.52982484287602
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,0.534643,0.391798,0.357426,32,44,21,29.7670256666667,0.072948054549786
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,1.503801,0.858924,1.307203,88,71,118,13.895288,0.570541279004922
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,0.717708,0.666369,0.399532,29,32,22,8.679514,0.731872178706493
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,4.717453,6.427834,6.170847,45,56,89,1.08154533333333,1.1500571050098
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,93.089729,94.857624,66.868309,4291,5755,4863,55.747446,0.496044374108631
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,34.100105,17.143214,24.363699,847,781,869,7.017296,4.01158062934602
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,0.753625,0.498108,0.982045,57,72,104,34.7648106666667,0.1335896162813
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,56.120434,59.301982,46.931663,592,751,637,5.58593166666667,0.346900299350206
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,1.034206,0.933793,1.210028,88,111,154,53.7816463333333,0.0520220461428386
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,0.640923,0.544088,0.678522,10,12,22,2.16598,0.576073127436055
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,5.533056,5.09672,4.52841,112,153,134,7.11716866666667,1.72563951486204
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,18.274489,18.137657,20.53215,419,534,646,40.401889,0.618948385020146
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,4.64823,6.892405,2.963806,75,109,110,44.476308,0.715207656405763
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,7.782219,24.050607,11.111329,1642,6944,3355,10.1479263333333,3.33930642227961
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.05134,0.113811,0.077332,4,3,9,8.58980866666667,0.118234927592925
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,72.342279,68.200436,73.510891,1798,2338,2855,1.107049,11.8383399405203
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,32.320064,33.406767,28.267331,529,729,649,3.668975,2.83923152297881
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.230327,0.319736,0.365302,2,11,8,2.856891,0.824031324712054
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,26.717633,28.211033,23.810448,1319,1647,1608,3.73252866666667,4.07159773499523
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,34.684876,31.848539,24.33093,1468,2087,1784,3.77214466666667,2.43799859657789
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,12.07316,11.612199,12.140766,1038,1272,1488,133.033081666667,0.0161038302869731
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,18.344465,20.437146,13.60388,987,1474,1224,0.0451663333333333,4.49736134503631
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,5.484777,5.057732,4.294656,500,681,550,297.116619,0.0260385293492589
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,23.761483,14.864341,12.375151,871,688,393,45.0771346666667,0.690024909245659
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,9.448235,5.412402,8.491945,738,700,1206,3.445383,5.45782999275128
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,154.741787,190.237059,146.304246,4090,5785,4997,20.2461026666667,9.36476085935635
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,44.498774,62.72364,41.285624,5346,8854,7243,5.18745433333333,3.92749473760426
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,60.690166,38.499272,41.292527,654,511,502,30.796606,0.765386563584805
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.232085,0.088882,0.281014,13,13,13,3.203615,0.290998739576928
"ADGRA1","Adgra1",24.465321,10.666674,11.368228,1039,843,844,15.5000743333333,7.07337,6.258642,5.991872,416,515,542,0.229629666666667,13.4187347464237
"ADGRA2","Adgra2",3.902165,1.785187,2.093774,210,225,234,2.59370866666667,2.491863,0.646435,0.510239,192,64,85,32.0863133333333,0.108616170996789
"ADGRA3","Adgra3",52.927926,54.816909,38.034606,276,365,363,48.593147,21.529329,33.751969,18.355146,415,584,415,438.740611666667,0.112778182601867
"ADGRB1","Adgrb1",116.967881,51.678282,48.693815,3743,3334,3492,72.4466593333333,13.774813,14.63682,18.093358,608,729,905,0.050071,69.9444697866462
"ADGRB2","Adgrb2",205.176993,145.993075,161.278149,3986,4733,4664,170.816072333333,32.053266,29.109362,31.28533,1563,1909,2559,7.66023,19.8396661905438
"ADGRB3","Adgrb3",23.137777,13.958923,12.481891,1407,1342,1228,16.526197,9.524438,5.772536,4.978414,321,318,264,169.575099,0.102747687691508
"ADGRD1","Adgrd1",0.817857,0.182009,0.29662,65,26,43,0.432162,1.832749,0.066885,0.16873,33,6,16,197.533536,0.00721370318010152
"ADGRE1","Adgre1",4.182009,2.250254,2.486847,71,114,111,2.97303666666667,0.180927,0.132124,0,1,1,0,35.7518466666667,0.108104409084568
"ADGRE4P","Adgre4",0,0.023046,0.012,0,2,1,0.011682,0.069527,0.017127,0.032132,3,1,2,0,1.011682
"ADGRE5","Adgre5",9.124305,4.220371,3.689004,167,194,206,5.67789333333333,0.630166,0.353481,0.58142,12,7,11,0,6.67789333333333
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.348689,0.081872,0.212964,12,8,15,38.6927036666667,0.0251935471163126
"ADGRF2","Adgrf2",0.271127,0.046489,0.030539,10,3,2,0.116051666666667,0.033705,0,0.021453,2,0,1,177.179820333333,0.00626362550247717
"ADGRF4","Adgrf4",0.322525,0.256321,0.245318,14,19,17,0.274721333333333,1.284735,0.076585,0.244421,63,5,17,1.963775,0.43010057556101
"ADGRF5","Adgrf5",11.275438,4.829541,4.958625,761,453,556,7.02120133333333,0.557972,0.289901,0.271867,21,10,33,11.034865,0.666496992972778
"ADGRG1","Adgrg1",85.067034,41.863466,48.512136,984,1061,1218,58.4808786666667,42.020882,30.060196,30.493056,978,1104,1021,185.876846666667,0.318289182034215
"ADGRG2","Adgrg2",0.612248,0.27269,0.384423,44,33,44,0.423120333333333,0.31826,0.112059,0.058447,26,12,7,74.8359273333333,0.0187657800646134
"ADGRG3","Adgrg3",0.151278,0.049381,0.038651,1,4,2,0.07977,0,0.027015,0.08982,0,1,1,0.381918333333333,0.781355868834507
"ADGRG4","Adgrg4",0.070088,0.081032,0.040318,1,2,1,0.0638126666666667,0.006708,0.004944,0,1,1,0,1.71749133333333,0.391468651111307
"ADGRG5","Adgrg5",0,0.020966,0.041356,0,1,3,0.020774,0.221076,0.058948,0.314313,6,3,13,9.251875,0.0995694933853563
"ADGRG6","Adgrg6",0.706964,0.227842,0.152095,67,38,25,0.362300333333333,2.24986,0.19714,0.163197,156,9,15,13.5681436666667,0.0935122802536887
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0.802901,0.049287,0.373542,31,2,17,0.191700666666667,0.839136897352859
"ADGRL1","Adgrl1",148.500917,43.886538,54.139897,7399,4263,4809,82.175784,53.915851,48.74043,38.056817,4566,5739,5891,11.9236876666667,6.43591722001535
"ADGRL2","Adgrl2",24.087142,6.294176,6.52,1085,561,567,12.3004393333333,143.357995,203.910653,160.616405,3991,7090,5399,2.42353333333333,3.88500360251592
"ADGRL3","Adgrl3",108.723366,33.419146,20.30024,1700,844,852,54.147584,6.111217,7.187223,4.382327,557,871,629,0.283069666666667,42.9809740131024
"ADGRL4","Adgrl4",14.059239,15.353869,16.306351,355,584,489,15.2398196666667,1.160425,0.810447,2.880133,20,10,63,47.9973976666667,0.331442493684001
"ADGRV1","Adgrv1",1.061887,1.521293,1.641189,52,64,74,1.408123,2.561391,2.102207,2.358391,52,63,53,0.06006,2.27168556496802
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,0,0,0.064375,0,0,1,46.6531566666667,0.0315929612777663
"ADH4","Adh4",0,0,0,0,0,0,0,0,0.051433,0.024651,0,2,1,0.689033666666667,0.592054510064039
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,56.244363,55.367877,49.923375,1413,2058,1912,19.318901,1.9477082282485
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0.099383,0.093506,0,1,1,0,10.9974306666667,0.107605178353187
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,3.003773,1.243849,0.874102,25,25,24,40.1530513333333,0.34523286138831
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,6.858608,6.264982,6.978803,268,298,335,1.216179,9.82629140816995
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,9.16293033333333,0.0983968173746214
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.15226,0.12497,0.084781,11,12,9,17.7271133333333,0.0539877475332557
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,31.78277,26.72532,28.250066,977,1140,1209,0.0701623333333333,20.3373830823797
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,11.18115,7.714247,7.34797,654,615,611,2.46702333333333,5.86952015513789
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,30.339727,25.239164,30.063732,530,578,732,6.35685466666667,7.9629171234591
