"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"B3gnt5","B3GNT5",231,2.85775,281,3.2108,196,2.55453,2.87436,"B3GNT5",0.286904,0.082417,1.389238,20,12,7,0.586186333333333,2.44256296916777
"B3gnt6","B3GNT6",51,1.1204,46,0.933378,43,0.995216,1.01633133333,"B3GNT6",0.339704,0.252296,0.320376,17,19,5,0.304125333333333,1.54611775555059
"B3gnt7","B3GNT7",8,0.277531,3,0.0961252,2,0.0730962,0.148917466667,"B3GNT7",0.182233,0.245977,0.115314,10,20,2,0.181174666666667,0.972690575822543
"B3gnt8","B3GNT8",957,17.5844,1213,20.5859,988,19.1256,19.0986333333,"B3GNT8",0.402578,0.391941,0.460571,26,29,11,0.418363333333333,14.1702995706084
"B3gnt9","B3GNT9",109,6.72408,130,7.40704,112,7.27894,7.13668666667,"B3GNT9",1.602642,1.88121,2.663521,79,139,35,2.04912433333333,2.66853226604075
"B3gntl1","B3GNTL1",406,1.10636,428,1.07723,394,1.13112,1.10490333333,"B3GNTL1",1.725266,1.391372,2.118437,97,124,35,1.745025,0.766806616817698
"B4galnt1","B4GALNT1",699,15.2675,736,14.8479,663,15.2563,15.1239,"B4GALNT1",19.501035,16.266601,22.718291,913,1125,330,19.495309,0.786711729986603
"B4galnt2","B4GALNT2",16,0.0507333,23,0.067359,20,0.0668109,0.0616344,"B4GALNT2",0.115087,0.057947,0.091021,4,3,1,0.0880183333333333,0.975750469890979
"B4galnt3","B4GALNT3",52,0.0882188,65,0.101851,48,0.0857912,0.0919536666667,"B4GALNT3",0.170004,0.134502,0.120016,12,15,3,0.141507333333333,0.956589269976978
"B4galnt4","B4GALNT4",490,6.73209,555,7.04274,494,7.15031,6.97504666667,"B4GALNT4",14.017439,9.293755,14.381918,530,552,141,12.5643706666667,0.58794077975678
"B4galt1","B4GALT1",776,2.4379,900,2.61151,763,2.52536,2.52492333333,"B4GALT1",1.205662,0.995001,1.195142,97,120,32,1.131935,1.65339155899687
"B4galt2","B4GALT2",449,4.89801,436,4.39293,372,4.27524,4.52206,"B4GALT2",8.608652,8.28672,9.87588,355,408,116,8.92375066666667,0.556448885656539
"B4galt3","B4GALT3",613,14.4837,627,13.683,574,14.2881,14.1516,"B4GALT3",16.777068,15.932089,19.281423,344,502,125,17.3301933333333,0.826592481839617
"B4galt4","B4GALT4",381,2.20767,418,2.23707,406,2.47844,2.30772666667,"B4GALT4",9.992073,9.426576,7.325954,265,348,72,8.91486766666667,0.333612790192896
"B4galt5","B4GALT5",2177,6.65924,2395,6.76654,2114,6.81264,6.74614,"B4GALT5",22.551807,21.358746,21.19732,854,1105,288,21.7026243333333,0.341200201627204
"B4galt7","B4GALT7",330,4.8558,372,5.05574,352,5.45674,5.12276,"B4GALT7",7.622953,6.344172,8.057971,306,382,106,7.34169866666667,0.733994387074479
"B9d1","B9D1",122,2.43137,137,2.52178,126,2.64549,2.53288,"B9D1",12.557309,11.223456,8.894108,92,143,19,10.8916243333333,0.297089775203965
"B9d2","B9D2",117,3.14232,143,3.54728,117,3.3105,3.33336666667,"B9D2",21.998121,16.642133,13.094582,139,168,43,17.2449453333333,0.237510531684246
"Baalc","BAALC",464,3.64293,451,3.27042,392,3.24237,3.38524,"BAALC",42.62771,31.459743,45.631292,2300,2507,773,39.9062483333333,0.107202204520589
"Baat","BAAT",8,0.0724599,8,0.0669256,8,0.0763381,0.0719078666667,"BAAT",0,0.142025,0,0,6,0,0.0473416666666667,1.02345576499235
"Babam1","BABAM1",1073,21.464,1159,21.4136,970,20.4422,21.1066,"",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,0.0846693719421148
"Babam1","BABAM1",1073,21.464,1159,21.4136,970,20.4422,21.1066,"BABAM1",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,0.0846693719421148
"Babam1","AC010463.1",1073,21.464,1159,21.4136,970,20.4422,21.1066,"",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,0.0846693719421148
"Babam1","AC010463.1",1073,21.464,1159,21.4136,970,20.4422,21.1066,"BABAM1",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,0.0846693719421148
"Babam2","BABAM2",934,0.374317,971,0.359424,856,0.361419,0.365053333333,"BABAM2",50.814003,45.584734,44.463947,456,595,142,46.954228,0.0284657555811971
"Bace1","BACE1",6059,36.4218,6359,35.3057,5514,34.9198,35.5491,"BACE1",54.086932,64.019805,51.938629,2822,4583,847,56.6817886666667,0.633633263545468
"Bace2","BACE2",446,0.8031,505,0.839888,439,0.832805,0.825264333333,"BACE2",13.986604,16.926872,19.057827,247,488,87,16.657101,0.103372820562843
"Bach1","BACH1",788,3.55516,769,3.20446,693,3.2939,3.35117333333,"BACH1",3.236471,4.182656,2.653248,391,580,105,3.35745833333333,0.998557645415619
"Bach2","BACH2",1114,0.497842,1093,0.45115,1147,0.540024,0.496338666667,"BACH2",1.104998,1.200418,2.343147,211,251,48,1.549521,0.586909724088172
"Bad","BAD",1715,26.5149,1848,26.389,1452,23.6503,25.5180666667,"BAD",25.549673,24.490744,31.734493,292,419,108,27.2583033333333,0.938416802802858
"Bag1","BAG1",2528,32.9805,2585,31.1483,2183,30.0039,31.3775666667,"BAG1",61.764402,53.99756,59.489525,1370,1786,430,58.4171623333333,0.544919437334624
"Bag2","BAG2",652,8.21932,708,8.24359,598,7.94207,8.13499333333,"BAG2",4.769553,4.965986,6.389576,153,166,46,5.37503833333333,1.43293151439821
"Bag3","BAG3",4792,31.8309,4710,28.8967,4136,28.9439,29.8905,"BAG3",8.309994,10.061576,12.008272,455,837,206,10.126614,2.77627137959491
"Bag4","BAG4",1133,8.47479,1120,7.7377,918,7.23412,7.81553666667,"BAG4",10.472743,8.349735,9.182493,754,875,151,9.33499033333333,0.852979672195468
"Bag5","BAG5",768,31.6182,874,33.2339,763,33.0936,32.6485666667,"BAG5",12.099603,9.085864,12.904978,502,584,168,11.3634816666667,2.72160929857002
"Bag6","BAG6",2845,36.3581,3145,37.1223,2902,39.0716,37.5173333333,"BAG6",80.434488,74.229606,88.377195,2451,3214,813,81.013763,0.46964475137301
"Bahcc1","BAHCC1",375,0.980681,446,1.07727,379,1.04419,1.034047,"BAHCC1",3.487918,2.631904,3.324571,468,548,101,3.148131,0.49035264315423
"Bahd1","BAHD1",1372,8.81694,1542,9.15257,1430,9.68153,9.21701333333,"BAHD1",3.425722,2.797106,3.024259,345,431,95,3.08236233333333,2.5027208510881
"Baiap2","BAIAP2",415,1.00612,432,0.967342,396,1.01144,0.994967333333,"BAIAP2",12.384611,7.754027,9.842002,445,428,101,9.99354666666667,0.181467127381367
"Baiap2l1","BAIAP2L1",973,1.61367,1080,1.65432,851,1.48688,1.58495666667,"BAIAP2L1",0.249455,0.187545,0.589869,17,18,7,0.342289666666667,1.92578154392656
"Baiap2l2","BAIAP2L2",28,0.158938,17,0.0891281,15,0.0897028,0.112589633333,"BAIAP2L2",0.052575,0.11481,0.572273,1,3,1,0.246552666666667,0.89253319421161
"Baiap3","BAIAP3",70,0.792692,88,0.920415,84,1.00214,0.905082333333,"BAIAP3",38.265353,22.075676,24.615144,1314,1156,247,28.3187243333333,0.0649783500698581
"Bak1","BAK1",227,3.82961,217,3.3813,208,3.69689,3.63593333333,"BAK1",4.995475,4.985696,5.221462,182,306,68,5.06754433333333,0.764054299176938
"Bambi","BAMBI",221,4.044,227,3.83654,147,2.83387,3.57147,"BAMBI",0.577162,0.615965,0.849376,63,102,29,0.680834333333333,2.71976238784588
"Banf2","BANF2",0,0,2,0.00700641,0,0,0.00233547,"BANF2",0,0,0,0,0,0,0,1.00233547
"Bank1","BANK1",78,0.0443936,84,0.044157,64,0.0383751,0.0423085666667,"BANK1",0.207372,0.079447,0.522409,13,7,5,0.269742666666667,0.82088173771696
"Banp","BANP",1440,2.81102,1458,2.62877,1285,2.6427,2.69416333333,"BANP",24.234963,9.459398,15.582376,370,262,103,16.425579,0.211996590376136
"Bap1","BAP1",2625,47.9604,2754,46.4743,2408,46.3505,46.9284,"BAP1",33.424742,30.945115,37.371972,1708,2170,585,33.913943,1.37275815567437
"Bard1","BARD1",52,0.106688,59,0.111805,54,0.116722,0.111738333333,"BARD1",0.314555,0.262452,0.361051,39,49,14,0.312686,0.846918709678476
"Barhl1","BARHL1",2,0.0345293,3,0.047838,2,0.0363774,0.0395815666667,"BARHL1",0.512341,0.149927,0.248879,15,9,3,0.303715666666667,0.79739899829899
"Barhl2","BARHL2",1,0.0274998,4,0.101598,4,0.115887,0.0816616,"BARHL2",0.228569,0.109925,0.332441,11,8,5,0.223645,0.883966836786813
"Barx2","BARX2",95,0.218705,136,0.28918,101,0.244963,0.250949333333,"BARX2",0.406804,0.947276,0.242784,16,56,3,0.532288,0.816393088853401
"Basp1","BASP1",4340,13.3419,4123,11.7068,3697,11.9735,12.3407333333,"BASP1",62.789161,44.175326,51.886528,2004,2127,508,52.9503383333333,0.247278029117704
"Batf","BATF",10,0.069231,1,0.00639434,4,0.0291746,0.0349333133333,"BATF",0.06052,0.118935,0.191482,1,3,1,0.123645666666667,0.921049530145446
"Batf2","BATF2",192,0.946216,201,0.914914,179,0.929365,0.930165,"BATF2",0.090143,0.13,0.357204,2,4,3,0.192449,1.61865622764579
"Batf3","BATF3",14,0.195777,6,0.077496,7,0.103128,0.125467,"BATF3",0.614786,1.249592,0.991495,7,21,4,0.951957666666667,0.576583713478759
"Bax","BAX",492,14.6795,512,14.1095,510,16.031,14.94,"BAX",126.716058,112.599414,136.012834,339,423,115,125.109435333333,0.126398155362977
"Baz1a","BAZ1A",319,0.407974,294,0.347283,293,0.394778,0.383345,"BAZ1A",1.354548,1.157946,2.024416,33,37,14,1.51230333333333,0.550628175207081
"Baz1b","BAZ1B",1954,5.15201,1992,4.85106,1604,4.45554,4.81953666667,"BAZ1B",19.558426,14.072177,11.329328,2340,2640,459,14.9866436666667,0.364024919051906
"Baz2b","BAZ2B",1482,0.740859,1446,0.667653,1343,0.707306,0.705272666667,"BAZ2B",18.354378,16.829557,11.797925,1016,1373,207,15.66062,0.102353493847588
"Bbof1","BBOF1",1607,7.37561,1741,7.38033,1515,7.32552,7.36048666667,"BBOF1",4.829175,2.925486,1.810654,131,137,22,3.18843833333333,1.99608684700781
"Bbox1","BBOX1",10,0.0299262,11,0.0304045,8,0.0252223,0.0285176666667,"BBOX1",10.230191,8.851085,8.431447,435,558,137,9.17090766666667,0.101123488716497
"Bbs1","BBS1",420,3.30048,410,2.97582,409,3.38606,3.22078666667,"BBS1",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,0.687089759468988
"Bbs1","BBS1",420,3.30048,410,2.97582,409,3.38606,3.22078666667,"",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,0.687089759468988
"Bbs1","AP002748.5",420,3.30048,410,2.97582,409,3.38606,3.22078666667,"BBS1",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,0.687089759468988
"Bbs1","AP002748.5",420,3.30048,410,2.97582,409,3.38606,3.22078666667,"",6.064312,5.033309,4.331354,486,543,133,5.14299166666667,0.687089759468988
"Bbs10","BBS10",124,6.31221,127,5.97115,119,6.38191,6.22175666667,"BBS10",1.360534,1.266081,1.370548,79,110,25,1.33238766666667,3.09629345493452
"Bbs12","BBS12",112,1.95319,95,1.53019,75,1.37795,1.62044333333,"BBS12",1.419547,0.932404,0.783793,72,69,12,1.045248,1.28123500589171
"Bbs2","BBS2",708,3.54764,680,3.14709,604,3.1885,3.29441,"BBS2",20.092049,19.469385,29.225982,457,618,154,22.9291386666667,0.179463626326932
"Bbs2","BBS2",708,3.54764,680,3.14709,604,3.1885,3.29441,"",20.092049,19.469385,29.225982,457,618,154,22.9291386666667,0.179463626326932
"Bbs4","BBS4",1285,6.32773,1327,6.03546,1115,5.78447,6.04922,"BBS4",24.082482,18.150725,17.339247,723,875,190,19.8574846666667,0.337970762661794
"Bbs5","BBS5",377,2.86818,373,2.62101,307,2.46064,2.64994333333,"BBS5",23.728438,13.544562,19.330057,195,207,61,18.8676856666667,0.183712556891
"Bbs5","AC093899.2",377,2.86818,373,2.62101,307,2.46064,2.64994333333,"BBS5",23.728438,13.544562,19.330057,195,207,61,18.8676856666667,0.183712556891
"Bbs7","BBS7",733,2.82051,716,2.54467,665,2.69581,2.68699666667,"BBS7",10.209332,6.335868,4.115678,298,337,68,6.88695933333333,0.467480116334229
"Bbs9","BBS9",2464,0.926967,2586,0.89856,2268,0.898898,0.908141666667,"BBS9",7.645408,7.642151,7.716479,241,302,69,7.66801266666667,0.220136003493034
"Bbx","BBX",1566,1.01044,1508,0.898697,1399,0.950996,0.953377666667,"BBX",3.349681,2.908242,2.393367,591,776,145,2.88376333333333,0.502960015586343
"BC003965","C16orf91",468,23.3637,471,21.7176,444,23.352,22.8111,"C16orf91",5.320824,5.163291,5.881139,349,508,120,5.45508466666667,3.68873550535407
"BC004004","C6orf89",1577,5.40582,1737,5.49952,1465,5.29068,5.39867333333,"C6orf89",57.508937,48.828568,45.838206,777,1019,256,50.725237,0.123705055876883
"BC005537","C6orf62",6901,73.6605,7152,70.5091,6188,69.5852,71.2516,"C6orf62",66.296351,66.091504,65.36559,2876,4338,857,65.917815,1.07970650267048
"BC005624","C9orf78",1255,19.4302,1391,19.8909,1207,19.6872,19.6694333333,"C9orf78",26.425486,23.524195,21.768786,946,1267,262,23.9061556666667,0.829892561900393
"BC016579","C3orf52",11,0.0627199,11,0.0579296,13,0.0780909,0.0662468,"C3orf52",0.047585,0.093555,0,2,6,0,0.0470466666666667,1.01833741889887
"BC025920","ZNF77",74,0.795723,64,0.635631,53,0.600413,0.677255666667,"ZNF77",1.504508,1.373708,4.424293,65,87,32,2.43416966666667,0.488402097003846
"BC028528","C1orf54",71,1.36858,92,1.63793,72,1.46214,1.48955,"C1orf54",5.125982,6.994873,9.134012,43,89,18,7.08495566666667,0.307923766392947
"BC031181","C18orf32",1896,68.6759,2016,67.4453,1809,69.0317,68.3843,"C18orf32",79.625238,73.59506,101.49292,1068,1515,375,84.904406,0.807691982644057
"BC034090","KIAA1614",207,1.00482,218,0.977398,183,0.935869,0.972695666667,"KIAA1614",11.375963,10.634888,9.509845,380,521,136,10.5068986666667,0.171435911952673
"BC048403","C12orf66",514,6.16423,507,5.61589,454,5.73608,5.83873333333,"C12orf66",2.518733,3.266819,2.029812,140,220,41,2.60512133333333,1.89694956175215
"BC048562","C3orf84",0,0,3,0.044775,2,0.0340482,0.0262744,"C3orf84",0,0,0,0,0,0,0,1.0262744
"BC049352","SMIM35",38,0.0867166,51,0.107494,36,0.0865496,0.0935867333333,"SMIM35",1.656953,2.031576,1.299319,37,70,10,1.662616,0.410718907019751
"BC049715","C12orf60",455,5.4169,522,5.7399,384,4.81631,5.32437,"C12orf60",0.865099,1.02982,1.973846,31,31,4,1.28958833333333,2.76223018257285
"BC049762","AC113348.1",17,0.280817,25,0.381425,17,0.295847,0.319363,"MSANTD5",0.166535,0.263372,0.786425,2,5,3,0.405444,0.938751739663765
"BC051019","C11orf16",3,0.0398995,4,0.0491361,0,0,0.0296785333333,"C11orf16",0.478782,0.079037,0,5,3,0,0.185939666666667,0.868238547267273
"BC051142","TSBP1",71,0.177983,72,0.166705,46,0.121485,0.155391,"TSBP1",9.571652,1.492566,2.125413,45,29,6,4.39654366666667,0.214098332445008
"BC055324","C1orf112",507,1.61239,510,1.49805,426,1.4273,1.51258,"C1orf112",0.973607,1.232912,1.374929,27,43,9,1.193816,1.14530115561196
"Bcam","BCAM",12212,127.329,13051,125.683,11113,122.071,125.027666667,"BCAM",33.342105,13.705265,19.234061,420,392,163,22.0938103333333,5.45720540906553
"Bcan","BCAN",1827,22.3281,1692,19.0989,1596,20.549,20.6586666667,"BCAN",142.939472,131.135433,129.764417,5053,7499,1719,134.613107333333,0.159709242657965
"Bcap29","BCAP29",1434,5.09406,1554,5.09872,1282,4.79785,4.99687666667,"BCAP29",17.572138,16.650183,14.991374,685,976,190,16.404565,0.344557687403851
"Bcap31","BCAP31",2418,12.5107,2465,11.7798,2162,11.7849,12.0251333333,"BCAP31",52.308928,49.317267,61.07091,1195,1664,439,54.2323683333333,0.235824277074123
"Bcar1","BCAR1",973,4.53019,958,4.11968,825,4.0467,4.23219,"BCAR1",11.301431,11.714014,13.479236,731,1154,281,12.1648936666667,0.397435036885094
"Bcar3","BCAR3",702,0.461572,725,0.440286,688,0.476578,0.459478666667,"BCAR3",5.503708,3.10064,6.118155,211,217,58,4.907501,0.247055170480208
"Bcas1","BCAS1",924,1.77371,1019,1.80667,948,1.91718,1.83252,"BCAS1",433.65098,475.321426,542.711399,9242,16094,3362,483.894601666667,0.00584151687864567
"Bcas2","BCAS2",862,17.8102,984,18.7781,813,17.6968,18.0950333333,"BCAS2",27.427284,25.572022,32.581871,652,924,218,28.527059,0.646696080815228
"Bcas3","BCAS3",3007,0.986935,3011,0.912768,2701,0.93395,0.944551,"BCAS3",44.711709,55.571876,74.35082,748,1108,246,58.2114683333333,0.0328407832930788
"Bcat1","BCAT1",1924,3.62626,2066,3.59649,1903,3.77865,3.66713333333,"BCAT1",108.755236,112.122595,84.33884,3723,5584,1145,101.738890333333,0.0454271339527575
"Bcat2","BCAT2",675,5.35641,707,5.18185,651,5.44246,5.32690666667,"BCAT2",6.114535,5.931715,6.377208,151,187,59,6.14115266666667,0.885978351394532
"Bccip","BCCIP",512,6.72708,532,6.456,501,6.93487,6.70598333333,"BCCIP",110.293252,90.097071,68.172939,411,609,124,89.5210873333333,0.0851291512325036
"Bcdin3d","BCDIN3D",126,4.20386,143,4.40665,122,4.28826,4.29959,"BCDIN3D",2.510846,2.821845,2.650674,115,164,35,2.66112166666667,1.44753179012079
"Bche","BCHE",675,1.4429,734,1.44918,560,1.26114,1.38440666667,"BCHE",1.855077,2.399014,1.687279,230,465,65,1.98045666666667,0.800013868121999
"Bckdha","AC011462.1",764,4.08389,996,4.91739,809,4.55588,4.51905333333,"",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,0.247766327410348
"Bckdha","AC011462.1",764,4.08389,996,4.91739,809,4.55588,4.51905333333,"BCKDHA",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,0.247766327410348
"Bckdha","BCKDHA",764,4.08389,996,4.91739,809,4.55588,4.51905333333,"",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,0.247766327410348
"Bckdha","BCKDHA",764,4.08389,996,4.91739,809,4.55588,4.51905333333,"BCKDHA",18.706992,16.941457,28.177258,560,877,214,21.2752356666667,0.247766327410348
"Bckdhb","BCKDHB",655,0.510618,679,0.488899,661,0.542875,0.514130666667,"BCKDHB",27.533919,22.271332,33.432661,558,661,213,27.7459706666667,0.0526727966233807
"Bckdk","BCKDK",559,14.1306,605,14.1253,491,13.076,13.7773,"BCKDK",22.76888,20.093939,22.890663,553,720,181,21.9178273333333,0.644794979256469
"Bcl10","BCL10",333,4.4737,352,4.36777,276,3.90639,4.24928666667,"BCL10",4.940696,5.16659,5.646763,190,291,69,5.25134966666667,0.839704535271823
"Bcl11a","BCL11A",117,0.189027,123,0.183543,103,0.175315,0.182628333333,"BCL11A",2.729138,1.92561,1.739201,202,186,37,2.13131633333333,0.377677694439154
"Bcl11b","BCL11B",251,0.417999,290,0.446061,254,0.445634,0.436564666667,"BCL11B",0.929235,0.659656,0.635146,134,152,28,0.741345666666667,0.824973865996929
"Bcl2","BCL2",1817,1.60147,1928,1.56952,1616,1.50055,1.55718,"BCL2",3.182252,2.385092,2.867756,511,577,117,2.8117,0.670876511792638
"Bcl2a1b","BCL2A1",10,0.180078,11,0.182956,12,0.227659,0.196897666667,"BCL2A1",0.199302,0.559614,0.722203,3,11,3,0.493706333333333,0.801293828617584
"Bcl2l1","BCL2L1",1205,3.66281,1334,3.74523,1234,3.95173,3.78659,"BCL2L1",40.809507,36.576126,36.129594,1446,2012,463,37.838409,0.123243719895941
"Bcl2l11","BCL2L11",130,0.552648,133,0.522218,113,0.50609,0.526985333333,"BCL2L11",0.860738,1.269162,0.689682,85,137,20,0.939860666666667,0.787162376954049
"Bcl2l12","BCL2L12",140,2.90072,117,2.23902,110,2.40112,2.51362,"BCL2L12",1.643913,2.056204,1.885297,37,61,16,1.86180466666667,1.22776373975675
"Bcl2l13","BCL2L13",2262,6.19948,2369,5.99684,2148,6.20213,6.13281666667,"BCL2L13",12.458146,7.977482,4.462094,858,1004,219,8.29924066666667,0.767032161264278
"Bcl2l14","BCL2L14",136,0.497617,136,0.459611,129,0.497268,0.484832,"BCL2L14",0,0.021367,0,0,1,0,0.00712233333333333,1.47433132088886
"Bcl2l15","BCL2L15",90,0.634427,90,0.585971,87,0.646104,0.622167333333,"BCL2L15",0.949468,1.28461,2.114037,16,31,8,1.44937166666667,0.662278965421608
"Bcl2l2","BCL2L2",4155,132.749,4615,136.184,4045,136.151,135.028,"BCL2L2",92.628889,72.08213,95.835073,1769,1877,573,86.8486973333333,1.54843502668975
"Bcl3","BCL3",167,1.81144,172,1.72318,210,2.39978,1.97813333333,"BCL3",0.885755,0.159803,2.286072,10,6,9,1.11054333333333,1.41107424154444
"Bcl6","BCL6",915,5.96682,825,4.96902,795,5.46176,5.46586666667,"BCL6",7.215471,7.360707,8.382189,530,833,193,7.652789,0.74725809986468
"Bcl6b","BCL6B",40,1.09476,39,0.985864,17,0.490174,0.856932666667,"BCL6B",0.329254,0.414997,0.303977,24,24,7,0.349409333333333,1.37610776863383
"Bcl7a","BCL7A",726,3.61635,758,3.48737,602,3.15918,3.42096666667,"BCL7A",7.690566,6.843555,7.149511,734,999,211,7.22787733333333,0.537315578194084
"Bcl7b","BCL7B",641,7.32992,713,7.53053,601,7.24035,7.36693333333,"BCL7B",32.870945,27.577543,34.391998,524,716,189,31.6134953333333,0.256548194169743
"Bcl7c","BCL7C",621,2.03009,602,1.81767,550,1.89422,1.91399333333,"BCL7C",10.030339,10.161627,14.080529,216,248,64,11.424165,0.234542388428518
"Bcl9","BCL9",513,0.844744,528,0.803039,491,0.851792,0.833191666667,"BCL9",11.032651,10.089422,3.984962,614,796,150,8.36901166666667,0.195665426822893
"Bcl9l","BCL9L",494,2.63736,525,2.58879,477,2.6829,2.63635,"BCL9L",5.284146,4.783005,5.062321,551,832,166,5.04315733333333,0.601730155185987
"Bclaf3","BCLAF3",560,1.30911,549,1.18537,489,1.20432,1.23293333333,"BCLAF3",4.477818,3.148391,2.590491,165,225,34,3.40556666666667,0.50684361451724
"Bco1","BCO1",23,0.0942723,18,0.0681433,27,0.116591,0.0930022,"BCO1",0.141195,0.073923,0,7,5,0,0.071706,1.01987130798932
"Bco2","BCO2",2,0.0140492,7,0.0454167,6,0.0444036,0.0346231666667,"BCO2",0.637026,0.738333,0.505501,28,48,7,0.626953333333333,0.635926762906557
"Bcor","BCOR",1133,1.42257,1206,1.39857,1105,1.46167,1.42760333333,"BCOR",4.581859,3.072598,4.341508,400,427,102,3.998655,0.485651306867547
"Bcorl1","BCORL1",447,1.04028,452,0.971575,364,0.89246,0.968105,"BCORL1",2.940543,3.503286,2.689315,268,382,71,3.04438133333333,0.48662696165149
"Bcr","BCR",2653,3.31191,2591,2.98747,2375,3.12355,3.14097666667,"BCR",22.39712,17.10772,10.410959,1407,1689,342,16.6385996666667,0.234767880950073
"Bcs1l","BCS1L",322,12.0282,281,9.69498,283,11.1372,10.95346,"BCS1L",8.498445,7.035519,5.918101,225,284,64,7.15068833333333,1.46655834589021
"Bdh1","BDH1",654,2.77174,587,2.29778,603,2.69238,2.5873,"BDH1",32.91357,32.895056,36.410042,773,1135,255,34.0728893333333,0.102281279591945
"Bdh2","BDH2",16,0.107013,26,0.160615,14,0.0986481,0.122092033333,"BDH2",3.379359,2.390879,4.04644,63,75,22,3.272226,0.262648098048418
"Bdkrb1","BDKRB1",0,0,0,0,1,0.0697595,0.0232531666667,"BDKRB1",0.080676,0,0,2,0,0,0.026892,0.996456459556312
"Bdkrb2","BDKRB2",147,0.712724,178,0.797111,146,0.745763,0.751866,"BDKRB2",0.914692,1.013813,0.759742,76,127,20,0.896082333333333,0.923939835945943
"Bdnf","BDNF",1022,3.03249,938,2.57067,1072,3.3511,2.98475333333,"BDNF",1.127821,0.817022,0.87515,90,99,22,0.939997666666667,2.05399903401774
"Bdp1","BDP1",1254,2.26114,1272,2.11842,1179,2.23969,2.20641666667,"BDP1",5.500566,3.964717,4.610278,668,743,124,4.69185366666667,0.563334346673002
"Bean1","BEAN1",3165,10.0909,3197,9.41445,2940,9.87527,9.79354,"BEAN1",5.399564,4.172123,6.09935,319,378,109,5.223679,1.73427003545652
"Begain","BEGAIN",178,0.766762,211,0.839495,161,0.730652,0.778969666667,"BEGAIN",35.643184,32.153435,36.258263,1460,1816,522,34.6849606666667,0.0498520842795474
