"Hs_symbol","Heart","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"DYRK4",55.47366,55.47366,45.05881,45.05881,1.22612069221936
"DYSF",25.47867,25.47867,59.64276,59.64276,0.436633655856033
"DYTN",0,0,0,0,1
"DYX1C1",0.78435,0.78435,3.5267,3.5267,0.394183400711335
"DYX1C1-CCPG1",0.18976,0.18976,0,0,1.18976
"DZANK1",1.42954,1.42954,4.04533,4.04533,0.481542337171206
"DZIP1",8.08385,8.08385,13.81637,13.81637,0.613095515298282
"DZIP1L",2.35304,2.35304,7.36458,7.36458,0.400861728861461
"DZIP3",23.93527,23.93527,9.48061,9.48061,2.37918117361489
"E2F1",0.27832,0.27832,10.04073,10.04073,0.115782199184293
"E2F2",0.01265,0.01265,0.04149,0.04149,0.972308903590049
"E2F3",6.71756,6.71756,2.24049,2.24049,2.38160278229527
"E2F4",15.20623,15.20623,34.52019,34.52019,0.456254034677179
"E2F4P1",0,0,0.24894,0.24894,0.800678975771454
"E2F5",7.61577,7.61577,3.36074,3.36074,1.97575870150479
"E2F6",26.60459,26.60459,6.84595,6.84595,3.51832346624692
"E2F7",0.24036,0.24036,0.04149,0.04149,1.19094758471037
"E2F8",3.58017,3.58017,0,0,4.58017
"E4F1",0.45543,0.45543,28.0684,28.0684,0.0500691472526868
"EAF1",6.36334,6.36334,10.82905,10.82905,0.622479404516846
"EAF2",7.08444,7.08444,4.00384,4.00384,1.61564718296348
"EAPP",42.15239,42.15239,23.11027,23.11027,1.78979289738356
"EARS2",30.27331,30.27331,10.1652,10.1652,2.80096281302619
"EBAG9",55.27125,55.27125,17.11488,17.11488,3.10635510696179
"EBF1",11.39835,11.39835,4.4395,4.4395,2.27931795201765
"EBF2",17.58458,17.58458,0.2282,0.2282,15.1315583781143
"EBF3",12.03089,12.03089,0.76758,0.76758,7.37216420190317
"EBF4",1.40424,1.40424,66.7584,66.7584,0.0354825379583934
"EBI3",0.08856,0.08856,2.51018,2.51018,0.310115150789988
"EBLN1",0,0,0.4564,0.4564,0.68662455369404
"EBLN2",2.01147,2.01147,0.4564,0.4564,2.06774924471299
"EBNA1BP2",61.49543,61.49543,43.52366,43.52366,1.40364538764333
"EBP",41.78552,41.78552,27.77797,27.77797,1.48674559046382
"EBPL",12.49897,12.49897,14.74991,14.74991,0.857082357930934
"ECD",27.16122,27.16122,19.21015,19.21015,1.39341964310013
"ECE1",54.4363,54.4363,27.98542,27.98542,1.9125581067999
"ECE2",0.59459,0.59459,9.77104,9.77104,0.148044200002971
"ECEL1",0,0,1.16174,1.16174,0.462590320760128
"ECEL1P2",0,0,0,0,1
"ECEL1P3",0,0,0,0,1
"ECH1",194.36655,194.36655,125.28091,125.28091,1.54707904781491
"ECHDC1",71.78051,71.78051,31.78181,31.78181,2.22014922299897
"ECHDC2",226.08204,226.08204,79.53751,79.53751,2.81958108712325
"ECHDC3",36.99087,36.99087,2.53093,2.53093,10.7594514759568
"ECHS1",156.1359,156.1359,80.6785,80.6785,1.92383430156039
"ECI1",15.68696,15.68696,45.5567,45.5567,0.358422310859661
"ECI2",379.29561,379.29561,23.19325,23.19325,15.7190790819753
"ECM1",15.06708,15.06708,6.8667,6.8667,2.04241676942047
"ECM2",19.78582,19.78582,2.30273,2.30273,6.29352687019526
"ECSCR",60.10384,60.10384,139.74039,139.74039,0.434159945130179
"ECSIT",28.03412,28.03412,66.40573,66.40573,0.430736674760439
"ECT2",4.40247,4.40247,6.76297,6.76297,0.695928233652842
"ECT2L",1.16387,1.16387,0.76758,0.76758,1.22419918758981
"EDA",3.40306,3.40306,7.59278,7.59278,0.512413910282819
"EDA2R",2.66931,2.66931,1.72186,1.72186,1.34808917431462
"EDAR",0.03795,0.03795,0,0,1.03795
"EDARADD",1.48014,1.48014,0.51863,0.51863,1.6331430302312
"EDC3",16.33215,16.33215,19.874,19.874,0.830322410654403
"EDC4",14.83936,14.83936,69.62125,69.62125,0.224286032886702
"EDDM3A",0.21506,0.21506,0,0,1.21506
"EDDM3B",0,0,0,0,1
"EDEM1",6.95793,6.95793,3.9831,3.9831,1.59698380526178
"EDEM2",7.79288,7.79288,7.11564,7.11564,1.08344874834271
"EDEM3",16.87614,16.87614,8.89974,8.89974,1.80571812997109
"EDF1",68.57986,68.57986,352.60799,352.60799,0.196771175900183
"EDIL3",4.63018,4.63018,234.7539,234.7539,0.0238815985652835
"EDN1",10.55075,10.55075,4.77142,4.77142,2.00137054658992
"EDN2",0,0,0.2282,0.2282,0.814199641752158
"EDN3",0,0,2.61391,2.61391,0.276708606467787
"EDNRA",21.58223,21.58223,2.32347,2.32347,6.79477473845108
"EDNRB",42.39276,42.39276,8.1944,8.1944,4.71947707300096
"EEA1",9.7917,9.7917,3.40223,3.40223,2.45141666837035
"EED",18.84966,18.84966,11.11948,11.11948,1.63783099604934
"EEF1A1",1930.63515,1930.63515,795.47882,795.47882,2.42521847599162
"EEF1A1P1",0,0,0,0,1
"EEF1A1P10",0.13916,0.13916,0.37342,0.37342,0.829433094028047
"EEF1A1P11",0.26567,0.26567,1.74261,1.74261,0.461483769110446
"EEF1A1P12",0.0759,0.0759,0.62236,0.62236,0.663169703395054
"EEF1A1P14",0,0,0.18671,0.18671,0.842665857707443
"EEF1A1P15",0,0,0,0,1
"EEF1A1P17",0.0759,0.0759,0,0,1.0759
"EEF1A1P18",0,0,0,0,1
"EEF1A1P19",0.48073,0.48073,1.18248,1.18248,0.678462116491331
"EEF1A1P20",0,0,0,0,1
"EEF1A1P21",0,0,0,0,1
"EEF1A1P24",0,0,0,0,1
"EEF1A1P25",0,0,0,0,1
"EEF1A1P26",0,0,0,0,1
"EEF1A1P27",0,0,0,0,1
"EEF1A1P28",0,0,0,0,1
"EEF1A1P29",0,0,0,0,1
"EEF1A1P3",0,0,0,0,1
"EEF1A1P30",0,0,0,0,1
"EEF1A1P31",0.34157,0.34157,0,0,1.34157
"EEF1A1P32",0,0,0,0,1
"EEF1A1P33",0,0,0,0,1
"EEF1A1P34",0,0,0,0,1
"EEF1A1P36",0,0,0,0,1
"EEF1A1P37",0,0,0,0,1
"EEF1A1P38",0,0,0,0,1
"EEF1A1P39",0,0,0,0,1
"EEF1A1P40",0,0,0,0,1
"EEF1A1P41",0,0,0,0,1
"EEF1A1P5",21.01294,21.01294,4.54322,4.54322,3.97114673420864
"EEF1A1P6",2.16328,2.16328,1.18248,1.18248,1.44939701623841
"EEF1A1P8",0,0,0.80907,0.80907,0.552770207896875
"EEF1A1P9",0.48073,0.48073,3.09105,3.09105,0.361943755270652
"EEF1A2",110.97262,110.97262,513.25965,513.25965,0.217735573848736
"EEF1B2",531.75013,531.75013,385.88347,385.88347,1.37702996201931
"EEF1B2P1",0.16446,0.16446,0,0,1.16446
"EEF1B2P2",0,0,0,0,1
"EEF1B2P3",0.32892,0.32892,0.99577,0.99577,0.665868311478778
"EEF1B2P4",0,0,0,0,1
"EEF1B2P5",0,0,0,0,1
"EEF1D",219.27593,219.27593,921.63103,921.63103,0.238747584719755
"EEF1DP1",0,0,0.37342,0.37342,0.728109391154927
"EEF1DP2",0.35422,0.35422,6.92893,6.92893,0.170794798289303
"EEF1DP3",2.47955,2.47955,0.08298,0.08298,3.21294022050269
"EEF1DP5",0,0,0,0,1
"EEF1E1",49.23683,49.23683,22.84058,22.84058,2.1071983148061
"EEF1E1-MUTED",0,0,0,0,1
"EEF1G",697.37411,697.37411,448.11939,448.11939,1.55498543494192
"EEF2",211.35654,211.35654,460.17241,460.17241,0.460471041621939
"EEF2K",17.78699,17.78699,4.41875,4.41875,3.4670339100346
"EEFSEC",8.64048,8.64048,51.9255,51.9255,0.18215189275491
"EEPD1",4.54163,4.54163,28.67002,28.67002,0.186775404937374
"EFCAB1",0,0,2.11602,2.11602,0.320922202039782
"EFCAB10",7.52721,7.52721,4.08683,4.08683,1.6763308386559
"EFCAB11",2.60606,2.60606,59.41456,59.41456,0.0596885916242707
"EFCAB12",0.40482,0.40482,1.68037,1.68037,0.524114208113059
"EFCAB13",2.55546,2.55546,5.04111,5.04111,0.588544158275549
"EFCAB2",39.72344,39.72344,210.35742,210.35742,0.192675705447199
"EFCAB3",0,0,0.6846,0.6846,0.593612727056868
"EFCAB4A",0.65784,0.65784,8.8375,8.8375,0.16852249047014
"EFCAB4B",1.87232,1.87232,0.49789,0.49789,1.91757739219836
"EFCAB5",0.48073,0.48073,2.44795,2.44795,0.429452283240766
"EFCAB6",1.03736,1.03736,2.59316,2.59316,0.567010653575126
"EFCAB7",11.49956,11.49956,3.65117,3.65117,2.68740123452809
"EFCAB8",0.27832,0.27832,0,0,1.27832
"EFCAB9",0,0,0,0,1
"EFEMP1",45.77051,45.77051,23.75338,23.75338,1.88945954047488
"EFEMP2",18.52074,18.52074,38.89745,38.89745,0.489272873328997
"EFHA1",184.06881,184.06881,56.26127,56.26127,3.23200672985423
"EFHA2",11.65137,11.65137,10.82905,10.82905,1.06951699417958
"EFHB",2.56811,2.56811,4.23204,4.23204,0.68197299714834
"EFHC1",9.37423,9.37423,8.06992,8.06992,1.14380611956886
"EFHC2",10.614,10.614,1.7841,1.7841,4.1715455623002
"EFHD1",46.13739,46.13739,285.41394,285.41394,0.164577848410591
"EFHD2",3.58017,3.58017,74.57938,74.57938,0.0606007882044018
"EFNA1",25.27625,25.27625,31.3669,31.3669,0.811824734528175
"EFNA2",0,0,1.49366,1.49366,0.401016979058893
"EFNA3",0.15181,0.15181,16.43028,16.43028,0.0660809809136744
"EFNA4",0.8223,0.8223,2.36497,2.36497,0.541550147549607
"EFNA5",10.50015,10.50015,1.28621,1.28621,5.03022469501927
"EFNB1",4.16211,4.16211,4.72993,4.72993,0.900902803350128
"EFNB2",12.14475,12.14475,7.24011,7.24011,1.59521535513482
"EFNB3",0.80965,0.80965,17.40531,17.40531,0.0983221689827555
"EFR3A",45.73256,45.73256,24.29276,24.29276,1.84766549795277
"EFR3B",2.15063,2.15063,8.75452,8.75452,0.322991802774509
"EFS",1.16387,1.16387,96.94282,96.94282,0.0220931968264749
"EFTUD1",20.31715,20.31715,6.1821,6.1821,2.9680942899709
"EFTUD1P1",0,0,0,0,1
"EFTUD1P2",0,0,0,0,1
"EFTUD2",63.39305,63.39305,79.45453,79.45453,0.800365746962912
"EGF",11.3604,11.3604,1.45217,1.45217,5.04059669598764
"EGFEM1P",0,0,2.57242,2.57242,0.279922293571305
"EGFL6",0,0,0.10373,0.10373,0.906018682105225
"EGFL7",0.16446,0.16446,76.32199,76.32199,0.0150598814127779
"EGFL8",22.96116,22.96116,45.36999,45.36999,0.516738519891852
"EGFLAM",35.89026,35.89026,2.05379,2.05379,12.0801561338533
"EGFR",7.65372,7.65372,5.18633,5.18633,1.39884551907189
"EGLN1",135.66694,135.66694,24.79064,24.79064,5.29909067785832
"EGLN2",3.2639,3.2639,47.7557,47.7557,0.0874543899482522
"EGLN3",185.61221,185.61221,34.87286,34.87286,5.20204438675924
"EGOT",0,0,0,0,1
"EGR1",4.0103,4.0103,146.02622,146.02622,0.0340775951391527
"EGR2",0.21506,0.21506,2.46869,2.46869,0.35029362670057
"EGR3",0.73375,0.73375,6.6385,6.6385,0.226975191464293
"EGR4",0,0,2.67614,2.67614,0.272024460439483
"EHBP1",17.85025,17.85025,73.33466,73.33466,0.253586281285204
"EHBP1L1",102.62311,102.62311,22.17673,22.17673,4.47099784999868
"EHD1",11.25919,11.25919,33.6074,33.6074,0.354236088235464
"EHD2",20.31715,20.31715,12.21899,12.21899,1.6126156385624
"EHD3",11.80318,11.80318,39.18789,39.18789,0.318583035834924
"EHD4",29.94439,29.94439,4.25279,4.25279,5.89103885744528
"EHF",0.59459,0.59459,1.53515,1.53515,0.628992367315544
"EHHADH",22.55634,22.55634,1.90857,1.90857,8.09894209181832
"EHMT1",16.73698,16.73698,32.34193,32.34193,0.531972204368493
"EHMT2",4.55428,4.55428,64.103,64.103,0.0853152696496321
"EI24",98.13208,98.13208,58.35655,58.35655,1.67011189161095
"EID1",563.25057,563.25057,198.92675,198.92675,2.82228651243518
"EID2",16.11709,16.11709,9.23166,9.23166,1.67295336240649
"EID2B",4.51633,4.51633,11.65886,11.65886,0.435768307730712
"EID3",1.40424,1.40424,1.12025,1.12025,1.13394175215187
"EIF1",1468.94503,1468.94503,676.8364,676.8364,2.16858379101506
"EIF1AD",16.3448,16.3448,9.60508,9.60508,1.63551807247093
"EIF1AX",76.66371,76.66371,37.54901,37.54901,2.01467456622103
"EIF1AXP1",0.31627,0.31627,0,0,1.31627
"EIF1AXP2",0,0,0,0,1
"EIF1AY",0,0,0,0,1
"EIF1B",674.5015,674.5015,102.64778,102.64778,6.5172790000905
"EIF2A",156.41421,156.41421,95.01351,95.01351,1.63950062860945
"EIF2AK1",66.40393,66.40393,97.64816,97.64816,0.683276099625173
"EIF2AK2",13.43513,13.43513,8.00769,8.00769,1.60253405701129
"EIF2AK3",10.98087,10.98087,10.01998,10.01998,1.08719525806762
"EIF2AK4",24.47925,24.47925,12.19824,12.19824,1.93050361260289
"EIF2AP4",0,0,0,0,1
"EIF2B1",38.86319,38.86319,41.28316,41.28316,0.942767522578729
"EIF2B2",34.87819,34.87819,18.69152,18.69152,1.82201221642616
"EIF2B3",58.71226,58.71226,17.63351,17.63351,3.20456317677131
"EIF2B4",38.1674,38.1674,39.76875,39.76875,0.960721140579488
"EIF2B5",65.80934,65.80934,79.49602,79.49602,0.829970724018405
"EIF2C1",8.61518,8.61518,7.03266,7.03266,1.19701070380173
"EIF2C2",4.92115,4.92115,12.21899,12.21899,0.447927564813953
"EIF2C3",4.33922,4.33922,2.34422,2.34422,1.59655166227102
"EIF2C4",18.79906,18.79906,17.4468,17.4468,1.07330593924149
"EIF2D",41.51985,41.51985,35.43299,35.43299,1.16707000990037
"EIF2S1",151.31595,151.31595,29.45834,29.45834,5.00079616945638
"EIF2S2",85.46865,85.46865,25.33002,25.33002,3.28403282640879
"EIF2S2P2",0.10121,0.10121,0,0,1.10121
"EIF2S2P3",0,0,0,0,1
"EIF2S2P4",1.41689,1.41689,0.20745,0.20745,2.00164810137066
"EIF2S2P5",0,0,0,0,1
"EIF2S3",114.7299,114.7299,74.47565,74.47565,1.53334088543789
"EIF2S3L",0.40482,0.40482,0,0,1.40482
"EIF3A",148.0141,148.0141,53.50215,53.50215,2.7340958108992
"EIF3B",85.15238,85.15238,56.71767,56.71767,1.49265173039729
"EIF3C",9.12121,9.12121,5.89167,5.89167,1.46861500913422
"EIF3CL",0.17711,0.17711,0,0,1.17711
"EIF3D",89.95968,89.95968,60.70077,60.70077,1.47420656176576
"EIF3E",398.20852,398.20852,140.96436,140.96436,2.81203338640769
"EIF3EP1",1.58135,1.58135,1.86708,1.86708,0.900341113606875
"EIF3EP2",0,0,0,0,1
"EIF3F",146.97673,146.97673,75.07727,75.07727,1.94508464880509
"EIF3FP1",0,0,0,0,1
"EIF3FP3",5.80671,5.80671,0,0,6.80671
"EIF3G",98.19533,98.19533,233.67514,233.67514,0.42269210961161
"EIF3H",346.87167,346.87167,772.09886,772.09886,0.449970486310121
"EIF3I",100.8267,100.8267,97.62742,97.62742,1.03243803802229
"EIF3IP1",0,0,0,0,1
"EIF3J",132.83316,132.83316,39.22938,39.22938,3.32675174213473
"EIF3K",341.97582,341.97582,263.61062,263.61062,1.29615289061339
"EIF3KP1",0,0,0,0,1
"EIF3KP2",0,0,0,0,1
"EIF3KP3",0,0,0,0,1
"EIF3L",528.53683,528.53683,241.95252,241.95252,2.17958978157543
"EIF3LP2",0.25302,0.25302,0.37342,0.37342,0.912335629304947
"EIF3M",337.35828,337.35828,58.46028,58.46028,5.69049254393017
"EIF4A1",222.71694,222.71694,199.23793,199.23793,1.1172555569267
"EIF4A1P1",0,0,0,0,1
"EIF4A1P10",0.0759,0.0759,0,0,1.0759
"EIF4A1P11",0,0,0,0,1
"EIF4A1P12",0,0,0,0,1
"EIF4A1P13",0,0,0,0,1
"EIF4A1P2",0,0,0,0,1
"EIF4A1P3",0,0,0,0,1
"EIF4A1P5",0,0,0,0,1
"EIF4A1P6",0,0,0,0,1
"EIF4A1P7",0,0,0,0,1
"EIF4A1P8",0,0,0,0,1
"EIF4A2",772.17816,772.17816,334.62181,334.62181,2.30371846215834
"EIF4A3",51.42541,51.42541,33.85634,33.85634,1.50404230622033
"EIF4B",199.83168,199.83168,146.81454,146.81454,1.35867337543384
"EIF4BP2",0,0,0,0,1
"EIF4BP3",0.0506,0.0506,0,0,1.0506
"EIF4BP4",0,0,0,0,1
"EIF4BP5",0,0,0,0,1
"EIF4BP6",0.10121,0.10121,0.14522,0.14522,0.961570702572432
"EIF4BP7",0.0506,0.0506,0.29043,0.29043,0.814147222243748
"EIF4BP8",0,0,0,0,1
"EIF4BP9",0,0,0,0,1
"EIF4E",87.0753,87.0753,42.2167,42.2167,2.03799225762263
"EIF4E1B",0,0,5.70496,5.70496,0.149143320765523
"EIF4E2",52.75374,52.75374,27.40455,27.40455,1.89243413467209
"EIF4E2P1",0,0,0,0,1
"EIF4E3",71.45159,71.45159,19.9155,19.9155,3.46401424780665
"EIF4EBP1",3.56752,3.56752,8.23589,8.23589,0.494540320423912
"EIF4EBP1P1",0,0,0,0,1
"EIF4EBP1P2",0,0,0,0,1
"EIF4EBP2",71.99557,71.99557,10.8498,10.8498,6.16006768046718
"EIF4EBP2P",0,0,0,0,1
"EIF4EBP3",14.90262,14.90262,11.63812,11.63812,1.25830582396749
"EIF4ENIF1",21.40512,21.40512,34.4787,34.4787,0.631509046272834
"EIF4G1",88.36568,88.36568,139.34623,139.34623,0.63675155363988
"EIF4G2",860.03781,860.03781,451.64609,451.64609,1.90223185182048
"EIF4G3",40.14092,40.14092,47.13334,47.13334,0.854728136464247
"EIF4H",133.491,133.491,151.1918,151.1918,0.883694128067347
"EIF5",242.88228,242.88228,144.09691,144.09691,1.68082338900256
"EIF5A",158.99497,158.99497,276.36899,276.36899,0.576830776937249
"EIF5A2",7.41336,7.41336,3.46447,3.46447,1.88451484722711
"EIF5AL1",0.0253,0.0253,0.37342,0.37342,0.746530558751147
"EIF5AP2",0,0,0,0,1
"EIF5AP3",0,0,0.8713,0.8713,0.53438785870785
"EIF5AP4",0,0,0,0,1
"EIF5B",180.22298,180.22298,52.1537,52.1537,3.40941420823009
"EIF6",15.38335,15.38335,97.17102,97.17102,0.166885808052112
"ELAC1",7.3754,7.3754,4.56397,4.56397,1.50529208460865
"ELAC2",82.73608,82.73608,24.81139,24.81139,3.24415229090723
"ELANE",0,0,1.61813,1.61813,0.381952003911189
"ELAVL1",22.63224,22.63224,10.80831,10.80831,2.00132279725041
"ELAVL2",0.0506,0.0506,24.35499,24.35499,0.041435630619456
"ELAVL3",0.37952,0.37952,130.77842,130.77842,0.0104684818652402
"ELAVL4",0,0,15.28929,15.28929,0.0613900298908055
"ELF1",25.74433,25.74433,15.476,15.476,1.62322954600631
"ELF2",36.21918,36.21918,28.58703,28.58703,1.2579559354217
"ELF3",0.20241,0.20241,1.5559,1.5559,0.470444853085019
"ELF4",1.53074,1.53074,1.80484,1.80484,0.902276065657934
"ELF5",0,0,0.33192,0.33192,0.75079584359421
"ELFN1",0.16446,0.16446,2.86285,2.86285,0.301451001203774
"ELFN2",0.01265,0.01265,16.53401,16.53401,0.0577534745332072
"ELK1",12.99235,12.99235,18.81599,18.81599,0.706114102802837
"ELK1P1",0,0,0,0,1
"ELK2AP",0,0,0,0,1
"ELK2BP",0,0,0,0,1
"ELK3",17.05325,17.05325,3.00807,3.00807,4.50422522560734
"ELK4",13.09355,13.09355,3.48521,3.48521,3.14222745423291
"ELL",0.70844,0.70844,6.47254,6.47254,0.228629087298295
"ELL2",15.92733,15.92733,26.59548,26.59548,0.613409514891569
"ELL2P1",0.18976,0.18976,0,0,1.18976
"ELL2P2",0,0,0,0,1
"ELL2P3",0,0,0,0,1
"ELL2P4",0,0,0,0,1
"ELL3",4.60488,4.60488,1.86708,1.86708,1.95490882709935
"ELMO1",18.44483,18.44483,1078.27885,1078.27885,0.0180165024080663
"ELMO2",31.72815,31.72815,41.78105,41.78105,0.765015117674765
"ELMO2P1",0,0,0,0,1
"ELMO3",0.03795,0.03795,1.45217,1.45217,0.423278157713372
"ELMOD1",0.58194,0.58194,20.64158,20.64158,0.0730972507552591
"ELMOD2",22.56899,22.56899,3.38149,3.38149,5.37921802857019
"ELMOD3",13.8273,13.8273,22.96506,22.96506,0.618704897880498
"ELN",10.03207,10.03207,50.72228,50.72228,0.213294348199654
"ELOF1",16.40806,16.40806,107.73038,107.73038,0.160102999731998
"ELOVL1",48.832,48.832,198.9475,198.9475,0.249225421673189
"ELOVL2",7.38805,7.38805,2.8836,2.8836,2.15986455865692
"ELOVL3",0.20241,0.20241,0.39416,0.39416,0.862461984277271
"ELOVL4",0.54398,0.54398,5.26931,5.26931,0.246275905960943
"ELOVL5",41.84877,41.84877,117.23173,117.23173,0.362413457030528
"ELOVL6",5.18682,5.18682,50.47333,50.47333,0.12019467168726
"ELOVL7",0.46808,0.46808,12.26048,12.26048,0.110710924491421
"ELP2",55.95439,55.95439,41.9885,41.9885,1.32487502471591
"ELP3",47.42776,47.42776,22.61239,22.61239,2.05094698164819
"ELP4",19.95028,19.95028,27.05188,27.05188,0.746840496964909
"ELP5",39.98911,39.98911,39.27087,39.27087,1.01783522431971
"ELP6",16.193,16.193,28.10989,28.10989,0.590624011289634
"ELSPBP1",0,0,0,0,1
"ELTD1",24.11238,24.11238,4.75068,4.75068,4.3668540068305
"EMB",13.09355,13.09355,1.36919,1.36919,5.94867866232763
"EMBP1",0,0,0,0,1
"EMC1",25.2383,25.2383,17.48829,17.48829,1.41918479210354
"EMC10",18.43218,18.43218,118.28974,118.28974,0.162899005396441
"EMC2",106.91172,106.91172,58.39804,58.39804,1.8167555697124
"EMC3",163.41009,163.41009,48.77222,48.77222,3.3032500860922
"EMC4",192.10206,192.10206,99.93015,99.93015,1.91322474008014
"EMC6",46.3651,46.3651,38.27509,38.27509,1.20598323262913
"EMC7",121.1565,121.1565,50.43184,50.43184,2.37511432606728
"EMC8",15.07973,15.07973,12.61315,12.61315,1.18119098077961
"EMC9",6.36334,6.36334,16.07761,16.07761,0.431169232697081
"EMCN",74.71549,74.71549,9.81253,9.81253,7.00256924142638
"EMD",24.54251,24.54251,161.70967,161.70967,0.156982126507908
"EME1",0.8476,0.8476,2.59316,2.59316,0.514199200703559
"EME2",1.25243,1.25243,16.1191,16.1191,0.131574089759392
"EMG1",50.31214,50.31214,26.67847,26.67847,1.85386475480762
"EMID1",0.17711,0.17711,18.91972,18.91972,0.0590926980901338
"EMID2",0,0,12.48868,12.48868,0.0741362386831032
"EMILIN1",0.67049,0.67049,11.4929,11.4929,0.133715150205317
"EMILIN2",7.23624,7.23624,2.15751,2.15751,2.60846046409988
"EMILIN3",6.16093,6.16093,5.12409,5.12409,1.16930515390858
"EML1",25.89614,25.89614,52.92128,52.92128,0.498803811778949
"EML2",9.7917,9.7917,323.89649,323.89649,0.0332158097491296
"EML3",12.17005,12.17005,67.38076,67.38076,0.192598766085665
"EML4",7.41336,7.41336,12.67538,12.67538,0.615219467393228
"EML5",3.08679,3.08679,3.85863,3.85863,0.841140403776373
"EML6",0.12651,0.12651,9.85402,9.85402,0.10378735252008
"EMP1",51.07119,51.07119,17.2601,17.2601,2.85163772378026
"EMP2",32.41129,32.41129,8.44334,8.44334,3.53807974720809
"EMP3",24.416,24.416,21.24319,21.24319,1.14264186027274
"EMR1",0.06325,0.06325,0.29043,0.29043,0.823950156149501
"EMR2",0.21506,0.21506,5.80869,5.80869,0.178457236267182
"EMR3",0,0,0,0,1
"EMX1",0,0,7.38533,7.38533,0.119255890942873
"EMX2",0.46808,0.46808,14.66693,14.66693,0.0937056589899872
"EMX2OS",0.34157,0.34157,43.27471,43.27471,0.0303010454501001
"EN1",0,0,0.31118,0.31118,0.762671791821108
"EN2",0,0,0.70534,0.70534,0.586393329189487
"ENAH",55.01823,55.01823,46.30353,46.30353,1.18422937992154
"ENAM",5.83201,5.83201,0,0,6.83201
"ENC1",6.02177,6.02177,43.19173,43.19173,0.158893304244935
"ENDOD1",17.54663,17.54663,57.50599,57.50599,0.317003951219354
"ENDOG",4.1115,4.1115,22.13524,22.13524,0.220940003215873
"ENDOU",0.53133,0.53133,0.6431,0.6431,0.931976142657172
"ENDOV",7.02118,7.02118,42.61086,42.61086,0.183926205536878
"ENG",28.80582,28.80582,28.96045,28.96045,0.994838862567151
"ENGASE",6.37599,6.37599,45.59819,45.59819,0.158289195352867
"ENHO",0,0,189.59137,189.59137,0.00524682728289324
"ENKUR",0,0,7.32309,7.32309,0.12014768553506
"ENO1",74.72814,74.72814,473.09674,473.09674,0.159731408404116
"ENO1P1",0.54398,0.54398,0.02075,0.02075,1.51259368111683
"ENO1P2",0,0,0,0,1
"ENO1P3",0.0759,0.0759,0.2282,0.2282,0.875997394561146
"ENO1P4",0,0,0.56012,0.56012,0.640976335153706
"ENO2",23.23948,23.23948,368.62337,368.62337,0.0655788620724929
"ENO3",310.76635,310.76635,51.80103,51.80103,5.90455053623007
"ENO4",0.20241,0.20241,5.70496,5.70496,0.179331420321672
"ENOPH1",32.90467,32.90467,75.63739,75.63739,0.442403766620967
"ENOSF1",68.20034,68.20034,80.30509,80.30509,0.851119407161347
"ENOX1",4.17476,4.17476,23.77412,23.77412,0.208877651355527
"ENOX2",10.10797,10.10797,32.01001,32.01001,0.336503078914547
"ENPEP",17.33157,17.33157,0.60161,0.60161,11.4457140002872
"ENPP1",4.65549,4.65549,0.66385,0.66385,3.3990383748535
"ENPP2",9.23507,9.23507,382.21155,382.21155,0.0267086678363426
"ENPP3",0.36687,0.36687,1.30695,1.30695,0.59250092112963
"ENPP4",23.85937,23.85937,19.60432,19.60432,1.20651251776326
"ENPP5",5.59164,5.59164,6.55552,6.55552,0.872427046715514
"ENPP6",0.29097,0.29097,19.08568,19.08568,0.0642731538090819
"ENPP7",0,0,0,0,1
"ENSA",195.47981,195.47981,297.88187,297.88187,0.657382831551475
"ENSAP1",0,0,0,0,1
"ENSAP3",0,0,0,0,1
"ENTHD1",0.03795,0.03795,0,0,1.03795
"ENTHD2",2.27714,2.27714,29.41685,29.41685,0.107740939643651
"ENTPD1",7.51456,7.51456,9.85402,9.85402,0.784461425352082
"ENTPD2",0.49338,0.49338,12.77911,12.77911,0.108380004223785
"ENTPD3",0.55663,0.55663,4.2113,4.2113,0.298702818874369
"ENTPD4",31.34863,31.34863,13.65041,13.65041,2.20803581606249
"ENTPD5",15.72492,15.72492,19.83251,19.83251,0.802827887758124
"ENTPD6",45.63135,45.63135,78.04385,78.04385,0.589942797573752
"ENTPD7",1.21447,1.21447,0.35267,0.35267,1.63711030776169
"ENTPD8",0,0,0.12447,0.12447,0.889307851699023
"ENY2",146.3695,146.3695,64.68387,64.68387,2.24361780144806
"EOGT",21.98705,21.98705,5.97465,5.97465,3.29579978923674
"EOMES",0.26567,0.26567,0.20745,0.20745,1.04821731748727
"EP300",9.53869,9.53869,12.42644,12.42644,0.784920649107284
"EP400",5.6802,5.6802,6.74222,6.74222,0.862827457757594
"EP400NL",3.58017,3.58017,6.61775,6.61775,0.601249712841718
"EPAS1",253.0029,253.0029,45.5567,45.5567,5.45577543081877
"EPB41",16.67372,16.67372,2.92509,2.92509,4.50275535083272
"EPB41L1",17.34422,17.34422,101.94244,101.94244,0.178198807022643
