"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACTA1","Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,3.4962848768272
"ACTA2","Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,13.5397359022392
"ACTB","Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,4.08530435247571
"ACTBL2","Actbl2",0,0,0,0,0,0,0,0,0.022184,0.02198,0,1,1,0.0778526666666667,0.927770585837644
"ACTC1","Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,41.4475983010272
"ACTG1","Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,5.80517744102222
"ACTG2","Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,0.271346,0.303675,0.231978,8,3,6,19.4845836666667,0.0648673504079515
"ACTL10","Actl10",0.041749,0,0,2,0,0,0.0139163333333333,0.248173,0.129837,0.099075,11,5,4,499.438004,0.00202605782380455
"ACTL6A","Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,129.936939,63.089341,28.578082,238,226,162,117.974004,0.0653006461254623
"ACTL6B","Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,0,0,0,0,0,0,16.1311866666667,0.058755960863579
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0,0,0,0,0,9.51919766666667,0.0950642845289246
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0.016185,0.984072782022959
"ACTL9","Actl9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.385642,0.721687131308087
"ACTN1","Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,97.368685,90.347999,62.458246,3154,2333,1894,0.038345,4.4620224170836
"ACTN2","Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,322.643213187638
"ACTN3","Actn3",0.03636,0,0,2,0,0,0.01212,0.251983,0.266257,0.25194,16,16,15,19.7960553333333,0.0486688453063358
"ACTN4","Actn4",14.849163,17.783651,17.714649,928,1020,798,16.7824876666667,80.761957,61.78139,43.622584,1727,1358,1104,10.056911,1.60826904247187
"ACTR10","Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,123.432299,114.333934,91.069828,961,968,829,0.167061333333333,28.7503838701422
"ACTR1A","Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,2.10445194336684
"ACTR1B","Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,19.202777,14.33055,13.258617,779,576,553,23.1362953333333,0.822183233146274
"ACTR2","Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,9.42686889432731
"ACTR3","Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,6.08063008368191
"ACTR3B","Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,7.030276,2.889677,2.312428,129,80,93,9.97227333333333,0.805606161226996
"ACTR5","Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,1.163629,0.795908,0.976133,62,40,49,41.34413,0.0417554215897221
"ACTR6","Actr6",2.354851,1.648426,2.16182,84,77,63,2.05503233333333,7.680683,7.620821,3.561405,89,134,72,326.973199333333,0.00931488408059944
"ACTR8","Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,17.708309,15.074514,11.257858,360,281,217,17.617044,0.335438715906421
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,6.09144166666667,0.141015049831193
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,41.7767896666667,0.023377163358737
"ACTRT3","Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,0.448872,0.581869,0.461129,14,18,14,22.0608373333333,0.0436274849343429
"ACVR1","Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,7.233818,5.194846,4.253429,358,289,222,3.75857966666667,0.552285664510958
"ACVR1B","Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,7.139766,4.870088,4.743164,614,453,436,17.4317896666667,0.140778624698209
"ACVR1C","Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,0.00775,0.013681,0,1,2,0,8.57713666666667,0.104780343185385
"ACVR2A","Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,2.344089,1.398215,1.171016,115,94,85,0.728030666666667,1.76959282358415
"ACVR2B","Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,1.1158,1.888897,1.517997,261,178,121,15.4606316666667,0.0889088602209372
"ACVRL1","Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,1.239071,1.061599,0.85141,40,22,30,9.98287933333333,1.18914114143352
"ACY1","Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,29.01427,20.193338,18.22011,288,174,168,3.01667433333333,1.3856958613274
"ACY3","Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0,0,0.038868,0,0,1,9.03709033333333,0.680432951501782
"ACYP1","Acyp1",4.460568,3.563012,4.914606,62,43,48,4.31272866666667,12.321627,16.716988,15.356579,78,114,101,0.150335,4.6184186925258
"ACYP2","Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,14.923638,15.092443,14.910934,179,179,196,2.079947,6.90543181424875
"ADA","Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,4.945909,4.204043,4.670719,124,113,122,0.207186333333333,1.00835386086489
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.426819666666667,0.700859417179326
"ADAD2","Adad2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.13278266666667,0.468871027333931
"ADAL","Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,13.118704,10.233636,7.871906,497,431,361,23.5231943333333,0.120334921566702
"ADAM10","Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,24.348027,13.702235,11.245455,536,434,351,19.9239043333333,0.246182305077448
"ADAM11","Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,11.764671,7.939555,6.243467,981,771,582,2.53131366666667,0.902118578912229
"ADAM12","Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,1.05236147474775
"ADAM15","Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,11.532537,17.778786,12.695181,314,295,237,5.164414,2.55954504894274
"ADAM17","Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,5.863159,4.842983,3.098865,292,270,199,22.4467326666667,0.32308008288518
"ADAM18","Adam18",0,0,0,0,0,0,0,0.106287,0,0.174783,1,0,1,4.16303833333333,0.193684403531125
"ADAM19","Adam19",0.972644,0.997124,1.223232,177,164,176,1.06433333333333,21.431505,16.071382,16.202989,2888,2073,1947,19.70054,0.0997236465006871
"ADAM2","Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0,0,0,0,0,0,2.053243,0.341909787942416
"ADAM20","Adam25",0,0,0,0,0,0,0,0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,0.945146233025174
"ADAM21","Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,0.092614,0.093693,0.038026,5,5,2,2.50665533333333,0.289534776062964
"ADAM22","Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,0.473128,0.221024,0.122401,42,22,22,3.91127866666667,0.408799785744866
"ADAM23","Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,0.238069865036834
"ADAM28","Adam28",0.010701,0,0,1,0,0,0.003567,0.222073,0,0.032833,7,0,4,0.566728,0.640549604015502
"ADAM29","Adam29",0,0,0,0,0,0,0,0.022632,0,0,1,0,0,26.218493,0.036739726920223
"ADAM32","Adam32",0.030153,0.737287,0.081133,2,4,1,0.282857666666667,1.741478,1.890163,5.623824,39,39,22,2.83886866666667,0.334175971636088
"ADAM33","Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,0.151082,0.049411,0.215616,10,3,12,4.65078733333333,0.208803410403813
"ADAM3A","Adam3",0.013241,0,0,1,0,0,0.00441366666666667,0.13521,0.063743,0.062082,3,1,1,11.144995,0.0827018592158059
"ADAM5","Adam5",0,0.017579,0,0,1,0,0.00585966666666667,0,0,0,0,0,0,1.27382666666667,0.442364266991914
"ADAM7","Adam7",0,0,0,0,0,0,0,0,0,0,0,0,0,7.11613333333333,0.123211381446009
"ADAM8","Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,1.440741,0.605901,0.327876,22,10,8,2.65351666666667,0.333480527893217
"ADAM9","Adam9",6.528288,6.476178,5.829731,685,639,546,6.27806566666667,26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,1.9846547414541
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,0,27.0468703333333,0.0356546020327806
"ADAMTS1","Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,7.164372,3.536363,3.442214,277,249,139,6.80706366666667,0.624482076936224
"ADAMTS10","Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,2.733393,2.863047,1.555908,70,54,46,9.13394966666667,0.420424198541345
"ADAMTS12","Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,9.689995,10.514763,8.128071,421,377,273,0.600302333333333,0.679776758849942
"ADAMTS13","Adamts13",0,0,0,0,0,0,0,3.498026,3.363595,2.00095,170,115,87,4.927269,0.16871176253347
"ADAMTS15","Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,5.729811,5.379448,3.798096,751,656,463,1.73898566666667,0.53615821526144
"ADAMTS16","Adamts16",0,0,0,0,0,0,0,0.036176,0.066894,0.143115,4,7,12,19.9254933333333,0.047788598532444
"ADAMTS18","Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,0.121899,0.017094,0.017158,3,2,2,1.426194,0.416316117617415
"ADAMTS19","Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,2.13328,0.847573,1.17336,96,45,53,4.06728633333333,0.20557834406963
"ADAMTS2","Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.115833,0.086629,0.03467,13,8,5,2.95041266666667,2.04657631548704
"ADAMTS20","Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,0.194401,0.034761,0.182112,12,3,3,91.4967046666667,0.0115598856974054
"ADAMTS4","Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,0.02932,0.026379,0.464571,6,6,4,6.78070133333333,0.13332067237812
"ADAMTS5","Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,0.014722,0,0,1,0,0,3.28320166666667,0.435919314251294
"ADAMTS7","Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,2.97882870756766
"ADAMTS8","Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,1.04390281975773
"ADAMTSL1","Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,2.699594,2.503845,1.528651,224,163,120,34.5146873333333,0.0390294580659033
"ADAMTSL2","Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.864767,0.719934,0.473671,77,57,38,8.05587633333333,0.307065588977235
"ADAMTSL4","Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,12.635359,12.932216,10.354914,763,595,511,26.473562,0.742710525364955
"ADAP2","Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,3.159636,0.302603,0.075168,8,6,4,0.362491,2.09364245341804
"ADAR","Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,31.090188,13.016808,8.388818,1562,1005,859,44.516069,0.0551002328430428
"ADARB1","Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,19.742685,2.826503,2.675535,369,269,279,44.1868456666667,0.0628533582749086
"ADARB2","Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,0.115823,0.022508,0.083771,3,4,2,12.5098043333333,0.0755314171463574
"ADAT1","Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,12.085066,7.251189,8.024499,134,77,60,2.451129,0.389675861628663
"ADAT2","Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,0.527551,0.654778,0.610782,63,65,57,27.8647833333333,0.0497621611571656
"ADAT3","Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,0.613159,0.450686,0.803128,20,11,23,1.174119,0.594951640948203
"ADCK1","Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,6.62267,6.828834,4.626745,191,206,136,3.44066566666667,1.1305192457257
"ADCK2","Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,8.450675,6.860918,7.832185,216,169,177,23.0130923333333,0.182724807190944
"ADCK5","Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,4.110263,2.199273,1.452022,128,66,57,29.7708966666667,0.184501112468936
"ADCY1","Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,0.4447,0.546407,0.45112,108,68,50,11.0456536666667,0.101674460118547
"ADCY10","Adcy10",0,0,0,0,0,0,0,0.095948,0.039473,0.019977,1,4,2,25.735917,0.0374028689571411
"ADCY2","Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,0.17816,0.66433,0.071804,11,16,10,0.306359666666667,0.775979764633476
"ADCY3","Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,0.989079,0.854518,0.47374,27,19,13,0.281238,1.32320016525683
"ADCY4","Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.32983,0.401649,0.214958,5,3,3,13.106424,0.400673574914049
"ADCY5","Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,1.07546888766387
"ADCY6","Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,52.569283,30.652688,27.231797,3885,2826,2457,7.463071,5.28295804206298
"ADCY7","Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,1.115192,0.719433,0.654716,39,31,24,25.6021026666667,0.0726047118982124
"ADCY8","Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,0.108939,0,0.014524,9,0,1,0.565752666666667,0.66155893502124
"ADCY9","Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,3.831584,2.220177,1.998618,528,363,299,721.500758333333,0.00419861058738681
"ADCYAP1","Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,0,0,0,0,0,0,15.5946036666667,0.0606870574854143
"ADCYAP1R1","Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,0.006753,0,0,1,0,0,0.204278666666667,1.21996403933087
"ADD1","Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,3.44694926178352
"ADD2","Add2",0,0.028096,0,0,3,0,0.00936533333333333,5.559971,3.289912,3.736443,820,551,534,0.134467666666667,0.889725959576342
"ADD3","Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,0.125856806911258
"ADGB","Adgb",0,0.009494,0,0,1,0,0.00316466666666667,0.054045,0.059068,0.038539,7,8,5,0.665349666666667,0.602374796564245
"ADGRA1","Adgra1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADGRA2","Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,1.052057,0.576,0.480785,151,82,66,4.73969233333333,0.353820068288213
"ADGRA3","Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,26.061508,22.676209,17.139068,503,415,325,153.096408,0.189123971446931
"ADGRB1","Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,0,0.242985,0.016005,0,3,2,0.021755,0.987558987558988
"ADGRB2","Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,15.420485,13.604855,10.864538,1003,721,599,6.886148,0.264898612943438
"ADGRB3","Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,0.034338,0,0.364223,2,0,2,64.523714,0.0158587215207815
"ADGRD1","Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,10.457535,3.538922,4.19323,275,217,185,0,1.61179233333333
"ADGRE1","Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0,0,0,0,0,0,0.0985993333333333,2.94270583330653
"ADGRE4P","Adgre4",0.045902,0.071529,0.088945,5,7,7,0.068792,0.01803,0,0.055881,1,0,3,0,1.068792
"ADGRE5","Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,5.268911,2.790159,3.153039,167,156,138,0.00570633333333333,13.1778484706768
"ADGRF1","Adgrf1",0,0,0.011202,0,0,1,0.003734,0.060606,0.230254,0.111599,5,8,4,20.632353,0.0463996681267174
"ADGRF2","Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,0.023203,0.023839,0.039741,1,2,4,27.0254506666667,0.036533578431186
"ADGRF4","Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,0.063151,0.032288,0,4,2,0,0.666271333333333,0.620112290635339
"ADGRF5","Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.145344,0.152902,0.153877,15,11,7,4.86772033333333,3.73369027301403
"ADGRG1","Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,0.426519,0.391658,0.399369,9,5,9,8.67546966666667,2.71450853600251
"ADGRG2","Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,0.154332,0.157483,0.118789,15,14,11,3.78798366666667,0.244428082496244
"ADGRG3","Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0,0,0,0,0,0,1.40072833333333,0.51640425787452
"ADGRG4","Adgrg4",0,0,0,0,0,0,0,0,0,0.005261,0,0,1,12.7512506666667,0.0727206582324924
"ADGRG5","Adgrg5",0,0,0.046221,0,0,2,0.015407,0.081545,0,0.028829,2,0,2,4.290125,0.191943857659318
"ADGRG6","Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,2.013663,1.199546,1.17163,175,144,91,6.661102,0.148646717752442
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0,0,0,0,0,0,14.2883583333333,0.0654092465781425
"ADGRL1","Adgrl1",2.926985,2.667661,3.489296,285,311,232,3.02798066666667,4.074955,3.683864,2.645567,442,348,298,7.640498,0.466174596263626
"ADGRL2","Adgrl2",5.20495,5.417703,8.326572,619,646,670,6.31640833333333,41.325873,22.437562,16.607941,907,657,457,1.59492933333333,2.81950195689337
"ADGRL3","Adgrl3",0.351548,0.444645,0.653412,21,25,26,0.483201666666667,4.87296,3.729253,3.553545,485,318,256,0.0321846666666667,1.43695378798497
"ADGRL4","Adgrl4",18.550583,15.978649,22.777518,830,723,570,19.10225,1.349637,0.532718,0.359264,23,17,17,30.8156886666667,0.63183450814507
"ADGRV1","Adgrv1",0.111708,0.434368,0.042501,1,8,2,0.196192333333333,2.169258,1.793583,1.284269,39,35,35,0,1.19619233333333
"ADH1C","Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0,0,0,0,0,0,0.491077666666667,3.09954768732145
"ADH4","Adh4",0,0,0,0,0,0,0,0.029115,0,0,1,0,0,0.292025,0.773978831678954
"ADH5","Adh5",19.374188,19.222126,20.917073,642,595,542,19.8377956666667,78.39781,62.67658,56.457748,2080,1938,1702,2.16318666666667,6.58759594754657
"ADH7","Adh7",0,0.009756,0,0,1,0,0.003252,0.120761,0,0,1,0,0,6.07253566666667,0.141851812035165
"ADHFE1","Adhfe1",20.56178,19.765402,22.436356,756,683,636,20.9211793333333,14.948092,14.215742,12.787038,254,182,182,7.65524133333333,2.53270573160217
"ADI1","Adi1",8.596913,7.931342,9.993263,376,326,304,8.840506,29.09088,31.659375,27.77474,1125,1042,951,0.702947333333333,5.7785145831482
"ADIG","Adig",0.989263,0.482094,0.789899,6,6,6,0.753752,0,0,0,0,0,0,1.31212033333333,0.758503774529613
"ADIPOQ","Adipoq",0,0,0,0,0,0,0,0.034025,0.022496,0.028266,3,2,3,18.542822,0.0511696826589323
"ADIPOR1","Adipor1",17.126528,17.444057,21.129887,1728,1672,1523,18.566824,34.526107,31.357092,27.232321,1429,1268,1076,0.237137333333333,15.8162101108689
"ADIPOR2","Adipor2",9.071265,9.062463,8.191764,1131,1069,807,8.775164,9.189842,8.119334,7.344019,766,648,585,5.88950666666667,1.41884818071154
"ADK","Adk",62.210757,61.599612,60.846303,1418,1398,1186,61.552224,11.915415,10.357807,7.022151,225,228,162,19.037665,3.12173219783842
"ADM","Adm",1.134292,1.079498,1.560128,48,43,47,1.25797266666667,12.326912,9.764378,11.025989,342,255,285,0.0303503333333333,2.19146109203633
"ADM2","Adm2",0,0,0,0,0,0,0,0.032053,0.071322,0.011638,3,6,1,0.0723783333333333,0.932506717933814
"ADNP","Adnp",4.005819,1.101688,4.722203,452,160,511,3.27657,14.095506,12.815889,10.050779,1132,881,696,0.422004666666667,3.00742332303645
"ADNP2","Adnp2",0.791197,0.79307,0.756465,134,125,92,0.780244,12.492528,2.990565,2.49652,399,306,259,5.565154,0.271165611652065
"ADO","Ado",1.678069,1.523811,1.935385,243,223,192,1.71242166666667,2.460041,2.781656,2.109367,172,194,148,4.10171566666667,0.531668529547609
"ADORA1","Adora1",1.392146,1.401724,1.386664,195,182,136,1.39351133333333,5.806826,4.790978,3.967275,271,237,186,0,2.39351133333333
"ADORA2A","Adora2a",1.01888,0.647156,1.04314,79,55,52,0.903058666666667,1.33958,0.74573,1.152519,36,31,39,58.7179106666667,0.0318674689958454
"ADORA2B","Adora2b",0.205096,0.144701,0.047784,12,8,2,0.132527,0.761463,0.775973,0.622445,26,28,22,0.003603,1.12846115446048
"ADORA3","Adora3",0.146761,0.101757,0,10,7,0,0.0828393333333333,0,0,0,0,0,0,8.65176833333333,0.11219077125936
"ADPGK","Adpgk",1.370062,1.219185,1.290069,129,98,82,1.29310533333333,12.097518,8.326456,6.13148,332,251,211,0.926735,1.19015086835155
"ADPRH","Adprh",4.191641,4.524641,6.078211,294,318,251,4.93149766666667,1.170042,1.306376,1.207528,87,88,85,5.78433466666667,0.874293200158561
"ADPRHL1","Adprhl1",113.3242,117.012873,131.532246,3375,3311,2616,120.623106333333,87.623752,72.82769,76.641213,4502,3419,3338,15.942941,7.17839401868503
"ADPRM","Adprm",2.180623,1.886939,1.987255,52,49,42,2.01827233333333,1.45691,0.95853,0.879918,30,22,20,27.1128676666667,0.107362662860327
"ADRA1A","Adra1a",2.630093,2.557066,2.824351,318,283,233,2.67050333333333,0.025515,0.102006,0.024366,1,4,1,64.176632,0.056316247414155
"ADRA1B","Adra1b",2.819165,3.335781,4.638066,195,225,215,3.59767066666667,0.374976,0.339421,0.369417,20,16,18,11.758602,0.360358499047675
