"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"ADAM19",2.30265,1.38166,4.47892,2.72107666666667,18.28921,16.943459,15.284239,16.8389693333333,0.208592581619252
"ADAM2",0,0,0,0,0,0,0,0,1
"ADAM20",0.11596,0,0.08739,0.0677833333333333,0.055566,0.051316,0.039092,0.048658,1.01823791296432
"ADAM21",0.79516,0.1658,0.24033,0.40043,0.175871,0.28972,0.247976,0.237855666666667,1.13133545187148
"ADAM21P1",0.61294,0.27633,0.30588,0.398383333333333,0,0.045823,0,0.0152743333333333,1.37734530207435
"ADAM22",11.67892,15.08777,11.75444,12.8403766666667,14.849654,14.25824,14.463086,14.52366,0.891566593616883
"ADAM23",66.1971,41.50517,40.09182,49.2646966666667,30.45531,32.68447,48.390528,37.1767693333333,1.31663044161201
"ADAM28",13.13671,4.58712,6.24864,7.99082333333333,0.264589,0.406801,0.059004,0.243464666666667,7.23046144723587
"ADAM29",0.19879,0.4145,0.15294,0.25541,0.651684,0.674166,0.788744,0.704864666666667,0.736369299303131
"ADAM30",0,0.11053,0,0.0368433333333333,0,0,0,0,1.03684333333333
"ADAM32",3.56166,2.76333,7.29737,4.54078666666667,0.915902,4.743727,0.839031,2.16622,1.74996894298775
"ADAM33",12.52378,18.43139,13.17459,14.70992,0.541507,0.630154,0.831368,0.667676333333333,9.42024521544848
"ADAM3A",0.34788,1.79616,0.78654,0.97686,0,0.22629,0.585903,0.270731,1.5556872382904
"ADAM3B",0,0,0,0,0,0,0,0,1
"ADAM5",0,0,0,0,0,0,0.408493,0.136164333333333,0.88015436734064
"ADAM6",0,0,0,0,0,0,0,0,1
"ADAM7",0.06626,0,0,0.0220866666666667,0.067906,0.02098,0.122618,0.0705013333333333,0.954773838052202
"ADAM8",15.12461,6.88068,5.57134,9.19221,2.265081,4.232185,7.470717,4.65599433333333,1.80201913215024
"ADAM9",14.44541,11.79941,14.33255,13.52579,10.682031,11.502737,12.462503,11.5490903333333,1.15751736692946
"ADAMDEC1",0,0.0829,0.10924,0.0640466666666667,0,0,0.059317,0.0197723333333333,1.04341589969264
"ADAMTS1",13.58399,6.18985,13.98298,11.2522733333333,14.234685,4.588657,3.552739,7.45869366666667,1.44848292374224
"ADAMTS10",7.98474,9.89271,21.2585,13.0453166666667,40.162073,43.284464,61.364231,48.270256,0.285066849798115
"ADAMTS12",4.53904,1.21586,1.13612,2.29700666666667,0.710176,1.783791,0.892537,1.12883466666667,1.54873777578469
"ADAMTS13",12.95449,16.49706,14.96616,14.8059033333333,7.587088,8.243445,8.27368,8.03473766666667,1.74945902321532
"ADAMTS14",3.28004,1.29876,1.9882,2.189,0.211393,0.27945,0.297526,0.262789666666667,2.52536117785781
"ADAMTS15",0.0994,0.35923,0.6336,0.364076666666667,0.56087,0.968467,0.586154,0.705163666666667,0.799968175097952
"ADAMTS16",0.21536,0.11053,0.61176,0.31255,0.24045,0.264744,0.214627,0.239940333333333,1.05855900055406
"ADAMTS17",5.01945,14.14823,12.3662,10.5112933333333,3.07163,1.239608,0.531282,1.61417333333333,4.40341624885879
"ADAMTS18",1.37496,0.69083,0.65545,0.90708,1.411995,0.853451,1.538275,1.267907,0.840898678825895
"ADAMTS19",6.75886,4.44896,2.7092,4.63900666666667,0.147189,0.945675,0.829666,0.640843333333333,3.43665147800013
"ADAMTS2",1.65658,2.90149,7.55955,4.03920666666667,0.175824,2.047144,0.477721,0.900229666666667,2.65189348164757
"ADAMTS20",0,0,0,0,0.016112,0.074527,0.040071,0.04357,0.958249087267744
"ADAMTS3",3.67762,2.73569,1.85711,2.75680666666667,3.556929,2.233924,2.107003,2.63261866666667,1.03418690795694
"ADAMTS4",13.10358,4.44896,8.8923,8.81494666666667,0.176331,0.196548,0.19162,0.188166333333333,8.26058304406875
"ADAMTS5",0.11596,0.13817,0.19664,0.150256666666667,0.116874,0.274268,0.109096,0.166746,0.985867246741507
"ADAMTS6",0.81173,0.5803,0.83024,0.740756666666667,0.860627,0.362985,0.694859,0.639490333333333,1.06176695969133
"ADAMTS7",1.02708,2.01723,3.40835,2.15088666666667,2.369279,2.937719,5.177745,3.49491433333333,0.700989258749685
"ADAMTS8",8.99525,9.03608,8.34609,8.79247333333333,0.211062,0.449382,0.148566,0.26967,7.71261298867685
"ADAMTS9",5.61582,3.23309,3.88902,4.24597666666667,2.512999,1.057654,1.747753,1.772802,1.89194059534964
"ADAMTSL1",1.27557,0.88426,2.42517,1.52833333333333,1.119975,1.214395,1.457011,1.26379366666667,1.11685679245503
"ADAMTSL2",16.7812,10.74934,12.2788,13.26978,1.004098,1.776381,1.365861,1.38211333333333,5.9903866874512
"ADAMTSL3",10.83406,7.10175,6.8604,8.26540333333333,1.089258,0.855606,0.779536,0.908133333333333,4.85574208650688
"ADAMTSL4",5.01945,6.07932,1.26721,4.12199333333333,0.631448,0.521852,1.128889,0.760729666666667,2.90901745469539
"ADAMTSL5",4.05863,5.16742,6.2268,5.15095,5.476837,2.295622,2.572993,3.448484,1.38270700760079
"ADAP1",135.57485,116.91637,120.64689,124.37937,57.062331,75.582106,67.987821,66.8774193333333,1.84714403157087
"ADAP2",6.97422,6.07932,4.93774,5.99709333333333,1.320459,15.044578,8.125916,8.163651,0.763570473529965
"ADAR",103.02297,85.91184,100.5682,96.5010033333333,90.499122,99.654405,78.045495,89.399674,1.07855481130754
"ADARB1",17.26161,16.7734,16.05858,16.6978633333333,54.505339,78.157127,58.321949,63.6614716666667,0.273700286695712
"ADARB2",27.97971,22.38295,18.57114,22.9779333333333,2.242743,3.617584,1.425322,2.42854966666667,6.99360827887477
"ADAT1",23.15905,21.52632,29.91046,24.8652766666667,50.081633,51.644642,49.027029,50.2511013333333,0.504677479971422
"ADAT2",5.16854,2.54226,5.11253,4.27444333333333,0.865768,0.88184,1.068114,0.938574,2.72078514069276
"ADAT3",1.42466,1.4922,2.42517,1.78067666666667,0.355735,0.817905,0.128549,0.434063,1.93901988034463
"ADCK1",13.93187,9.28478,12.82501,12.0138866666667,7.036778,5.592912,6.381342,6.33701066666667,1.77373146338618
"ADCK2",22.14853,18.37613,17.87199,19.46555,17.806512,18.725946,17.522527,18.0183283333333,1.07609615531404
"ADCK5",11.61265,9.42295,24.90718,15.31426,4.463708,3.922499,4.011845,4.132684,3.17850465760214
"ADCY1",10.00577,13.98244,27.22311,17.07044,8.26322,11.820007,12.255044,10.7794236666667,1.53406826270589
"ADCY10",0.69577,0.85663,0.15294,0.568446666666667,0.159158,0.437994,0.487023,0.361391666666667,1.15209069151053
"ADCY10P1",2.70023,2.62516,2.0319,2.45243,1.185599,1.983642,1.550441,1.57322733333333,1.34167314145842
"ADCY2",383.03539,425.58001,759.84379,522.81973,52.673477,62.126591,38.152904,50.984324,10.0764940215439
"ADCY3",177.73491,174.06197,95.73971,149.178863333333,37.93581,32.768872,39.729462,36.8113813333333,3.97178992244169
"ADCY4",22.76147,22.43822,10.77126,18.6569833333333,0.052475,0.211763,0.531398,0.265212,15.5365135118331
"ADCY5",207.80191,157.17805,57.5487,140.842886666667,24.033085,26.112757,35.668678,28.60484,4.79120598748943
"ADCY6",20.06123,18.87352,16.69218,18.54231,37.722233,35.042786,42.586132,38.4503836666667,0.495364257167216
"ADCY7",5.99683,2.92913,4.39153,4.43916333333333,19.699693,9.98426,9.347798,13.0105836666667,0.388218182963636
"ADCY8",4.43965,7.40572,7.90912,6.58483,16.629796,19.169303,14.310797,16.7032986666667,0.428441622254353
"ADCY9",20.22689,17.07736,12.89056,16.7316033333333,9.559925,7.271277,10.831919,9.22104033333333,1.73481394799962
"ADCYAP1",1.14304,0.3316,17.7846,6.41974666666667,30.770944,19.176885,8.504428,19.4840856666667,0.362220056457812
"ADCYAP1R1",66.46216,77.81529,45.79425,63.3572333333333,12.345314,17.278545,14.464588,14.696149,4.10019255890941
"ADD1",391.05325,307.58594,317.56655,338.735246666667,178.214398,172.875606,239.707079,196.932361,1.71642092758479
"ADD2",36.34546,28.71097,40.61618,35.2242033333333,58.077895,48.929165,56.121603,54.376221,0.654147261752176
"ADD3",712.86129,964.3459,1067.11974,914.775643333333,209.81734,182.717742,285.808152,226.114411333333,4.03222163647405
"ADGB",0.6295,4.08972,0.17479,1.63133666666667,0.079156,0.085007,0.096214,0.0867923333333333,2.42119546297867
"ADH1A",1.06021,0.85663,0.15294,0.689926666666667,0,0,0,0,1.68992666666667
"ADH1B",2.53457,3.97919,3.99826,3.50400666666667,0.056647,0.053723,0.027744,0.046038,4.30577729171088
"ADH1C",0,0.52503,0,0.17501,0,0,0,0,1.17501
"ADH4",0,2.84623,0,0.948743333333333,0.219038,0.046003,0.059255,0.108098666666667,1.75863701667962
"ADH5",54.15374,57.9746,40.70358,50.9439733333333,51.716203,53.859049,59.725452,55.1002346666667,0.925913655120539
"ADH6",0.03313,0,0.89578,0.309636666666667,0.14712,0.258936,0.135078,0.180378,1.10950616384469
"ADH7",0,0,0.15294,0.05098,0,0,0,0,1.05098
"ADHFE1",47.12982,58.11277,40.41955,48.5540466666667,1.533176,2.904502,1.884413,2.10736366666667,15.9472955155662
"ADI1",40.93419,61.76036,32.96924,45.2212633333333,7.688085,7.474887,5.776141,6.97970433333333,5.79235287456139
"ADIG",0,0.71847,0,0.23949,0,0,0,0,1.23949
"ADIPOQ",0.0497,0.19343,0.39327,0.212133333333333,0.18143,0.066405,0.046462,0.098099,1.103847042328
"ADIPOR1",61.45927,54.35464,35.6566,50.49017,32.771179,36.510146,35.962588,35.0813043333333,1.42705955206922
"ADIPOR2",51.86765,70.68591,48.00094,56.8515,13.655648,15.76099,14.87993,14.7655226666667,3.66949458150959
"ADK",221.89945,181.68876,200.21877,201.268993333333,14.222672,15.490404,15.026664,14.9132466666667,12.7107307245494
"ADM",10.86719,10.72171,25.93406,15.8409866666667,0.236064,0.602904,0.295881,0.378283,12.2188162131193
"ADM2",0.79516,0.02763,0.15294,0.325243333333333,0.302313,0.570998,0.351873,0.408394666666667,0.940960204336663
"ADNP",15.10805,15.83386,11.44856,14.1301566666667,36.878211,39.041996,48.858063,41.5927566666667,0.355228396815828
"ADNP2",5.4336,5.00162,4.56632,5.00051333333333,6.594927,4.643655,6.103332,5.780638,0.884948191207573
"ADO",11.09911,9.47821,10.00657,10.19463,9.959653,11.447233,13.416577,11.607821,0.887911559023562
"ADORA1",49.36621,50.12675,42.29851,47.2638233333333,11.469907,11.936572,14.581899,12.6627926666667,3.5325006029758
"ADORA2A",203.99177,184.70078,12.40989,133.700813333333,4.413529,3.207379,6.824159,4.81502233333333,23.1642813409659
"ADORA2B",6.60977,8.31761,8.12761,7.68499666666667,0.217379,0.210155,0.383979,0.270504333333333,6.83586544241093
"ADORA3",26.62131,8.37288,7.40661,14.1336,0.138739,0,0,0.0462463333333333,14.464662401047
"ADPGK",20.37598,17.40896,15.40312,17.7293533333333,28.137644,29.036202,27.646254,28.2733666666667,0.639808654283017
"ADPRH",2.18669,1.46456,0.78654,1.47926333333333,0.751548,0.863051,0.728396,0.780998333333333,1.39206381439623
"ADPRHL1",5.01945,3.15019,9.46036,5.87666666666667,1.408252,3.106385,2.036874,2.183837,2.15986769004402
"ADPRHL2",26.90293,28.60044,33.14403,29.5491333333333,7.946178,9.174428,9.721486,8.947364,3.07107826086723
"ADPRM",3.4457,4.36606,5.94277,4.58484333333333,2.645215,2.968743,3.126524,2.913494,1.42707343701903
"ADRA1A",2.91559,2.73569,3.80162,3.15096666666667,5.412444,2.234791,1.986495,3.21124333333333,0.985686729097424
"ADRA1B",2.36892,4.86346,25.2786,10.8369933333333,3.574671,6.46172,1.489437,3.84194266666667,2.44467854087216
"ADRA1D",1.59032,1.2435,1.59493,1.47625,1.037889,0.772783,0.900751,0.903807666666667,1.30068285959559
"ADRA2A",0.31475,0.55267,2.99323,1.28688333333333,1.822037,2.47682,2.507269,2.26870866666667,0.69962898702301
"ADRA2B",2.48488,2.43173,0.28403,1.73354666666667,0,0.018952,0.030186,0.0163793333333333,2.68949453911237
"ADRA2C",32.204,49.60172,11.12084,30.97552,3.095777,3.647878,3.688473,3.477376,7.14157578009977
"ADRB1",15.02522,12.21391,12.65023,13.2964533333333,0,0.081099,0.04564,0.0422463333333333,13.7169619849946
"ADRB2",2.26952,2.59753,2.88399,2.58368,0,0.060764,0.031577,0.0307803333333333,3.47666702992975
"ADRB3",0.03313,0,0.39327,0.142133333333333,0,0.028832,0,0.00961066666666667,1.13126115941723
"ADRM1",68.40036,82.12608,67.53342,72.68662,35.543179,35.105327,35.814864,35.48779,2.01948706676946
"ADSL",33.62866,22.96325,25.12566,27.23919,93.405141,109.211106,130.57745,111.064565666667,0.251990357808523
"ADTRP",0.19879,0.4974,7.01334,2.56984333333333,0.167623,0.478121,1.355313,0.667019,2.14145329677306
"AEBP1",39.74145,63.25256,59.73354,54.2425166666667,12.446389,10.141479,10.346731,10.9781996666667,4.61192150773688
"AEBP2",13.08701,11.27437,9.87548,11.4122866666667,10.008881,7.776474,8.041923,8.60909266666667,1.29172306868515
"AEN",5.20167,4.36606,4.65371,4.74048,3.600724,8.566479,3.414798,5.19400033333333,0.92678070569472
"AFAP1",8.08413,6.41092,7.38476,7.29327,23.290396,16.573766,22.095393,20.653185,0.383004624954712
"AFAP1L1",1.20931,1.4093,1.42015,1.34625333333333,1.599206,0.208419,0.099343,0.635656,1.43444179786785
"AFAP1L2",29.65286,33.68496,34.03981,32.45921,4.947216,9.859102,9.434732,8.08035,3.68479298705446
"AFF1",9.92294,13.15344,9.19818,10.7581866666667,2.325292,1.816296,2.18345,2.108346,3.78277922299083
"AFF2",0.69577,0.13817,1.20166,0.678533333333333,6.813358,5.218686,5.826132,5.95272533333333,0.241420918109043
"AFF3",30.05044,8.31761,24.95088,21.10631,32.821478,29.378318,24.101755,28.7671836666667,0.742640293000062
"AFF4",10.7181,11.49544,7.66879,9.96077666666667,13.927016,12.408694,13.248024,13.194578,0.772180523201653
"AFG3L1P",28.808,28.68334,40.17921,32.55685,8.333697,12.744279,15.044761,12.0409123333333,2.57319803571003
"AFG3L2",26.62131,26.74901,23.44334,25.6045533333333,39.785526,38.204829,39.379091,39.1231486666667,0.66307242121892
"AFM",0,0.1658,0,0.0552666666666667,0,0,0,0,1.05526666666667
"AFMID",56.96993,31.08743,63.6007,50.5526866666667,6.366853,10.41706,15.048696,10.6108696666667,4.44003663348904
"AFP",0,0,0,0,0.161654,0.641777,0,0.267810333333333,0.788761515589477
"AFTPH",18.0899,19.37092,20.36271,19.27451,17.016,15.846354,18.461158,17.1078373333333,1.11965386184899
"AGA",12.82196,10.69408,5.04698,9.52100666666667,3.48172,3.025964,4.252497,3.586727,2.29379395518126
"AGAP1",103.38742,100.22587,173.54187,125.718386666667,39.968981,39.969595,38.617855,39.5188103333333,3.12739652581606
"AGAP11",147.80044,125.70375,151.80271,141.768966666667,0.068442,0,0,0.022814,139.584486198533
"AGAP2",270.85151,234.8828,158.33538,221.356563333333,33.956282,29.109611,35.794874,32.953589,6.54883827843158
"AGAP3",406.72454,312.31123,563.25185,427.429206666667,102.804464,127.384946,137.319807,122.503072333333,3.46897610377126
"AGAP4",3.28004,1.5751,3.4739,2.77634666666667,28.281119,20.561029,29.483262,26.10847,0.139305046233397
"AGAP5",1.87194,1.96196,0.74285,1.52558333333333,5.283368,4.83848,4.513441,4.87842966666667,0.429635715071071
"AGAP6",7.78595,6.85305,7.34106,7.32668666666667,5.89968,6.292057,7.28732,6.493019,1.11125924899786
"AGAP9",0,0,0,0,7.558081,6.786769,8.669538,7.67146266666667,0.11532079862882
"AGBL1",0.82829,0.44213,0,0.423473333333333,0.022406,0.050671,0.601484,0.224853666666667,1.16215787409707
"AGBL2",4.7047,10.97041,0.74285,5.47265333333333,0.322588,3.859438,0.28983,1.49061866666667,2.59881346749723
"AGBL3",7.48776,3.20546,5.37471,5.35597666666667,1.681421,1.334678,1.511764,1.50928766666667,2.53298047533543
"AGBL4",15.70442,8.62158,27.57269,17.2995633333333,0.568859,1.004124,0.653003,0.741995333333333,10.5049439474197
"AGBL5",16.18483,16.16546,11.6889,14.67973,21.832699,28.417908,22.762428,24.3376783333333,0.618830572940549
"AGER",15.77068,17.0221,15.38128,16.05802,7.925128,5.173001,7.993226,7.03045166666667,2.12416694702311
"AGFG1",27.66496,23.07378,22.72234,24.4870266666667,18.78608,26.342258,25.878437,23.668925,1.03316324755402
"AGFG2",73.41981,69.80164,47.06146,63.4276366666667,2.785677,3.416541,3.074621,3.09227966666667,15.7437032447848
"AGGF1",8.15039,10.74934,7.90912,8.93628333333333,5.426876,5.911931,6.562539,5.96711533333333,1.42616891754244
"AGK",24.13643,23.84751,16.88882,21.6242533333333,26.172652,30.660511,28.558331,28.4638313333333,0.767865288033258
"AGL",3.85984,3.59233,4.1075,3.85322333333333,3.579074,4.086518,4.301413,3.98900166666667,0.972784468235295
"AGMAT",0.71233,1.21586,4.1075,2.01189666666667,0.434222,0.773905,0.334104,0.514077,1.98926254521181
"AGMO",1.4081,4.08972,0.69915,2.06565666666667,0.101863,0.062863,0.122308,0.095678,2.7979540217716
"AGPAT1",93.87862,89.42127,78.17359,87.1578266666667,51.494801,64.73652,72.127041,62.7861206666667,1.3820847818503
"AGPAT2",10.43648,13.5403,21.23665,15.0711433333333,1.72566,2.756024,1.502023,1.994569,5.36676340846824
"AGPAT3",106.60119,187.57464,149.55232,147.909383333333,12.118778,17.899789,13.55139,14.523319,9.59262534856968
"AGPAT4",59.18975,25.47788,61.96207,48.8765666666667,13.705794,17.597189,14.2504,15.184461,3.08175642467591
"AGPAT5",18.50404,21.80265,12.38804,17.56491,18.111502,20.02746,24.867655,21.0022056666667,0.843774950623511
"AGPS",6.51038,4.97399,3.93271,5.13902666666667,11.405598,12.065493,15.432928,12.9680063333333,0.439506291747338
"AGR2",0.14909,1.63036,0.721,0.833483333333333,0,0.089475,0,0.029825,1.78038339847385
"AGR3",0.18222,0.69083,0,0.291016666666667,0,0,0,0,1.29101666666667
"AGRN",72.50869,92.82016,133.79962,99.70949,151.242668,155.040397,202.307633,169.530232666667,0.59056677766256
"AGRP",0,0,0.96133,0.320443333333333,0.569353,0,0.400936,0.323429666666667,0.99774348920192
"AGT",180.55111,240.93449,180.22748,200.571026666667,1.456751,2.697801,1.787476,1.980676,67.6259434660683
"AGTPBP1",10.86719,8.48341,13.32753,10.89271,43.388667,38.823647,43.776949,41.996421,0.276597673094698
"AGTR1",0.38101,0.19343,0,0.19148,0.161888,0,0.151808,0.104565333333333,1.0786867594372
"AGTR2",0,0,0,0,0,0,0,0,1
"AGTRAP",22.67864,28.37937,17.63166,22.8965566666667,0.220321,2.003319,1.615066,1.27956866666667,10.482929080443
"AGXT",0.03313,0.63557,0.52436,0.397686666666667,0.033479,0,0,0.0111596666666667,1.38226109361561
"AGXT2",0,0,0,0,0.508909,0.247231,0.076392,0.277510666666667,0.782772329102536
"AHCTF1",18.30525,17.40896,4.8285,13.5142366666667,15.683292,13.552557,26.675804,18.6372176666667,0.739118795393502
"AHCY",57.23498,45.48436,28.97098,43.8967733333333,35.922299,44.847231,45.013474,41.927668,1.04587030754462
"AHCYL1",271.5804,280.58823,233.64683,261.938486666667,22.475979,24.735527,29.769222,25.6602426666667,9.86256914290653
"AHCYL2",52.03331,64.21972,61.72174,59.3249233333333,20.381846,20.644693,25.415275,22.1472713333333,2.6061354042393
"AHDC1",23.82168,20.61442,26.17439,23.53683,9.266159,11.755613,13.856811,11.6261943333333,1.9433274470695
"AHI1",36.77617,32.63489,97.66236,55.69114,89.891183,68.893528,59.464009,72.7495733333333,0.768697870884858
"AHNAK",30.82903,35.56402,48.569,38.3206833333333,0.654095,1.167837,1.695821,1.17258433333333,18.0985763038274
"AHNAK2",2.89902,2.90149,10.66202,5.48751,19.83863,28.932497,25.111833,24.6276533333333,0.253144910133533
"AHR",3.61135,3.03966,4.63186,3.76095666666667,4.283421,5.122829,2.945688,4.11731266666667,0.930362668218175
"AHRR",1.17617,0.96716,5.74613,2.62982,2.399334,2.015942,2.562502,2.325926,1.09137124518104
"AHSA1",305.65634,218.77261,250.27347,258.23414,283.646861,294.125882,324.140509,300.637750666667,0.859422069774264
"AHSG",0.14909,0.63557,0.43697,0.40721,0.160989,0.062688,0,0.074559,1.30956978630303
"AHSP",29.65286,0,1.83527,10.4960433333333,0,0,0,0,11.4960433333333
"AICDA",0.06626,0.05527,0.13109,0.0842066666666667,0.084006,0.181559,0.157862,0.141142333333333,0.950106428441442
"AIDA",34.07594,27.85434,25.93406,29.2881133333333,23.288778,23.17764,30.833032,25.7664833333333,1.13156864710779
"AIF1",37.42224,25.20154,10.39984,24.3412066666667,0.177846,0,0,0.059282,23.9230031914699
"AIF1L",104.06662,147.97617,63.14189,105.06156,0.407411,0.770708,1.344135,0.840751333333333,57.6186245688807
"AIFM1",33.87715,23.37775,23.48703,26.9139766666667,24.62524,25.565685,25.065783,25.0855693333333,1.07009267499471
"AIFM2",14.09753,10.25194,9.63515,11.3282066666667,1.176121,1.511826,1.535584,1.40784366666667,5.12001955830189
"AIFM3",151.9916,254.80639,296.08957,234.295853333333,2.311849,2.22873,2.696467,2.41234866666667,68.9542237086753
"AIG1",260.59725,273.54175,561.89725,365.345416666667,25.121367,29.822291,23.760478,26.234712,13.4514151156314
"AIM2",1.44123,0.80136,1.44199,1.22819333333333,2.381682,1.959419,3.322389,2.55449666666667,0.626866063549551
"AIMP1",25.22978,28.87677,16.53924,23.5485966666667,12.018398,15.773182,18.006275,15.2659516666667,1.50920137780646
"AIMP2",11.87771,10.74934,13.98298,12.2033433333333,13.944132,13.47518,14.693824,14.037712,0.878015441001486
"AIP",95.98249,91.10689,57.63609,81.5751566666667,17.821738,15.612301,21.460572,18.2982036666667,4.27890378259904
"AIPL1",0.48041,0.44213,0.32773,0.416756666666667,0,0.105661,0.041476,0.0490456666666667,1.35051953569228
"AIRE",1.4081,1.10533,1.04872,1.18738333333333,0.248486,0.082214,0.133086,0.154595333333333,1.89450214303078
