"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"HIVEP3",844,0.278431,840,0.297437,962,0.333647,0.303171666667,"Hivep3",1.000668,1.202115,0.824678,70,66,49,1.00915366666667,0.648617220418515
"HJV",9,0.0815546,8,0.0778102,5,0.0476337,0.0689995,"Hjv",29.55222,31.654378,35.421396,1831,1967,1534,32.2093313333333,0.0321897327371662
"HK1",8507,11.2673,7333,10.4247,6063,8.44244,10.0448133333,"Hk1",11.762894,13.576247,19.465369,1373,1427,1205,14.9348366666667,0.693123724098417
"HK2",251,0.738468,335,1.0579,428,1.32385,1.04007266667,"Hk2",37.264031,33.599782,31.803558,3623,3391,2713,34.222457,0.0579196580939825
"HK3",181,1.71125,32,0.324733,517,5.13883,2.39160433333,"Hk3",0.050446,0.041912,0.141805,5,4,10,0.0780543333333333,3.14604211352056
"HKDC1",260,0.961897,232,0.921263,263,1.02294,0.9687,"Hkdc1",0,0,0,0,0,0,0,1.9687
"HLCS",1293,0.943751,1497,1.17279,1462,1.12187,1.07947033333,"Hlcs",1.11699,1.336209,1.030901,90,96,70,1.16136666666667,0.962109005103252
"HLF",712,2.06525,1156,3.59907,944,2.87874,2.84768666667,"Hlf",12.411999,26.508931,22.328883,443,553,485,20.4166043333333,0.179659044299631
"HLTF",1030,3.18884,1144,3.80156,1055,3.43389,3.47476333333,"Hltf",1.63531,1.660994,1.746639,249,204,176,1.680981,1.66907685408065
"HLX",230,7.13817,103,3.43113,114,3.71965,4.76298333333,"Hlx",0.903514,1.267988,0.790984,26,42,26,0.987495333333333,2.8996210640981
"HM13",1662,4.57143,1524,4.49932,1994,5.76613,4.94562666667,"H13",3.866099,3.908591,5.124345,251,238,226,4.29967833333333,1.12188444141484
"HMBOX1",3639,3.64587,3555,3.82295,3064,3.22735,3.56539,"Hmbox1",5.130608,4.105113,5.410604,233,222,152,4.88210833333333,0.776148574844904
"HMBS",282,5.67309,276,5.95964,291,6.15463,5.92912,"Hmbs",15.586506,13.379318,20.91383,212,215,223,16.6265513333333,0.393106959436611
"HMCES",849,5.42123,865,5.92853,649,4.35686,5.23554,"Hmces",1.672166,1.30561,0.920162,49,39,23,1.29931266666667,2.71191477801047
"HMCN1",134,0.0512741,297,0.121981,163,0.0655721,0.0796090666667,"Hmcn1",1.345687,1.810732,1.534467,288,345,303,1.56362866666667,0.421125368390599
"HMCN2",46,0.0477655,39,0.0434672,64,0.0698673,0.0537,"Hmcn2",2.026353,1.784784,1.640609,474,580,320,1.81724866666667,0.374017392382592
"HMG20A",830,2.22407,1040,2.99119,1170,3.29605,2.83710333333,"Hmg20a",2.35041,2.356751,3.595607,256,232,178,2.76758933333333,1.01845052468475
"HMG20B",702,19.4295,696,20.6763,620,18.0407,19.3821666667,"Hmg20b",10.038305,12.475291,11.641365,171,242,149,11.384987,1.64571562866396
"HMGA1",828,15.4558,805,16.1286,691,13.5606,15.0483333333,"Hmga1",9.887666,8.904831,10.102576,329,353,332,9.631691,1.50948079033712
"HMGA2",190,0.233481,80,0.105518,120,0.155031,0.164676666667,"Hmga2",0,0.008734,0,0,1,0,0.00291133333333333,1.16129574764702
"HMGB2",974,55.6614,838,51.402,1395,83.8122,63.6252,"Hmgb2",0.515898,2.206632,0.916159,35,44,31,1.21289633333333,29.2038985408113
"HMGCL",586,2.78674,580,2.96051,619,3.09476,2.94733666667,"Hmgcl",11.326008,10.379328,12.783488,453,408,358,11.4962746666667,0.315881074317242
"HMGCLL1",615,0.741753,778,1.00717,494,0.626396,0.791773,"Hmgcll1",0,0,0,0,0,0,0,1.791773
"HMGCR",7191,48.7433,5931,43.1513,3919,27.9279,39.9408333333,"Hmgcr",1.11887,1.817565,1.392908,82,86,75,1.44311433333333,16.757641169188
"HMGCS1",17938,120.33,15566,112.077,10342,72.936,101.781,"Hmgcs1",3.832213,3.818438,4.84054,408,373,341,4.16373033333333,19.9044088992254
"HMGCS2",1,0.00835481,0,0,0,0,0.00278493666667,"Hmgcs2",1.509431,1.029084,1.466852,156,95,109,1.33512233333333,0.429435718357084
"HMGN1",1302,31.0184,1247,31.8872,2150,53.85,38.9185333333,"Hmgn1",22.630347,35.099443,17.345422,303,316,215,25.0250706666667,1.53384918122156
"HMGN3",1118,5.8313,1274,7.13236,1364,7.47956,6.81440666667,"Hmgn3",4.011847,2.425033,5.285811,29,20,22,3.90756366666667,1.5923189585389
"HMGN5",156,0.308939,192,0.408122,233,0.485112,0.400724333333,"Hmgn5",3.051956,3.212505,3.237148,168,158,130,3.167203,0.336130573272528
"HMGXB3",1555,5.11624,1364,4.81699,1604,5.54834,5.16052333333,"Hmgxb3",1.968285,2.414199,2.049475,243,223,167,2.14398633333333,1.95946250402382
"HMGXB4",487,2.21813,552,2.69859,604,2.89223,2.60298333333,"Hmgxb4",2.799746,2.958945,4.11842,118,116,90,3.29237033333333,0.839392469319399
"HMMR",86,0.473365,51,0.301306,66,0.381926,0.385532333333,"Hmmr",0.065518,0.097573,0.128306,8,12,10,0.0971323333333333,1.26286710475795
"HMOX1",800,10.0931,462,6.2563,896,11.8845,9.4113,"Hmox1",1.533191,1.488621,2.023149,74,67,58,1.68165366666667,3.88241782651277
"HMOX2",1255,6.14862,1398,7.35159,1021,5.25893,6.25304666667,"Hmox2",15.319031,20.052706,18.678176,368,442,345,18.0166376666667,0.381405314325545
"HMX1",137,0.928962,112,0.815147,59,0.420598,0.721569,"Hmx1",0,0,0,0,0,0,0,1.721569
"HMX3",0,0,1,0.0542886,2,0.10635,0.0535462,"Hmx3",0,0,0,0,0,0,0,1.0535462
"HNF1A",37,0.269665,26,0.203393,13,0.0996103,0.190889433333,"Hnf1a",0,0,0,0,0,0,0,1.190889433333
"HNF1B",9,0.0267966,11,0.0351537,5,0.0156511,0.0258671333333,"Hnf1b",0,0,0,0,0,0,0,1.0258671333333
"HNF4A",5,0.0110713,9,0.0213901,5,0.0116396,0.0147003333333,"Hnf4a",0,0,0,0,0,0,0,1.0147003333333
"HNF4G",24,0.0263828,32,0.0377572,35,0.0404497,0.0348632333333,"Hnf4g",0,0,0,0,0,0,0,1.0348632333333
"HNMT",553,1.84561,692,2.47892,1090,3.82455,2.71636,"Hnmt",3.220137,2.620743,2.94605,112,80,82,2.92897666666667,0.945884975986113
"HNRNPA0",1575,31.5794,1921,41.3419,2170,45.7426,39.5546333333,"Hnrnpa0",5.342015,5.874592,7.094018,368,463,315,6.10354166666667,5.70907235240168
"HNRNPA2B1",11179,68.5899,12234,80.5687,16079,103.718,84.2922,"Hnrnpa2b1",130.131111,124.658283,117.222157,4586,3906,3139,124.003850333333,0.682316582829738
"HNRNPA3",5493,84.2069,5755,94.6943,7979,128.595,102.498733333,"Hnrnpa3",20.625329,24.303207,17.494368,1489,1276,930,20.8076346666667,4.74598620689476
"HNRNPAB",1265,33.3274,1362,38.5149,1799,49.8288,40.5570333333,"Hnrnpab",21.732364,23.179002,23.940059,1070,1149,817,22.950475,1.73512355530736
"HNRNPCL1",157,20.8101,157,22.3365,176,24.526,22.5575333333,"Hnrnpc",26.286449,27.19774,26.949723,1233,1082,906,26.811304,0.847048859460168
"HNRNPCL2",11,1.40577,14,1.92039,14,1.881,1.73572,"Hnrnpc",26.286449,27.19774,26.949723,1233,1082,906,26.811304,0.0983671963026257
"HNRNPCL3",5,0.641804,8,1.10221,6,0.809696,0.851236666667,"Hnrnpc",26.286449,27.19774,26.949723,1233,1082,906,26.811304,0.0665641807614271
"HNRNPCL4",5,0.990357,8,1.7008,6,1.24943,1.313529,"Hnrnpc",26.286449,27.19774,26.949723,1233,1082,906,26.811304,0.083186642381098
"HNRNPD",2816,22.3554,3087,26.3043,3938,32.8672,27.1756333333,"Hnrnpd",22.500517,22.432222,22.609365,485,423,353,22.5140346666667,1.19824750336196
"HNRNPF",1590,11.795,1534,12.2142,2435,18.9905,14.3332333333,"Hnrnpf",38.986797,42.945079,39.436515,1204,1070,893,40.4561303333333,0.369866488020256
"HNRNPH1",6257,53.0447,6841,62.2495,9409,83.8605,66.3849,"Hnrnph1",231.396839,210.489079,188.464863,1351,970,795,210.116927,0.319182838427731
"HNRNPH2",1743,51.5055,1891,59.9775,2187,67.9427,59.8085666667,"Hnrnph2",10.748767,9.88231,8.821558,689,549,438,9.817545,5.62129084433668
"HNRNPH3",2709,39.3792,2979,46.4803,3357,51.3036,45.7210333333,"Hnrnph3",7.542006,7.043271,5.86406,325,243,213,6.81644566666667,5.97727347258901
"HNRNPK",7671,106.919,8773,131.247,10262,150.373,129.513,"Hnrnpk",124.064118,136.74447,148.603966,2226,2256,1896,136.470851333333,0.949386715322929
"HNRNPLL",793,3.32876,880,3.9649,943,4.16159,3.81841666667,"Hnrnpll",2.615909,3.02021,3.402982,223,241,201,3.01303366666667,1.20069181245427
"HNRNPM",2411,9.4976,2509,10.6086,3069,12.7102,10.9388,"Hnrnpm",35.793218,30.247287,30.792307,812,700,609,32.277604,0.358763810038728
"HNRNPR",1992,8.57863,2408,11.1308,3176,14.3796,11.36301,"Hnrnpr",13.238686,9.956657,9.90685,501,378,337,11.0340643333333,1.02733454446936
"HNRNPU",8037,58.6906,8957,70.2066,10153,77.9484,68.9485333333,"Hnrnpu",45.860983,37.332441,38.197999,2203,1935,1345,40.4638076666667,1.68697804831688
"HNRNPUL1",2074,7.99978,2077,8.59896,2442,9.90268,8.83380666667,"Hnrnpul1",5.696605,5.998407,6.826187,653,607,503,6.173733,1.37080745361864
"HNRNPUL2",3263,38.4437,3405,43.0592,3743,46.3624,42.6217666667,"Hnrnpul2",6.463355,6.638449,6.6655,1032,1042,743,6.58910133333333,5.74794890076137
"HNRNPUL2-BSCL2",17569,82.7078,16871,85.2474,12944,64.0629,77.3393666667,"Hnrnpul2",6.463355,6.638449,6.6655,1032,1042,743,6.58910133333333,10.3226143947522
"HOGA1",52,0.318973,127,0.83617,76,0.49012,0.548421,"Hoga1",0.167077,0.06205,0.431595,5,3,13,0.220240666666667,1.26894721860879
"HOMER1",209,0.258038,209,0.276964,266,0.345269,0.293423666667,"Homer1",5.853005,6.694364,8.704803,487,499,449,7.08405733333333,0.159996844818724
"HOMER2",1135,1.32891,1206,1.51561,1315,1.61869,1.48773666667,"Homer2",10.230915,14.141665,13.097028,1236,1133,1044,12.4898693333333,0.184415178916732
"HOMER3",177,2.56378,166,2.58081,242,3.6852,2.94326333333,"Homer3",1.470235,1.409049,1.431791,60,48,35,1.437025,1.61806437493665
"HOMEZ",855,5.52681,829,5.7518,674,4.58044,5.28635,"Homez",0.57745,0.978139,0.569151,53,30,31,0.708246666666667,3.68000132689658
"HOOK1",47,0.133326,25,0.0761195,41,0.122275,0.1105735,"Hook1",4.230548,4.985566,4.587687,251,247,239,4.601267,0.198271837425354
"HOOK2",6197,9.86541,5856,10.0063,4739,7.93156,9.26775666667,"Hook2",0.416839,0.424177,0.605089,36,35,39,0.482035,6.9281472209968
"HOOK3",1325,1.73274,1948,2.7343,1918,2.63696,2.368,"Hook3",3.299227,3.190881,3.672038,814,695,672,3.387382,0.76765597342561
"HOPX",225,1.1591,350,1.93529,315,1.70603,1.60014,"Hopx",63.234413,63.253054,76.829464,1978,1839,1723,67.7723103333333,0.0378079489753558
"HORMAD1",82,0.627313,18,0.147803,114,0.916882,0.563999333333,"Hormad1",0,0,0,0,0,0,0,1.563999333333
"HORMAD2",33,0.0594938,24,0.0464419,32,0.0606521,0.0555292666667,"Hormad2",0.026692,0,0,1,0,0,0.00889733333333333,1.04622069242596
"HOXA1",6,0.390534,6,0.419179,18,1.23174,0.680484333333,"Hoxa1",0.015832,0,0,1,0,0,0.00527733333333333,1.67166241355586
"HOXA10",450,8.12974,518,10.0446,352,6.68567,8.28667,"Hoxa10",0,0,0.032118,0,0,1,0.010706,9.18830005956233
"HOXA11",9,0.423342,29,1.46416,23,1.1374,1.00830066667,"Hoxa11",0,0,0,0,0,0,0,2.00830066667
"HOXA2",28,2.09669,27,2.1701,45,3.54264,2.60314333333,"Hoxa2",0.018459,0.019046,0.078778,1,1,3,0.038761,3.46869331186866
"HOXA3",705,2.65449,847,3.42307,850,3.36472,3.14742666667,"Hoxa3",0.046439,0.023298,0.049588,4,2,3,0.039775,3.98877321215648
"HOXA4",112,8.60435,111,9.153,95,7.67294,8.47676333333,"Hoxa4",0.05249,0.025002,0.075443,2,1,2,0.0509783333333333,9.01708725361925
"HOXA5",177,11.7573,226,16.1133,183,12.7798,13.5501333333,"Hoxa5",0.018913,0.036424,0,1,2,0,0.0184456666666667,14.286607336572
"HOXA6",72,2.41519,93,3.34844,84,2.96235,2.90866,"Hoxa6",0,0,0,0,0,0,0,3.90866
"HOXA7",417,17.2588,452,20.0796,282,12.2705,16.5363,"Hoxa7",0.01593,0.07188,0.066556,1,1,3,0.0514553333333333,16.6781216891128
"HOXA9",746,10.2272,825,12.1398,601,8.66227,10.34309,"Hoxa9",0,0,0.088973,0,0,2,0.0296576666666667,11.0163701657476
"HOXB2",361,15.3971,300,13.7339,272,12.1966,13.7758666667,"Hoxb2",0.118523,0.103474,0.136413,7,7,5,0.11947,13.198984043074
"HOXB3",2141,6.67399,1934,6.47092,2109,6.91168,6.68553,"Hoxb3",0.246812,0.015473,0.028756,12,1,1,0.0970136666666667,7.00586531738742
"HOXB4",171,10.5041,165,10.8789,176,11.3661,10.9163666667,"Hoxb4",0.08969,0.075948,0.110079,7,6,6,0.0919056666666667,10.9133664477426
"HOXB5",403,26.0273,302,20.9349,302,20.5054,22.4892,"Hoxb5",0.017046,0,0.024493,1,0,1,0.0138463333333333,23.1684025751437
"HOXB6",678,12.8161,503,10.2055,577,11.4667,11.4961,"Hoxb6",0,0,0.039959,0,0,1,0.0133196666666667,12.3318439492112
"HOXB7",1111,7.36839,1030,7.33223,661,4.60891,6.43651,"Hoxb7",0,0,0,0,0,0,0,7.43651
"HOXB8",606,27.0346,527,25.2347,254,11.913,21.3941,"Hoxb8",0,0,0,0,0,0,0,22.3941
"HOXB9",45,1.51095,47,1.69385,26,0.9178,1.3742,"Hoxb9",0,0,0,0,0,0,0,2.3742
"HOXD1",502,39.1513,671,56.1701,189,15.4968,36.9394,"Hoxd1",0,0,0,0,0,0,0,37.9394
"HOXD10",93,1.45674,137,2.30335,84,1.3833,1.71446333333,"Hoxd10",0,0,0,0,0,0,0,2.71446333333
"HOXD11",6,0.189239,10,0.338532,5,0.165793,0.231188,"Hoxd11",0,0,0,0,0,0,0,1.231188
"HOXD3",637,3.04961,848,4.35754,657,3.3068,3.57131666667,"Hoxd3",0,0,0,0,0,0,0,4.57131666667
"HOXD4",83,8.64641,98,10.9578,84,9.19973,9.60131333333,"Hoxd4",0.072208,0.041871,0.106673,3,2,4,0.073584,9.87469386031275
"HOXD8",213,12.3954,292,18.2391,188,11.5021,14.0455333333,"Hoxd8",0.109029,0.057973,0.127392,5,4,3,0.0981313333333333,13.7010327240458
"HOXD9",143,11.2582,155,13.098,126,10.429,11.5950666667,"Hoxd9",0,0,0,0,0,0,0,12.5950666667
"HP",67,1.78673,57,1.63154,169,4.73814,2.71880333333,"Hp",0.048964,0.05934,0.232239,2,1,4,0.113514333333333,3.33969956381043
"HP1BP3",4871,19.0606,4923,20.677,4860,19.9937,19.9104333333,"Hp1bp3",19.215876,20.66809,19.132673,1153,1010,842,19.672213,1.01152369769507
"HPCA",241,3.38227,307,4.62455,178,2.62633,3.54438333333,"Hpca",0.020598,0,0.029583,1,0,1,0.016727,4.46961999959675
"HPCAL1",1133,1.58691,1114,1.67475,935,1.37681,1.54615666667,"Hpcal1",3.997729,3.15027,2.35862,122,119,77,3.168873,0.61075419344029
"HPCAL4",11,0.149688,28,0.40897,7,0.100145,0.219601,"Hpcal4",0,0.111162,0,0,1,0,0.037054,1.17602458502643
"HPD",37,0.268544,32,0.24929,41,0.31285,0.276894666667,"Hpd",0.023693,0,0,1,0,0,0.00789766666666667,1.26688919807699
"HPDL",30,2.93612,27,2.83633,27,2.77814,2.85019666667,"Hpdl",0.322329,0.277896,0.549266,19,16,23,0.383163666666667,2.78361611099048
"HPF1",677,4.15351,737,4.85327,662,4.26995,4.42557666667,"Hpf1",5.887782,7.864381,9.711996,129,160,133,7.82138633333333,0.615048073132042
"HPGD",53,0.280747,88,0.500337,95,0.529056,0.436713333333,"Hpgd",1.312577,1.223519,1.291139,65,55,46,1.275745,0.631315605805132
"HPGDS",117,0.460958,132,0.5582,158,0.654441,0.557866333333,"Hpgds",0.519702,0.175122,0.327818,26,19,19,0.340880666666667,1.16182324949598
"HPN",97,0.650112,77,0.55392,137,0.965328,0.72312,"Hpn",1.060274,0.713049,1.307906,21,18,20,1.02707633333333,0.85005185629418
"HPR",117,1.44973,141,1.87526,145,1.8889,1.73796333333,"Hp",0.048964,0.05934,0.232239,2,1,4,0.113514333333333,2.4588487560226
"HPRT1",1196,3.4622,1289,4.0051,1207,3.67338,3.71356,"Hprt",11.929425,12.105667,12.528476,423,390,321,12.187856,0.35741670215386
"HPS1",931,5.28926,818,4.98815,1085,6.48057,5.58599333333,"Hps1",0.46654,0.890554,0.44642,24,15,11,0.601171333333333,4.11323460283243
"HPS3",1226,4.85726,1381,5.87267,1765,7.35164,6.02719,"Hps3",1.731612,1.816641,1.584283,140,127,87,1.71084533333333,2.59225043701005
"HPS4",1129,4.88025,1025,4.75568,1290,5.86241,5.16611333333,"Hps4",1.785688,2.146141,2.378769,84,73,68,2.10353266666667,1.98680471436851
"HPS5",2000,8.02642,2528,10.8895,2598,10.9615,9.95914,"Hps5",3.574087,3.561806,2.940259,144,115,90,3.35871733333333,2.51430390224892
"HPS6",228,15.0364,203,14.3696,183,12.6881,14.0313666667,"Hps6",0.381502,0.455468,0.423308,34,40,26,0.420092666666667,10.5847787398146
