"Hs_symbol","DRG","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"AC007559.1",0,0,0,0,1
"AC007560.1",0,0,0,0,1
"AC007562.1",0,0,0,0,1
"AC007563.4",0.05227,0.05227,0,0,1.05227
"AC007566.11",0,0,0,0,1
"AC007568.1",0,0,0,0,1
"AC007618.3",0.06272,0.06272,1.58275,1.58275,0.41146839608944
"AC007663.1",0.60633,0.60633,0.43448,0.43448,1.11979950922983
"AC007677.2",0,0,0,0,1
"AC007679.1",0,0,0,0,1
"AC007679.4",0,0,0,0,1
"AC007690.1",0.07318,0.07318,0.15517,0.15517,0.929023433780309
"AC007731.1",0.01045,0.01045,0.12414,0.12414,0.898864910064583
"AC007742.3",0,0,0,0,1
"AC007742.7",0,0,0,0,1
"AC007742.8",0,0,0,0,1
"AC007790.4",0,0,0,0,1
"AC007842.1",0.88858,0.88858,1.9862,1.9862,0.632435871676378
"AC007875.2",0.26135,0.26135,2.54481,2.54481,0.355830072697831
"AC007875.3",0.14636,0.14636,0.77586,0.77586,0.645523858862748
"AC007881.4",1.01403,1.01403,0,0,2.01403
"AC007881.5",0,0,0,0,1
"AC007899.3",0.09409,0.09409,0.71379,0.71379,0.638403771757333
"AC007919.18",0,0,0,0,1
"AC007919.19",0,0,0,0,1
"AC007952.1",0,0,0,0,1
"AC007952.5",0.1359,0.1359,0.74482,0.74482,0.651012711912977
"AC007952.6",0,0,0,0,1
"AC007956.1",0,0,0,0,1
"AC007967.2",0,0,0,0,1
"AC007967.3",0,0,0,0,1
"AC007967.4",0,0,0,0,1
"AC007969.4",0,0,0,0,1
"AC007969.5",18.81707,18.81707,5.86548,5.86548,2.88647989652581
"AC008060.7",1.23356,1.23356,3.41377,3.41377,0.506043586321897
"AC008065.1",0.07318,0.07318,3.63101,3.63101,0.231737785062006
"AC008069.2",0,0,0,0,1
"AC008070.1",0,0,0,0,1
"AC008072.1",0,0,0,0,1
"AC008073.5",122.63506,122.63506,60.73414,60.73414,2.00270158456893
"AC008074.5",0.12545,0.12545,0,0,1.12545
"AC008103.1",0,0,0,0,1
"AC008132.1",0,0,0,0,1
"AC008132.12",0.08363,0.08363,0,0,1.08363
"AC008132.13",0.01045,0.01045,0,0,1.01045
"AC008132.14",0,0,0,0,1
"AC008147.1",0,0,0,0,1
"AC008147.2",0,0,0,0,1
"AC008155.1",0,0,0,0,1
"AC008155.2",0,0,0,0,1
"AC008163.6",0,0,0,0,1
"AC008171.1",0,0,0,0,1
"AC008173.1",0,0,0,0,1
"AC008264.4",0,0,0,0,1
"AC008265.2",0,0,0,0,1
"AC008268.2",0.12545,0.12545,0.24827,0.24827,0.901607825230119
"AC008271.1",0,0,0,0,1
"AC008279.1",0,0,0,0,1
"AC008280.1",0,0,1.14827,1.14827,0.465490836812877
"AC008280.3",0.17772,0.17772,0,0,1.17772
"AC008394.1",0.01045,0.01045,0,0,1.01045
"AC008427.2",0,0,0,0,1
"AC008537.1",0,0,0,0,1
"AC008537.2",0.5227,0.5227,1.83102,1.83102,0.537862678469244
"AC008555.1",0,0,0,0,1
"AC008555.2",0.03136,0.03136,0,0,1.03136
"AC008565.1",0,0,0,0,1
"AC008592.3",0.09409,0.09409,0,0,1.09409
"AC008676.1",0.01045,0.01045,0.24827,0.24827,0.809480320763937
"AC008686.1",0.05227,0.05227,1.33448,1.33448,0.450751345053288
"AC008687.1",0.01045,0.01045,0,0,1.01045
"AC008694.2",0,0,1.67585,1.67585,0.373713025767513
"AC008731.1",0.5227,0.5227,2.04826,2.04826,0.499530879911819
"AC008734.1",0,0,0,0,1
"AC008734.2",0,0,0.06207,0.06207,0.941557524456957
"AC008738.1",8.04953,8.04953,22.59298,22.59298,0.383568756469085
"AC008746.10",0.06272,0.06272,0,0,1.06272
"AC008746.5",0.45997,0.45997,13.87234,13.87234,0.0981667982308097
"AC008746.9",0,0,0,0,1
"AC008753.3",0,0,0,0,1
"AC008834.2",1.19175,1.19175,0,0,2.19175
"AC008850.3",0,0,0,0,1
"AC008865.1",29.56372,29.56372,17.65852,17.65852,1.63805703775005
"AC008984.5",0,0,0,0,1
"AC008984.6",0,0,0,0,1
"AC008984.7",0,0,0,0,1
"AC008993.5",3.14663,3.14663,8.78271,8.78271,0.423873343889372
"AC009041.1",0,0,0,0,1
"AC009061.1",0.03136,0.03136,0.31034,0.31034,0.787093426133675
"AC009065.1",83.7778,83.7778,66.941,66.941,1.24781501596974
"AC009093.1",0.1359,0.1359,1.73792,1.73792,0.414876986909771
"AC009107.1",0.20908,0.20908,3.78619,3.78619,0.252618471059444
"AC009113.1",0.53315,0.53315,1.02413,1.02413,0.757436528286227
"AC009120.3",0.25089,0.25089,4.22067,4.22067,0.239603345930695
"AC009120.8",0.03136,0.03136,0,0,1.03136
"AC009133.19",2.23714,2.23714,2.35861,2.35861,0.963833252446697
"AC009161.1",0,0,0,0,1
"AC009166.3",0,0,0,0,1
"AC009223.1",0,0,0,0,1
"AC009229.4",0.08363,0.08363,0,0,1.08363
"AC009234.1",0,0,0,0,1
"AC009237.1",0.16726,0.16726,0.40345,0.40345,0.831707577754819
"AC009237.10",0,0,0,0,1
"AC009237.11",0,0,1.9862,1.9862,0.334873752595272
"AC009237.13",0,0,0,0,1
"AC009237.14",0,0,0,0,1
"AC009237.16",0,0,0,0,1
"AC009237.17",0,0,0,0,1
"AC009237.2",0,0,0,0,1
"AC009237.4",0,0,0,0,1
"AC009237.5",0,0,0,0,1
"AC009237.6",0,0,0,0,1
"AC009237.8",1.474,1.474,3.63101,3.63101,0.534224715558809
"AC009237.9",0.49133,0.49133,0.21724,0.21724,1.22517334297263
"AC009238.6",0,0,0,0,1
"AC009238.7",0,0,0,0,1
"AC009238.8",0,0,0,0,1
"AC009245.3",0.21953,0.21953,0.24827,0.24827,0.9769761349708
"AC009263.2",0,0,0,0,1
"AC009274.6",0,0,0,0,1
"AC009294.1",0,0,0,0,1
"AC009299.4",0.02091,0.02091,0,0,1.02091
"AC009299.5",0.45997,0.45997,0,0,1.45997
"AC009302.2",0.20908,0.20908,0,0,1.20908
"AC009302.4",0.07318,0.07318,0,0,1.07318
"AC009303.3",0,0,0,0,1
"AC009310.1",0,0,0,0,1
"AC009313.2",0,0,0,0,1
"AC009336.1",1.24402,1.24402,0.96206,0.96206,1.14370610480821
"AC009362.2",0,0,0,0,1
"AC009365.3",0.03136,0.03136,0,0,1.03136
"AC009403.2",5.04925,5.04925,10.17925,10.17925,0.541114117673368
"AC009413.2",0,0,0,0,1
"AC009414.1",0,0,0,0,1
"AC009469.1",134.42709,134.42709,76.18922,76.18922,1.75448190822501
"AC009474.1",0,0,0,0,1
"AC009474.2",0,0,0,0,1
"AC009476.1",0,0,0,0,1
"AC009477.7",0,0,0,0,1
"AC009480.4",0,0,0,0,1
"AC009487.6",0.03136,0.03136,0.12414,0.12414,0.917465796075222
"AC009487.7",0,0,0,0,1
"AC009494.3",0,0,0,0,1
"AC009498.2",0,0,0,0,1
"AC009500.2",0,0,0,0,1
"AC009502.1",0,0,0,0,1
"AC009502.2",0,0,0,0,1
"AC009506.2",0.01045,0.01045,0,0,1.01045
"AC009517.2",0,0,0,0,1
"AC009518.2",0,0,0,0,1
"AC009518.3",0,0,0,0,1
"AC009541.1",0,0,0,0,1
"AC009784.4",0,0,0,0,1
"AC009892.10",0.18817,0.18817,8.81374,8.81374,0.121072088724584
"AC009892.2",0,0,0,0,1
"AC009892.5",0,0,0,0,1
"AC009892.9",0,0,0,0,1
"AC009945.3",0.03136,0.03136,0,0,1.03136
"AC009945.4",0,0,0,0,1
"AC009947.2",0,0,0,0,1
"AC009947.3",0,0,0,0,1
"AC009947.5",0,0,0,0,1
"AC009948.7",0.07318,0.07318,0,0,1.07318
"AC009951.1",0.05227,0.05227,0.18621,0.18621,0.887085760531441
"AC009951.2",0,0,2.32757,2.32757,0.300519598385609
"AC009960.1",0,0,0,0,1
"AC009960.2",0,0,0.40345,0.40345,0.712529837186932
"AC009960.3",0,0,0,0,1
"AC009960.4",0,0,0,0,1
"AC009960.5",0,0,0,0,1
"AC009960.6",0,0,0,0,1
"AC009960.7",0,0,0,0,1
"AC009961.2",0.02091,0.02091,0,0,1.02091
"AC009961.5",0,0,0,0,1
"AC009963.3",59.37832,59.37832,166.77836,166.77836,0.359869532638178
"AC009963.4",0,0,0,0,1
"AC009963.5",0,0,0,0,1
"AC009963.6",0,0,0,0,1
"AC009965.1",0,0,0,0,1
"AC009967.3",0.02091,0.02091,0,0,1.02091
"AC009967.6",0.02091,0.02091,0,0,1.02091
"AC009969.1",0,0,0,0,1
"AC009974.11",0,0,0,0,1
"AC010086.1",0,0,0,0,1
"AC010086.4",0,0,0,0,1
"AC010086.5",0,0,0,0,1
"AC010091.4",0,0,0,0,1
"AC010095.6",0,0,0,0,1
"AC010095.7",0,0,0,0,1
"AC010132.11",0.17772,0.17772,0.21724,0.21724,0.967533107686241
"AC010138.3",0,0,0,0,1
"AC010141.1",0,0,0,0,1
"AC010141.4",0,0,0,0,1
"AC010141.6",0,0,0,0,1
"AC010141.8",0,0,0,0,1
"AC010146.1",0,0,0,0,1
"AC010150.1",0.06272,0.06272,0,0,1.06272
"AC010153.3",0,0,0,0,1
"AC010154.2",0,0,0,0,1
"AC010170.1",0.1359,0.1359,0.65172,0.65172,0.687707359600901
"AC010240.2",0.03136,0.03136,0,0,1.03136
"AC010240.3",0,0,0,0,1
"AC010243.1",0,0,0,0,1
"AC010296.1",0.73178,0.73178,0,0,1.73178
"AC010325.1",1.30674,1.30674,2.14137,2.14137,0.734310189503306
"AC010335.1",3.1989,3.1989,0.62069,0.62069,2.59081008706168
"AC010336.1",3.3139,3.3139,15.08267,15.08267,0.268232824524784
"AC010336.2",0.05227,0.05227,0.06207,0.06207,0.990772736260322
"AC010423.1",0.01045,0.01045,0,0,1.01045
"AC010468.1",0.14636,0.14636,1.24137,1.24137,0.511455047582505
"AC010468.3",0,0,0,0,1
"AC010487.1",0,0,0,0,1
"AC010492.2",0.05227,0.05227,0,0,1.05227
"AC010492.4",0,0,0,0,1
"AC010492.5",0,0,0,0,1
"AC010507.5",1.85035,1.85035,11.85511,11.85511,0.221728946699017
"AC010518.3",0,0,0,0,1
"AC010525.1",0.14636,0.14636,0.55862,0.55862,0.735496785618047
"AC010525.5",1.71444,1.71444,0,0,2.71444
"AC010536.1",1.34856,1.34856,2.42068,2.42068,0.686576937918776
"AC010536.2",0.21953,0.21953,0.58965,0.58965,0.767168873651433
"AC010547.9",0.19862,0.19862,0.40345,0.40345,0.854052513449001
"AC010606.1",0,0,0,0,1
"AC010615.1",0,0,0,0,1
"AC010620.1",2.63439,2.63439,5.86548,5.86548,0.529371580719775
"AC010642.1",0.17772,0.17772,0.27931,0.27931,0.920590005549867
"AC010677.5",0,0,0,0,1
"AC010731.6",0,0,0,0,1
"AC010733.5",0.10454,0.10454,2.11033,2.11033,0.355119874739979
"AC010733.7",0,0,0,0,1
"AC010740.1",0,0,0,0,1
"AC010746.4",0.01045,0.01045,0,0,1.01045
"AC010747.2",0,0,0,0,1
"AC010872.2",0,0,0,0,1
"AC010878.3",0,0,0,0,1
"AC010886.2",0.01045,0.01045,0,0,1.01045
"AC010894.4",0,0,0,0,1
"AC010900.2",0.08363,0.08363,0,0,1.08363
"AC010904.1",0,0,0,0,1
"AC010967.1",0,0,0,0,1
"AC010975.2",0,0,0,0,1
"AC010980.2",22.40277,22.40277,10.11718,10.11718,2.10509949465602
"AC010984.3",0.24044,0.24044,4.00343,4.00343,0.247917928301185
"AC010984.4",0.08363,0.08363,0.18621,0.18621,0.91352290066683
"AC010997.1",5.23742,5.23742,1.21034,1.21034,2.82192784820435
"AC011225.1",0.06272,0.06272,0,0,1.06272
"AC011233.2",0,0,0,0,1
"AC011239.1",0.71087,0.71087,0.46551,0.46551,1.16742294491337
"AC011242.5",0,0,0,0,1
"AC011242.6",0.68996,0.68996,1.67585,1.67585,0.631560065026067
"AC011290.5",0.36589,0.36589,1.21034,1.21034,0.617954703801225
"AC011294.3",0.04182,0.04182,0,0,1.04182
"AC011298.2",0.5227,0.5227,0.06207,0.06207,1.43370964249061
"AC011322.1",0.09409,0.09409,0.49655,0.49655,0.73107480538572
"AC011330.5",0.02091,0.02091,0.12414,0.12414,0.908169800914477
"AC011330.6",2.41486,2.41486,62.47206,62.47206,0.0538009952725656
"AC011366.3",0.03136,0.03136,0,0,1.03136
"AC011385.1",0,0,0.43448,0.43448,0.697116725224472
"AC011385.2",0,0,0,0,1
"AC011406.2",0,0,0,0,1
"AC011431.1",0,0,0,0,1
"AC011443.1",0.16726,0.16726,1.02413,1.02413,0.576672446927816
"AC011450.1",0.59587,0.59587,1.83102,1.83102,0.563708486693842
"AC011450.2",0,0,0,0,1
"AC011467.1",0.01045,0.01045,0,0,1.01045
"AC011475.1",0,0,0,0,1
"AC011483.1",0,0,0,0,1
"AC011484.1",4.97607,4.97607,4.03446,4.03446,1.18703296877917
"AC011491.1",0,0,0,0,1
"AC011497.1",0.42861,0.42861,0.9931,0.9931,0.716777883698761
"AC011498.1",0.03136,0.03136,0.27931,0.27931,0.806184583877246
"AC011500.1",0,0,0,0,1
"AC011515.2",0.55406,0.55406,1.0862,1.0862,0.744923784872016
"AC011537.1",1.29629,1.29629,1.24137,1.24137,1.02450287101193
"AC011551.1",0.01045,0.01045,0.58965,0.58965,0.635643066083729
"AC011718.1",0,0,0.21724,0.21724,0.82153067595544
"AC011737.2",20.82423,20.82423,0.71379,0.71379,12.7344832213982
"AC011742.3",0,0,0,0,1
"AC011742.5",0,0,0,0,1
"AC011753.6",0,0,0,0,1
"AC011753.7",0,0,0,0,1
"AC011816.1",0,0,0,0,1
"AC011816.3",0,0,0.74482,0.74482,0.573125021492188
"AC011897.1",0.64814,0.64814,2.60688,2.60688,0.45694339706339
"AC011933.1",141.83893,141.83893,19.21024,19.21024,7.06765134901911
"AC011933.2",0,0,0,0,1
"AC011997.1",0,0,0,0,1
"AC011998.2",0,0,0,0,1
"AC011998.4",0,0,0,0,1
"AC011999.1",0,0,0,0,1
"AC012005.2",0,0,0,0,1
"AC012065.5",0,0,0,0,1
"AC012066.1",0.11499,0.11499,1.67585,1.67585,0.416686286600519
"AC012074.1",0.25089,0.25089,3.59998,3.59998,0.271933791016483
"AC012075.1",0,0,0,0,1
"AC012078.2",0,0,0,0,1
"AC012123.1",0,0,0.12414,0.12414,0.889568914903838
"AC012215.1",0.20908,0.20908,0,0,1.20908
"AC012306.2",0,0,0,0,1
"AC012313.1",3.29299,3.29299,13.15855,13.15855,0.303208308760431
"AC012314.19",0,0,0,0,1
"AC012314.2",0,0,0,0,1
"AC012314.21",0,0,0,0,1
"AC012318.1",0.72132,0.72132,4.22067,4.22067,0.329712469855402
"AC012354.8",0.04182,0.04182,0,0,1.04182
"AC012358.4",0.86768,0.86768,0.83793,0.83793,1.01618668828519
"AC012362.3",0,0,0,0,1
"AC012363.10",0,0,0,0,1
"AC012363.7",0.04182,0.04182,0,0,1.04182
"AC012363.8",0.02091,0.02091,0,0,1.02091
"AC012365.3",0,0,0,0,1
"AC012379.1",0.9304,0.9304,4.99652,4.99652,0.32192004696057
"AC012414.1",0,0,0,0,1
"AC012454.4",0.03136,0.03136,0,0,1.03136
"AC012493.1",0,0,0,0,1
"AC012497.2",0,0,0,0,1
"AC012501.1",0,0,0,0,1
"AC012501.3",0.15681,0.15681,0,0,1.15681
"AC012512.1",0.05227,0.05227,0,0,1.05227
"AC012513.4",0.02091,0.02091,0,0,1.02091
"AC012615.1",25.32987,25.32987,50.86523,50.86523,0.507659370256336
"AC012671.2",0,0,0,0,1
"AC013262.1",0,0,0,0,1
"AC013267.1",0,0,0,0,1
"AC013268.2",0,0,0,0,1
"AC013268.3",0,0,0,0,1
"AC013268.4",0,0,0,0,1
"AC013269.1",0,0,0,0,1
"AC013269.5",0,0,0,0,1
"AC013399.3",0,0,0,0,1
"AC013401.4",0,0,0,0,1
"AC013403.13",0,0,0,0,1
"AC013404.1",0,0,0,0,1
"AC013409.1",0.01045,0.01045,0,0,1.01045
"AC013410.1",0,0,0,0,1
"AC013410.2",0,0,0,0,1
"AC013429.4",0.04182,0.04182,0,0,1.04182
"AC013429.5",0,0,0,0,1
"AC013437.2",0,0,0,0,1
"AC013437.4",0,0,0,0,1
"AC013437.6",0,0,0,0,1
"AC013437.7",0,0,0,0,1
"AC013439.4",0,0,0,0,1
"AC013442.1",0,0,0,0,1
"AC013444.1",0,0,0,0,1
"AC013461.1",3.49161,3.49161,15.76543,15.76543,0.267909024701424
"AC013467.1",0,0,0,0,1
"AC013468.1",0,0,0,0,1
"AC013470.6",0,0,0,0,1
"AC013470.8",0,0,0,0,1
"AC013474.4",0,0,0,0,1
"AC013717.3",0.03136,0.03136,0,0,1.03136
"AC013718.1",9.15764,9.15764,10.98614,10.98614,0.84744880336789
"AC013733.5",0,0,0,0,1
"AC013734.2",0,0,0,0,1
"AC013791.2",0,0,0,0,1
"AC015688.3",0.20908,0.20908,8.31719,8.31719,0.129768739287274
"AC015691.7",0.01045,0.01045,0.46551,0.46551,0.689486936288391
"AC015726.1",0,0,0,0,1
"AC015804.1",0,0,0,0,1
"AC015815.1",0,0,0,0,1
"AC015815.2",0,0,0,0,1
"AC015815.3",0,0,0,0,1
"AC015815.4",0,0,0,0,1
"AC015815.5",0,0,0,0,1
"AC015815.6",0,0,0,0,1
"AC015815.7",0,0,0,0,1
"AC015815.8",0,0,0,0,1
"AC015818.3",0,0,0,0,1
"AC015818.5",0,0,0,0,1
"AC015818.6",0,0,0,0,1
"AC015849.14",0,0,0,0,1
"AC015849.15",0,0,0,0,1
"AC015871.1",0,0,0,0,1
"AC015871.2",3.8575,3.8575,0.46551,0.46551,3.31454578952037
"AC015922.5",0,0,0,0,1
"AC015922.7",1.11857,1.11857,0,0,2.11857
"AC015977.5",0,0,0,0,1
"AC015987.2",96.88703,96.88703,44.84457,44.84457,2.13519354636765
"AC015989.1",0,0,0,0,1
"AC016251.1",0,0,0,0,1
"AC016292.3",0.77359,0.77359,0,0,1.77359
"AC016405.1",0,0,0,0,1
"AC016561.1",0.02091,0.02091,0,0,1.02091
"AC016586.1",0.10454,0.10454,0,0,1.10454
"AC016626.1",0,0,0,0,1
"AC016629.2",18.90071,18.90071,14.33785,14.33785,1.29749019582275
"AC016691.2",0,0,0,0,1
"AC016694.2",0,0,0,0,1
"AC016696.1",0,0,0,0,1
"AC016697.1",0,0,0,0,1
"AC016697.2",0,0,0,0,1
"AC016697.6",0,0,0,0,1
"AC016700.4",0.10454,0.10454,0,0,1.10454
"AC016700.6",0,0,0,0,1
"AC016708.2",3.3348,3.3348,3.04136,3.04136,1.07260922065839
"AC016712.1",0.01045,0.01045,0,0,1.01045
"AC016712.2",0.20908,0.20908,2.01723,2.01723,0.400725168449207
"AC016716.1",0,0,0,0,1
"AC016717.1",0,0,0,0,1
"AC016722.1",0.20908,0.20908,0.12414,0.12414,1.07555998363193
"AC016722.2",1.68308,1.68308,1.92413,1.92413,0.917565224528321
"AC016724.6",0,0,0,0,1
"AC016727.3",0,0,0,0,1
"AC016732.2",0,0,0,0,1
"AC016734.1",0,0,0,0,1
"AC016734.2",0.32407,0.32407,0,0,1.32407
"AC016734.3",0.02091,0.02091,0,0,1.02091
"AC016737.1",0,0,0,0,1
"AC016739.1",0,0,0,0,1
"AC016739.2",0.21953,0.21953,1.24137,1.24137,0.544100260108773
"AC016745.1",0,0,0,0,1
"AC016745.2",0,0,0,0,1
"AC016753.7",0.01045,0.01045,0,0,1.01045
"AC016757.1",0.01045,0.01045,0.18621,0.18621,0.851830620210587
"AC016757.3",7.1923,7.1923,22.93435,22.93435,0.342282117542361
"AC016772.4",0.01045,0.01045,0,0,1.01045
"AC016773.1",0.10454,0.10454,3.78619,3.78619,0.230776463115756
"AC016831.3",0,0,0,0,1
"AC016831.5",0,0,0,0,1
"AC016831.6",0.01045,0.01045,0,0,1.01045
"AC016831.7",0.08363,0.08363,0,0,1.08363
"AC016894.1",0,0,0,0,1
"AC016906.1",0,0,0,0,1
"AC016907.2",0,0,0,0,1
"AC016908.1",0,0,0,0,1
"AC016908.2",0,0,0,0,1
"AC016909.2",0,0,0,0,1
"AC017019.1",0,0,0,0,1
"AC017028.1",0,0,0,0,1
"AC017035.1",0.01045,0.01045,0,0,1.01045
"AC017035.2",0,0,0,0,1
"AC017040.1",0,0,0,0,1
"AC017071.1",0.11499,0.11499,1.05517,1.05517,0.542529328474043
"AC017078.1",0,0,0,0,1
"AC017079.3",0,0,0,0,1
"AC017079.4",0,0,0,0,1
"AC017080.1",0,0,0,0,1
"AC017081.2",0.01045,0.01045,0,0,1.01045
"AC017081.3",0,0,0.21724,0.21724,0.82153067595544
"AC017083.2",0,0,0,0,1
"AC017104.2",0.03136,0.03136,0,0,1.03136
"AC017104.4",0,0,0,0,1
"AC018442.1",0,0,0,0,1
"AC018462.3",0.49133,0.49133,0,0,1.49133
"AC018463.4",0.05227,0.05227,0,0,1.05227
"AC018463.5",0.03136,0.03136,0,0,1.03136
"AC018470.3",0,0,0,0,1
"AC018633.4",0.33453,0.33453,1.95516,1.95516,0.451593145548803
"AC018634.9",0,0,0,0,1
"AC018638.1",1.19175,1.19175,33.29981,33.29981,0.0638997708733663
"AC018641.7",0.04182,0.04182,0,0,1.04182
"AC018648.5",0.10454,0.10454,2.29654,2.29654,0.335060396658314
"AC018693.5",0,0,0,0,1
"AC018696.1",1.08721,1.08721,9.83788,9.83788,0.192584712139274
"AC018696.2",0.02091,0.02091,0.46551,0.46551,0.696624383320482
"AC018696.3",0,0,0,0,1
"AC018696.4",0,0,0,0,1
"AC018696.5",0,0,0,0,1
"AC018696.6",0,0,0,0,1
"AC018696.7",0,0,0,0,1
"AC018712.2",0.02091,0.02091,0,0,1.02091
"AC018717.2",0,0,0,0,1
"AC018720.10",0.14636,0.14636,1.55172,1.55172,0.449249917702569
"AC018735.1",0.02091,0.02091,0.12414,0.12414,0.908169800914477
"AC018737.4",0,0,0,0,1
"AC018737.6",0.06272,0.06272,0.80689,0.80689,0.588148697485735
"AC018738.2",0,0,0,0,1
"AC018755.10",0,0,0,0,1
"AC018755.11",1.66217,1.66217,4.59308,4.59308,0.475975669934991
"AC018804.6",0.58542,0.58542,4.06549,4.06549,0.312984528643823
"AC018804.7",2.64484,2.64484,2.85516,2.85516,0.945444547048631
"AC018814.1",0.10454,0.10454,0,0,1.10454
"AC018816.3",2.9271,2.9271,7.5103,7.5103,0.461452592740561
"AC018865.11",0,0,0,0,1
"AC018865.5",0,0,0,0,1
"AC018865.8",0.66905,0.66905,1.11724,1.11724,0.788314031474939
"AC018865.9",0.07318,0.07318,0.21724,0.21724,0.881650290821859
"AC018867.1",0,0,0,0,1
"AC018867.2",0,0,0,0,1
"AC018880.1",0,0,0,0,1
"AC018880.2",0,0,0,0,1
"AC018892.3",0,0,0,0,1
"AC018892.5",0,0,0,0,1
"AC018892.6",0,0,0,0,1
"AC018892.7",0,0,0,0,1
"AC018892.8",0,0,0,0,1
"AC018892.9",0.03136,0.03136,0.80689,0.80689,0.570792909363603
"AC019050.1",0,0,0,0,1
"AC019070.1",0,0,0,0,1
"AC019080.1",0,0,0,0,1
"AC019084.7",0.04182,0.04182,0,0,1.04182
"AC019097.7",0.3868,0.3868,0,0,1.3868
"AC019100.4",0,0,0,0,1
"AC019100.7",0,0,0,0,1
"AC019102.1",0,0,0,0,1
"AC019109.1",0.07318,0.07318,0.15517,0.15517,0.929023433780309
"AC019129.1",0,0,0,0,1
"AC019129.2",0.02091,0.02091,0.37241,0.37241,0.743881201681713
"AC019171.4",0,0,0,0,1
"AC019178.1",6.17827,6.17827,10.86201,10.86201,0.605147862798969
"AC019178.2",0,0,0,0,1
"AC019178.3",0,0,0,0,1
"AC019181.3",0,0,3.87929,3.87929,0.204947851019308
"AC019185.2",0,0,0,0,1
"AC019185.3",0,0,0,0,1
"AC019294.1",0.14636,0.14636,0.86896,0.86896,0.613367862340553
"AC019349.4",0,0,0,0,1
"AC020550.7",0,0,0,0,1
"AC020581.4",0,0,0,0,1
"AC020663.1",8.30042,8.30042,9.52753,9.52753,0.883437995427227
"AC020907.1",0.5436,0.5436,1.95516,1.95516,0.522340583927774
"AC020907.2",0.10454,0.10454,1.21034,1.21034,0.499714975976547
"AC020907.3",0.60633,0.60633,8.44133,8.44133,0.170138105542334
"AC020910.2",1.43219,1.43219,2.60688,2.60688,0.674319633589141
"AC020922.1",0.24044,0.24044,3.59998,3.59998,0.269662042008878
"AC020947.2",0.01045,0.01045,0,0,1.01045
"AC020983.5",0.05227,0.05227,0,0,1.05227
"AC021016.7",0.03136,0.03136,0,0,1.03136
"AC021021.1",0,0,0,0,1
"AC021066.1",0.53315,0.53315,1.45861,1.45861,0.623584057658596
"AC021106.1",0.09409,0.09409,0.58965,0.58965,0.688258421665146
"AC021218.2",0,0,0.06207,0.06207,0.941557524456957
"AC021224.1",0.16726,0.16726,0.24827,0.24827,0.935102181419084
"AC021593.1",2.42531,2.42531,18.43438,18.43438,0.176250027013982
"AC021849.1",0,0,0,0,1
"AC021860.1",0.07318,0.07318,3.10343,3.10343,0.261532425312482
"AC021876.4",0,0,0,0,1
"AC022002.5",0,0,0,0,1
"AC022007.4",0.19862,0.19862,0,0,1.19862
"AC022153.1",0,0,0,0,1
"AC022182.2",0.01045,0.01045,0,0,1.01045
"AC022210.2",0.22999,0.22999,0,0,1.22999
"AC022400.1",0.20908,0.20908,0,0,1.20908
"AC022415.1",0.29271,0.29271,0.40345,0.40345,0.921094445829919
"AC022431.1",1.92352,1.92352,0,0,2.92352
"AC022431.2",0.14636,0.14636,0.62069,0.62069,0.707328360142902
"AC022498.1",0.01045,0.01045,0,0,1.01045
"AC022532.1",0.22999,0.22999,0,0,1.22999
"AC022555.1",0,0,0,0,1
"AC022558.1",21.61873,21.61873,0,0,22.61873
"AC022596.2",0,0,0.06207,0.06207,0.941557524456957
"AC022596.6",0.14636,0.14636,1.21034,1.21034,0.518635142104835
"AC022692.1",15.55545,15.55545,12.25855,12.25855,1.24866218402465
"AC022762.1",0,0,0,0,1
"AC022819.2",0.01045,0.01045,0,0,1.01045
"AC023085.1",0,0,0,0,1
"AC023128.2",0,0,0,0,1
"AC023271.1",0,0,0.18621,0.18621,0.843021050235624
"AC023271.2",0,0,0,0,1
"AC023274.4",0,0,0,0,1
"AC023274.6",0,0,0,0,1
"AC023347.2",0,0,0,0,1
"AC023449.2",0,0,0,0,1
"AC023468.1",0,0,0,0,1
"AC023468.2",0,0,0,0,1
"AC023469.1",0,0,0,0,1
"AC023480.1",0,0,0,0,1
"AC023590.1",0.09409,0.09409,0.31034,0.31034,0.83496649724499
"AC023632.1",0.01045,0.01045,0,0,1.01045
"AC023669.2",0,0,0,0,1
"AC023672.1",0,0,0,0,1
"AC023881.1",0,0,0,0,1
"AC024067.1",0,0,0,0,1
"AC024082.3",0.03136,0.03136,0,0,1.03136
"AC024082.4",0,0,0,0,1
"AC024162.2",0,0,0,0,1
"AC024168.1",0,0,0,0,1
"AC024183.3",0,0,0,0,1
"AC024560.3",11.56205,11.56205,18.65162,18.65162,0.63923737584993
"AC024563.1",0.01045,0.01045,0.06207,0.06207,0.951396800587532
"AC024580.1",0.02091,0.02091,0.93103,0.93103,0.528686763022843
"AC024592.12",1.79808,1.79808,7.29306,7.29306,0.337400187626763
"AC024937.2",0.07318,0.07318,0,0,1.07318
"AC024937.4",0.03136,0.03136,0.71379,0.71379,0.60180068736543
"AC024937.6",0.12545,0.12545,1.45861,1.45861,0.457758652246595
"AC024940.1",0.01045,0.01045,0.24827,0.24827,0.809480320763937
"AC025263.3",0,0,0,0,1
"AC025278.1",0,0,0,0,1
