"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"CALCOCO2",28.217638,24.087506,22.770933,25.025359,260,266,166,"Calcoco2",0.064995,0.133651,0.041533,4,2,1,0.0800596666666667,24.0962233876585
"CALCR",0.23481,0.079425,0.029878,0.114704333333333,11,4,1,"Calcr",0,0,0,0,0,0,0,1.11470433333333
"CALCRL",2.447597,1.759119,1.853498,2.02007133333333,63,50,26,"Calcrl",3.132751,2.347286,2.63836,323,70,111,2.70613233333333,0.81488491551435
"CALD1",62.776099,133.706167,120.135083,105.539116333333,781,1086,726,"Cald1",11.682483,18.896837,13.551523,1453,354,557,14.710281,6.78149018043238
"CALHM1",0.096069,0.086815,0.203357,0.128747,4,4,6,"Calhm1",0,0,0,0,0,0,0,1.128747
"CALHM2",1.170464,0.84121,1.267547,1.09307366666667,25,21,20,"Calhm2",0.942507,1.070398,0.67476,95,26,27,0.895888333333333,1.10400682881288
"CALHM3",0.051311,0.045817,0,0.032376,1,1,0,"Calhm3",0,0,0.069584,0,0,1,0.0231946666666667,1.00897320288352
"CALHM4",0,0,0,0,0,0,0,"Calhm4",1.721062,1.731123,1.852044,262,65,111,1.76807633333333,0.361261713760543
"CALHM5",0.180389,0.440925,0.284355,0.301889666666667,24,63,27,"Calhm5",1.003064,0.877934,0.978875,222,48,85,0.953291,0.666510861242215
"CALHM6",2.10367,3.104265,6.762228,3.99005433333333,9,14,20,"Calhm6",0.054571,0.112962,0,2,1,0,0.0558443333333333,4.72612692590732
"CALM1",475.322591,477.610562,554.587143,502.506765333333,14536,15888,12876,"Calm1",982.844436,905.919277,986.623593,96367,22224,37855,958.462435333333,0.524780071414059
"CALM2",1064.356978,1079.467905,1358.261311,1167.36206466667,13640,14837,12460,"Calm2",1412.254199,1614.613115,1393.682399,36850,9040,14526,1473.516571,0.792369572268894
"CALM3",953.563185,1075.023794,1217.631833,1082.07293733333,14215,17378,12326,"Calm3",1170.711546,1074.697796,1158.653564,33617,7953,13030,1134.68763533333,0.95367150582338
"CALML3",0,0,0,0,0,0,0,"Calml3",0,0,0.048326,0,0,1,0.0161086666666667,0.984146708718162
"CALML4",1.84085,1.778592,2.671989,2.09714366666667,10,10,13,"Calml4",13.779662,15.984065,19.63924,229,57,116,16.4676556666667,0.177307345975277
"CALML5",0,0,0,0,0,0,0,"Calm4",0,0,0,0,0,0,0,1
"CALML5",0,0,0,0,0,0,0,"Calm5",0,0,0,0,0,0,0,1
"CALN1",3.451719,4.809167,4.209288,4.15672466666667,303,382,256,"Caln1",4.623736,4.954447,5.87309,820,240,440,5.15042433333333,0.838433966046679
"CALR",264.17733,273.038754,296.079283,277.765122333333,2474,2990,2013,"Calr",174.843284,176.910991,147.3466,9918,2245,3257,166.366958333333,1.66559233142145
"CALR3",0,0,0,0,0,0,0,"Calr3",2.796151,3.602872,3.043343,149,46,66,3.14745533333333,0.241111698530649
"CALU",38.326797,38.363703,41.357138,39.3492126666667,1059,1269,862,"Calu",41.978707,50.467842,45.325752,4316,1193,1786,45.9241003333333,0.859882499185688
"CALY",83.3004,104.305374,50.867967,79.491247,739,1018,332,"Caly",6.248898,6.08211,5.837788,219,53,82,6.05626533333333,11.4070607038775
"CAMK1",10.933672,13.397768,13.967746,12.7663953333333,159,195,130,"Camk1",18.975624,20.690192,21.197516,1114,294,488,20.2877773333333,0.646680727526087
"CAMK1D",10.121758,9.440315,12.949131,10.837068,1056,998,932,"Camk1d",11.918357,11.307963,12.499575,3328,811,1401,11.9086316666667,0.916988593807838
"CAMK1G",9.879467,8.936639,12.119037,10.3117143333333,132,210,118,"Camk1g",12.234741,13.072449,12.698046,981,235,386,12.668412,0.827580726519901
"CAMK2A",4.544944,4.001176,6.725969,5.09069633333333,192,223,208,"Camk2a",61.142913,52.599539,48.825194,8251,1871,3057,54.1892153333333,0.110360263260613
"CAMK2B",56.233897,64.168416,85.208376,68.5368963333333,1529,2012,1424,"Camk2b",14.583625,17.059017,17.248583,2155,565,910,16.297075,4.0201534845246
"CAMK2G",58.755555,59.722077,67.046964,61.841532,2014,2352,1787,"Camk2g",248.153983,262.338483,296.043802,13262,2949,5440,268.845422666667,0.23287974047878
"CAMK2N1",144.910114,109.445597,106.03091,120.128873666667,3189,2701,1564,"Camk2n1",9.113499,10.257818,9.376579,1545,422,648,9.582632,11.4460064062198
"CAMK2N2",32.019889,43.333488,42.904197,39.4191913333333,364,601,322,"Camk2n2",47.916741,44.757795,41.312525,1742,380,715,44.6623536666667,0.885175381636956
"CAMK4",5.80823,5.352025,8.959896,6.706717,941,810,1034,"Camk4",5.565509,5.209411,5.416882,585,117,222,5.39726733333333,1.20468890831617
"CAMKK1",5.823294,6.736611,5.994276,6.184727,262,340,194,"Camkk1",12.557868,12.032076,9.939885,1351,303,470,11.509943,0.574321321847749
"CAMKK2",18.909201,15.49866,20.376274,18.2613783333333,945,894,749,"Camkk2",12.162834,8.735606,11.02545,1339,293,509,10.6412966666667,1.65457327348128
"CAMKMT",11.394275,8.169169,9.226358,9.59660066666667,110,82,78,"Camkmt",6.180867,6.086085,5.936613,408,102,159,6.067855,1.49926684498574
"CAMKV",31.61309,28.369842,28.643949,29.5422936666667,738,805,522,"Camkv",0.373789,0.348995,0.345227,48,10,16,0.356003666666667,22.5237544834564
"CAMLG",36.071193,40.368758,40.588324,39.009425,516,625,434,"Caml",44.029478,43.288843,37.641639,1405,319,525,41.65332,0.938014321042301
"CAMP",0.206041,0,0,0.0686803333333333,1,0,0,"Camp",0.344725,1.247352,1.661168,8,7,15,1.084415,0.512700365969988
"CAMSAP1",100.94263,117.160443,101.616383,106.573152,2620,2690,2032,"Camsap1",70.507688,73.69532,58.726775,3694,799,1337,67.643261,1.56713347286925
"CAMSAP2",27.741076,28.628504,32.768154,29.712578,2464,2519,2167,"Camsap2",35.977134,35.761061,34.495633,8309,2028,3227,35.411276,0.843490846077462
"CAMSAP3",32.959775,42.386032,38.499154,37.9483203333333,797,938,650,"Camsap3",13.247929,8.860951,10.340535,1393,306,498,10.8164716666667,3.29610406828998
"CAMTA1",57.863588,54.668173,70.145342,60.8923676666667,3276,3651,2688,"Camta1",100.304948,113.913899,113.106645,14094,3136,5728,109.108497333333,0.562103463089673
"CAMTA2",100.102256,168.123581,193.423481,153.883106,825,1020,774,"Camta2",21.005754,20.975722,20.041979,3854,863,1509,20.674485,7.14587248555156
"CAND1",49.74071,50.059855,43.234077,47.678214,2709,2598,1974,"Cand1",57.637469,43.955117,62.969277,8661,2111,3421,54.8539543333333,0.871526726818501
"CAND2",6.639573,7.232188,12.508474,8.79341166666667,290,339,278,"Cand2",0.679985,0.609144,0.561559,161,35,53,0.616896,6.05692120375501
"CANT1",18.758909,23.908818,24.029453,22.2323933333333,439,486,311,"Cant1",18.452794,17.597282,15.724852,2252,540,791,17.2583093333333,1.27242850962762
"CANX",324.622888,389.798039,355.067012,356.495979666667,5537,6817,4338,"Canx",245.131842,171.599469,191.725392,15201,3673,5512,202.818901,1.75398835884542
"CAP1",261.986852,251.579888,174.400299,229.322346333333,2455,2695,1814,"Cap1",115.134484,127.620092,111.767769,10944,2532,4185,118.174115,1.93265413662466
"CAP2",20.202393,29.331946,34.70729,28.080543,614,897,771,"Cap2",3.465878,3.770696,2.966621,299,74,123,3.401065,6.60761497501173
"CAPG",1.816025,1.305754,1.044988,1.38892233333333,8,8,5,"Capg",20.577936,28.007372,24.087233,597,180,240,24.2241803333333,0.0947076298125102
"CAPN1",139.31964,135.775843,147.310378,140.801953666667,2118,2221,1798,"Capn1",168.289411,216.368476,159.068399,8113,1886,3036,181.242095333333,0.778096594024016
"CAPN10",15.805712,16.289928,16.654152,16.2499306666667,243,296,222,"Capn10",31.455661,20.166123,22.945403,1243,242,417,24.855729,0.667160870485093
"CAPN11",0.05565,0,0,0.01855,1,0,0,"Capn11",0.650297,0.582287,0.386507,69,9,16,0.539697,0.661526261335834
"CAPN13",0.447139,0.411042,1.014376,0.624185666666667,13,7,7,"Capn13",0.019996,0,0,1,0,0,0.00666533333333333,1.61343160719418
"CAPN15",23.847452,35.427066,17.013993,25.4295036666667,279,384,238,"Capn15",6.498492,5.868688,7.351704,1191,259,444,6.57296133333333,3.48998265055625
"CAPN2",64.402016,70.48401,66.462244,67.11609,1696,1836,1256,"Capn2",115.147676,119.444874,112.42339,11264,2689,4421,115.67198,0.583825610913606
"CAPN3",2.974149,1.51281,2.085876,2.190945,25,21,18,"Capn3",0.147749,0.081456,0.205246,7,2,3,0.144817,2.78729700904162
"CAPN5",17.593142,21.790512,20.564776,19.98281,877,912,707,"Capn5",50.295221,43.850201,49.658244,8972,1840,3306,47.9345553333333,0.428793310924538
"CAPN6",0.021636,0.099242,0.121986,0.0809546666666667,1,5,4,"Capn6",0.380201,0.555683,0.363215,57,20,21,0.433033,0.75431247338105
"CAPN7",25.326103,20.265864,26.810249,24.134072,534,645,526,"Capn7",19.149031,17.905181,18.306965,2708,657,1084,18.4537256666667,1.29199272317623
"CAPN8",0.338546,0.425838,0,0.254794666666667,2,4,0,"Capn8",0.05009,0,0.051021,5,0,2,0.0337036666666667,1.213882379573
"CAPN9",0,0,0.051549,0.017183,0,0,1,"Capn9",20.844893,22.17924,21.573835,310,67,107,21.532656,0.0451426143460407
"CAPNS1",409.893005,472.912305,480.316692,454.374000666667,2119,2581,1665,"Capns1",743.519154,724.530919,698.847868,18296,3834,6636,722.299313666667,0.629578919905524
"CAPNS2",0.095602,0.087784,0,0.0611286666666667,1,1,0,"Capns2",0,0.120485,0.225023,0,1,3,0.115169333333333,0.951540393865446
"CAPRIN1",238.295531,234.882674,264.701159,245.959788,4261,4386,3819,"Caprin1",144.693195,148.220182,147.562205,12940,3023,5092,146.825194,1.6706204221183
"CAPRIN2",36.629943,45.831768,52.731143,45.0642846666667,1327,1370,1014,"Caprin2",10.410499,12.663047,12.315309,1056,269,430,11.796285,3.59981703022922
"CAPS2",1.538747,1.684627,1.888677,1.704017,24,30,21,"Caps2",0,0.057818,0.071176,0,1,2,0.042998,2.59254284284342
"CAPSL",0,0,0,0,0,0,0,"Capsl",0.065088,0,0.082909,2,0,1,0.0493323333333333,0.95298693105489
"CAPZA2",630.46534,423.118333,349.275848,467.619840333333,1310,1385,964,"Capza2",151.426837,158.78341,178.478502,7464,1790,3030,162.896249666667,2.85924687896407
"CAPZA3",0,0,0,0,0,0,0,"Capza3",0.023344,0,0.059518,1,0,1,0.0276206666666667,0.973121729094588
"CAPZB",156.32534,172.662012,194.035254,174.340868666667,1890,2135,1585,"Capzb",255.326127,271.880915,278.627643,8494,1895,3226,268.611561666667,0.650346252151637
"CARD10",1.222646,3.262565,2.957588,2.480933,44,64,28,"Card10",4.706477,3.158302,2.96516,799,153,242,3.60997966666667,0.755086410720973
"CARD11",0.378826,0.113136,0.17768,0.223214,4,4,2,"Card11",2.599887,2.493511,1.766412,400,90,121,2.28660333333333,0.372181816890995
"CARD14",0.570638,0.942851,2.020322,1.177937,24,45,21,"Card14",1.509361,1.582841,1.220358,256,70,80,1.43752,0.893505284059208
"CARD19",39.579133,62.843771,78.00691,60.1432713333333,233,276,222,"Card19",60.467309,49.088924,59.259969,1412,269,563,56.2720673333333,1.06759322965363
"CARD6",0.189155,0,0,0.0630516666666667,2,0,0,"Card6",0.851366,1.236569,0.512024,108,34,50,0.866653,0.56949613381098
"CARD9",0.872097,0.996371,0.854119,0.907529,39,57,27,"Card9",0.988919,0.937502,1.960609,43,8,20,1.29567666666667,0.830922327912032
"CARF",4.079462,2.861389,4.79741,3.91275366666667,185,162,171,"Carf",5.450913,6.104408,6.12968,468,112,195,5.89500033333333,0.712509561880128
"CARHSP1",30.341977,29.597193,35.848315,31.9291616666667,537,515,424,"Carhsp1",46.667945,41.720913,40.925769,5506,1195,1886,43.1048756666667,0.746610463558197
"CARM1",44.94519,43.7937,67.653095,52.1306616666667,982,1074,896,"Carm1",32.336335,31.497007,27.91426,2183,461,763,30.582534,1.68227988503604
"CARMIL1",4.524152,5.194145,4.603679,4.773992,220,201,128,"Carmil1",25.453186,28.829136,40.164355,616,116,197,31.4822256666667,0.177758508891996
"CARMIL2",20.736749,27.411453,25.981598,24.7099333333333,253,324,235,"Carmil2",18.221608,14.864258,18.206847,1734,339,706,17.097571,1.4206289525447
"CARMIL3",36.198384,37.515448,38.186777,37.300203,1210,1378,1073,"Carmil3",47.556633,44.879968,44.496597,3760,888,1434,45.6443993333333,0.821110434423145
"CARNMT1",3.274992,3.236526,2.724378,3.078632,100,157,90,"Carnmt1",5.114708,14.407151,11.328425,703,175,244,10.283428,0.361470999770637
"CARNS1",1.542666,3.69644,3.94117,3.060092,35,40,23,"Carns1",10.217627,9.463791,8.594488,731,192,328,9.425302,0.389445984394505
"CARS1",60.831678,50.468329,50.544171,53.9480593333333,1630,1530,896,"Cars",26.988911,43.758146,23.944026,949,231,324,31.5636943333333,1.68740250325611
"CARS2",141.060551,138.828561,242.782081,174.223731,386,420,359,"Cars2",10.904846,9.29158,10.31155,489,120,176,10.1693253333333,15.687942267835
"CARTPT",6.275903,3.434425,0.891241,3.53385633333333,50,30,5,"Cartpt",12.039537,8.120901,12.249503,345,60,142,10.8033136666667,0.384117245493292
"CASC3",43.158962,43.760412,43.305447,43.4082736666667,1382,1436,965,"Casc3",21.284451,24.015336,19.326314,2365,526,828,21.5420336666667,1.9700207320839
"CASD1",44.927153,47.260386,49.382584,47.190041,1767,1898,1335,"Casd1",22.192718,20.522478,20.055197,1621,375,614,20.9234643333333,2.19810337760944
"CASK",65.069907,59.178363,43.434803,55.8943576666667,2300,2578,1589,"Cask",37.455541,28.930631,43.614107,3232,791,1342,36.6667596666667,1.51046594318586
"CASKIN1",275.618037,380.40108,264.716986,306.912034333333,1335,1869,937,"Caskin1",42.796169,40.820459,42.638176,8043,1781,3078,42.0849346666667,7.14662878603723
"CASKIN2",4.147193,5.398902,6.896393,5.48082933333333,90,129,94,"Caskin2",7.208325,8.158714,7.884521,1124,296,482,7.75052,0.740622195404768
"CASP1",0.124934,0,0,0.0416446666666667,1,0,0,"Casp1",7.972585,8.673248,9.172166,218,64,126,8.60599966666667,0.108436883490766
"CASP12",0,0,0,0,0,0,0,"Casp12",6.50218,8.973598,6.82532,400,128,164,7.43369933333333,0.118571929170821
"CASP14",0.210311,0.073121,0,0.0944773333333333,4,3,0,"Casp14",0,0,0,0,0,0,0,1.09447733333333
"CASP2",6.006606,5.432508,7.67463,6.371248,333,323,289,"Casp2",4.11933,3.738387,7.113968,257,51,123,4.99056166666667,1.23047694192281
"CASP3",23.237114,24.900298,20.980736,23.0393826666667,552,737,431,"Casp3",4.750925,5.83143,5.491846,460,114,192,5.358067,3.78092628886526
"CASP6",4.320007,5.421484,6.861449,5.53431333333333,43,45,40,"Casp6",3.247134,2.121742,3.274841,107,24,45,2.881239,1.68356376232779
"CASP7",0.2592,0.605975,0.345413,0.403529333333333,5,8,7,"Casp7",1.47078,2.013237,1.086494,86,24,19,1.52350366666667,0.556182799285279
"CASP8",1.274224,1.013275,7.276461,3.18798666666667,22,22,16,"Casp8",0.686003,0.875023,0.708787,52,16,18,0.756604333333333,2.38413772936535
"CASP8AP2",2.001939,2.355213,1.656747,2.004633,127,132,104,"Casp8ap2",3.43765,1.867225,6.541673,573,126,268,3.94884933333333,0.607137699618794
"CASP9",6.195019,13.58763,10.188214,9.99028766666667,167,235,162,"Casp9",17.004446,15.680408,17.414716,1961,462,780,16.6998566666667,0.620925235364429
"CASQ1",0.203666,0.186374,0.902676,0.430905333333333,4,4,9,"Casq1",0.951762,1.477467,4.15427,33,10,76,2.19449966666667,0.447927839299613
"CASQ2",0.030295,0,0,0.0100983333333333,1,0,0,"Casq2",0.944549,2.043466,0.544726,58,10,12,1.17758033333333,0.463862718574026
"CASR",0.229951,0.169845,0.078704,0.1595,16,26,7,"Casr",0.805437,0.601279,1.250458,152,24,47,0.885724666666667,0.614882978674511
"CASS4",0.269265,0.272909,0.383616,0.308596666666667,10,11,10,"Cass4",0.053661,0.054264,0.03307,8,2,2,0.0469983333333333,1.2498555394071
"CAST",30.350624,36.520963,20.769989,29.2138586666667,721,863,416,"Cast",165.365126,156.402022,196.007636,7869,1813,3119,172.591594666667,0.174051391858481
"CASTOR1",2.350543,3.005173,4.331278,3.228998,11,19,23,"Castor1",1.84591,1.636188,1.655462,112,24,39,1.71252,1.55906610826833
"CASTOR2",9.827675,15.821336,10.491259,12.0467566666667,1083,1441,758,"Castor2",12.097454,8.560382,8.950086,2954,665,1022,9.86930733333333,1.20033009156487
"CAT",11.945024,11.262224,11.469541,11.5589296666667,125,127,91,"Cat",64.663487,74.045969,65.872027,5635,1445,2297,68.1938276666667,0.18150361224657
"CATIP",0.069015,0.094412,0.097217,0.0868813333333333,2,3,2,"Catip",0.350585,0.245219,0.201354,20,5,6,0.265719333333333,0.858706432547711
"CATSPER1",0,0.135035,0,0.0450116666666667,0,1,0,"Catsper1",0,0,0,0,0,0,0,1.04501166666667
"CATSPER2",20.193275,12.210312,12.933207,15.1122646666667,112,139,89,"Catsper2",2.022633,1.677627,1.638704,120,19,39,1.77965466666667,5.7964987017572
"CATSPER3",0.304477,0.191412,1.167843,0.554577333333333,5,3,5,"Catsper3",0.145254,0.086686,0.374491,7,1,7,0.202143666666667,1.29317100479671
"CATSPER4",0.05537,0.08081,0.122005,0.0860616666666667,1,2,2,"Catsper4",0.058535,0,0,1,0,0,0.0195116666666667,1.0652763496249
"CATSPERB",0.48836,0.299913,0.269643,0.352638666666667,3,1,1,"Catsperb",0.074816,0,0.064665,6,0,2,0.0464936666666667,1.29254357647012
"CATSPERD",0,0,0,0,0,0,0,"Catsperd",0.573974,0.630234,0.868029,47,8,24,0.690745666666667,0.591455012847389
"CATSPERE",2.302465,1.189366,1.666016,1.71928233333333,12,21,8,"Catspere1",0.103086,0.142583,0.096013,1,0,5,0.113894,2.44123977086988
"CATSPERE",2.302465,1.189366,1.666016,1.71928233333333,12,21,8,"Catspere2",0.407336,0.22309,0.588557,49,8,29,0.406327666666667,1.93360508918856
"CATSPERG",9.449556,9.368532,11.071157,9.96308166666667,155,166,132,"Catsperg2",0,0.033967,0,0,0,0,0.0113223333333333,10.8403436820506
"CATSPERG",9.449556,9.368532,11.071157,9.96308166666667,155,166,132,"Catsperg1",0.47482,0.450027,0.338696,29,7,9,0.421181,7.71406433569452
"CATSPERZ",4.02475,2.482525,3.582318,3.36319766666667,24,22,12,"Catsperz",14.179305,11.266345,20.822407,228,53,126,15.4226856666667,0.265681128849875
"CAV1",2.060608,2.933656,2.813697,2.60265366666667,57,70,62,"Cav1",49.328421,63.642207,51.436645,2139,537,883,54.8024243333333,0.0645608808166895
"CAV2",2.859398,4.560245,1.542293,2.987312,60,98,38,"Cav2",27.223002,25.835817,32.574371,2184,571,892,28.5443966666667,0.134960007644992
"CAV3",0,0,0,0,0,0,0,"Cav3",0.024077,0,0.062072,1,0,1,0.0287163333333333,0.972085275208682
"CAVIN1",1.055276,1.592146,2.411869,1.68643033333333,49,82,79,"Cavin1",10.811253,12.482457,11.30598,1564,438,628,11.53323,0.214344612947607
"CAVIN2",0,0.025577,0.152699,0.0594253333333333,0,1,4,"Cavin2",3.140212,3.441326,3.073621,381,104,145,3.21838633333333,0.251144691267806
"CAVIN3",0.219445,0.541866,0.502061,0.421124,2,6,3,"Cavin3",8.225858,8.224943,8.411722,487,116,212,8.28750766666667,0.153014570862804
"CAVIN4",3.786641,2.391282,3.859946,3.34595633333333,153,104,111,"Cavin4",0.186548,0.153101,0.444942,15,3,14,0.261530333333333,3.44498758254194
"CBARP",18.522485,21.550058,25.126402,21.7329816666667,251,368,248,"Cbarp",138.974223,94.622158,105.951137,4158,810,1453,113.182506,0.19909338534457
"CBFA2T2",8.068224,9.425115,13.263671,10.2523366666667,672,863,618,"Cbfa2t2",9.201529,4.972385,10.339671,809,199,322,8.171195,1.2269215371243
"CBFA2T3",7.992383,7.162152,9.286291,8.146942,180,231,207,"Cbfa2t3",1.918724,2.810016,2.029235,194,42,73,2.25265833333333,2.81214350313462
"CBFB",101.657968,122.342343,110.464947,111.488419333333,1974,2695,1891,"Cbfb",97.509247,112.900012,122.009533,7746,2098,3172,110.806264,1.00610122643337
"CBL",7.758691,7.997707,8.741294,8.16589733333333,1188,1341,905,"Cbl",120.34091,62.954082,132.920109,5415,1171,2173,105.405033666667,0.086141576366088
"CBLB",10.564915,7.71531,16.063134,11.4477863333333,528,418,395,"Cblb",6.658297,6.837558,5.882034,1749,436,597,6.45929633333333,1.66876147254104
"CBLC",0,0,0,0,0,0,0,"Cblc",0.37279,0.36503,0.455915,6,1,2,0.397911666666667,0.715352782185808
"CBLIF",0,0,0,0,0,0,0,"Cblif",0.052123,0.071417,0,3,1,0,0.04118,0.960448721642752
"CBLL1",10.935748,14.993885,9.994355,11.9746626666667,382,494,301,"Cbll1",4.198194,3.913442,4.462793,600,140,260,4.19147633333333,2.49922408070306
"CBLN1",12.033908,19.594186,13.788057,15.138717,337,448,212,"Cbln1",2.378687,2.435711,2.055363,164,42,59,2.28992033333333,4.90550389214085
"CBLN2",13.470269,14.661514,19.238055,15.789946,280,317,326,"Cbln2",12.992541,11.982115,13.787057,1129,265,484,12.920571,1.20612480623101
"CBLN3",0.753674,1.63515,1.272296,1.22037333333333,20,27,14,"Cbln3",0.085594,0.079468,0.148521,18,4,12,0.104527666666667,2.01024691399008
"CBLN4",0,0,0,0,0,0,0,"Cbln4",0.145217,0.207785,0.106198,17,6,5,0.153066666666667,0.867252543940796
"CBR1",10.326068,11.600904,8.727186,10.2180526666667,132,172,89,"Gm5678",0,0,0.084585,0,0,1,0.028195,10.9104330080059
"CBR1",10.326068,11.600904,8.727186,10.2180526666667,132,172,89,"Cbr1",41.186645,36.847727,46.281965,1448,305,585,41.438779,0.264334953337528
"CBR3",0.900759,0.534334,0.68555,0.706881,9,6,5,"Cbr3",5.771846,4.593187,5.184947,227,45,81,5.18332666666667,0.276045742367377
"CBR4",8.472468,7.638314,8.429465,8.18008233333333,275,280,185,"Cbr4",11.853263,16.719691,15.197109,484,125,213,14.590021,0.588843487339326
"CBS",60.768936,78.679249,83.6688,74.3723283333333,1151,1319,940,"Cbs",0.398525,0.304563,4.065179,23,4,9,1.58942233333333,29.1077771914894
"CBSL",4.990817,7.648835,13.267834,8.63582866666667,25,40,47,"Cbs",0.398525,0.304563,4.065179,23,4,9,1.58942233333333,3.72122714113714
"CBWD3",13.180913,19.930508,14.968182,16.0265343333333,167,293,174,"Cbwd1",11.131166,13.249184,12.569911,546,159,230,12.3167536666667,1.27857995721229
"CBWD5",111.154872,95.269808,71.246344,92.557008,657,614,402,"Cbwd1",11.131166,13.249184,12.569911,546,159,230,12.3167536666667,7.02551164809662
"CBWD6",42.659836,48.431996,55.682225,48.9246856666667,329,351,254,"Cbwd1",11.131166,13.249184,12.569911,546,159,230,12.3167536666667,3.74901322922521
"CBX1",93.921875,82.674051,110.92147,95.839132,1780,1887,1577,"Cbx1",10.636156,12.153277,9.551179,882,253,324,10.780204,8.22049703044192
"CBX2",1.126019,0.904149,1.625025,1.21839766666667,56,57,48,"Cbx2",1.415981,1.350882,1.547608,210,47,89,1.438157,0.909866619199119
"CBX4",7.801431,13.500922,15.138092,12.146815,176,322,199,"Cbx4",5.577789,5.111874,6.609665,679,152,323,5.76644266666667,1.94294338216516
"CBX6",14.112711,15.626626,15.938597,15.225978,1053,1310,852,"Npcd",0,0.654897,1.160794,0,7,20,0.605230333333333,10.108192988296
"CBX6",14.112711,15.626626,15.938597,15.225978,1053,1310,852,"Cbx6",47.516656,48.017004,55.103231,9085,2284,3520,50.212297,0.316837536109736
"CBX7",1.679993,2.220897,3.276231,2.39237366666667,64,104,82,"Cbx7",12.254061,9.565482,11.374096,1350,270,533,11.0645463333333,0.281185348618855
"CBX8",2.658649,3.067449,5.284378,3.67015866666667,115,158,120,"Cbx8",4.06141,3.151188,4.205489,213,51,78,3.806029,0.971729189871028
"CBY1",15.166867,21.207503,20.374397,18.9162556666667,143,199,118,"Cby1",18.156716,23.676123,16.844018,670,170,244,19.5589523333333,0.968738841539866
"CBY2",0,0,0,0,0,0,0,"Cby2",0,0,0,0,0,0,0,1
"CC2D1A",50.500721,44.668083,56.84731,50.672038,882,931,686,"Cc2d1a",9.734146,17.142381,6.91631,1184,270,393,11.264279,4.21321449063577
"CC2D1B",124.869792,68.291326,191.29702,128.152712666667,439,432,326,"Cc2d1b",130.628645,112.927553,141.565868,2552,612,988,128.374022,0.998289383526058
"CC2D2A",11.554103,12.725949,11.638054,11.972702,207,188,167,"Cc2d2a",2.070074,2.546161,2.193937,432,130,178,2.27005733333333,3.96711759997684
"CC2D2B",2.084966,1.291843,0.839872,1.40556033333333,14,14,6,"Cc2d2b",0.287973,0.816235,0,8,2,0,0.368069333333333,1.75836141832968
"CCAR1",80.726075,87.515907,103.823411,90.6884643333333,1201,1319,1052,"Ccar1",21.178704,19.876871,18.718404,1992,487,794,19.9246596666667,4.38183778345483
"CCAR2",103.319587,121.110754,136.783207,120.404516,1007,1225,915,"Ccar2",10.169586,10.707554,10.441143,1574,400,636,10.4394276666667,10.6128138170549
"CCBE1",0.127126,0.127316,0.175875,0.143439,10,11,10,"Ccbe1",0.191425,0.197288,0.313847,30,11,27,0.234186666666667,0.92647168445616
"CCDC102A",0,0.137271,0.316765,0.151345333333333,0,4,2,"Ccdc102a",2.856699,3.939844,2.765804,198,53,76,3.187449,0.274951487966381
"CCDC103",0.616789,0.628454,0.36025,0.535164333333333,5,6,1,"Ccdc103",0.852486,0.60359,0.437118,48,9,11,0.631064666666667,0.941203843542684
"CCDC105",0,0,0,0,0,0,0,"Ccdc105",0.145566,0.130737,0.151199,9,2,4,0.142500666666667,0.875273012240401
"CCDC106",24.622425,25.665778,25.641082,25.3097616666667,249,316,228,"Ccdc106",10.866985,18.56313,6.290301,132,32,46,11.9068053333333,2.03844103844339
"CCDC107",13.220362,11.557937,13.608013,12.7954373333333,135,127,101,"Ccdc107",20.392541,18.360248,19.167105,507,112,196,19.3066313333333,0.67935627071183
"CCDC110",1.358831,1.630022,0.469005,1.15261933333333,14,19,9,"Ccdc110",0,0,0,0,0,0,0,2.15261933333333
"CCDC112",41.879313,37.394832,38.90136,39.391835,560,538,392,"Ccdc112",4.012879,6.466674,4.964975,239,65,120,5.148176,6.56972653352799
"CCDC113",3.881213,4.153464,3.258061,3.764246,154,217,131,"Ccdc113",0.194132,0,0,9,0,0,0.0647106666666667,4.4746860806003
"CCDC115",19.318529,24.237602,27.120635,23.558922,391,522,387,"Ccdc115",11.94735,10.937823,11.211954,791,177,295,11.365709,1.98605045614449
"CCDC116",0.035627,0.032165,0,0.0225973333333333,1,1,0,"Ccdc116",0.374059,0.343876,0.312172,25,8,13,0.343369,0.761218498665172
"CCDC117",4.572988,5.789036,4.310616,4.89088,235,261,158,"Ccdc117",4.698827,4.327058,4.603564,636,143,249,4.54314966666667,1.06273154330008
"CCDC12",20.192874,16.190186,11.828679,16.0705796666667,112,114,93,"Ccdc12",29.484729,26.751076,36.304597,503,110,206,30.8468006666667,0.536021807821156
"CCDC120",4.786015,6.356223,6.715967,5.952735,189,235,174,"Ccdc120",28.269967,28.724873,25.485935,301,51,115,27.4935916666667,0.244010480719203
"CCDC122",4.885814,4.702234,5.211877,4.93330833333333,39,58,48,"Ccdc122",4.400509,3.857964,3.185609,189,44,57,3.814694,1.23233342208941
